ticker,NERV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-07-01,0.8333
2014-07-02,-0.8264
2014-07-03,2.1667
2014-07-07,-3.752
2014-07-08,1.1864
2014-07-09,-0.67
2014-07-10,12.6476
2014-07-11,-1.0479
2014-07-14,2.8744
2014-07-15,-13.9706
2014-07-16,4.1026
2014-07-17,4.2693
2014-07-18,0.7874
2014-07-21,-1.0937999999999999
2014-07-22,-2.8436
2014-07-23,-0.813
2014-07-24,7.541
2014-07-25,3.3537
2014-07-28,11.0619
2014-07-29,-4.5153
2014-07-30,-9.1794
2014-07-31,-3.3691
2014-08-01,-0.7924
2014-08-04,5.9105
2014-08-05,-5.8824
2014-08-06,9.2949
2014-08-07,2.6393
2014-08-08,-7.0
2014-08-11,0.4608
2014-08-12,6.6514
2014-08-13,-1.6487
2014-08-14,1.895
2014-08-15,4.2918
2014-08-18,-4.3896
2014-08-19,-0.1435
2014-08-20,-4.1667
2014-08-21,1.1994
2014-08-22,0.0
2014-08-25,0.1481
2014-08-26,0.5917
2014-08-27,1.4706000000000001
2014-08-28,0.5797
2014-08-29,2.0173
2014-09-02,0.2825
2014-09-03,-0.5634
2014-09-04,1.8414000000000001
2014-09-05,-2.5035
2014-09-08,6.7047
2014-09-09,2.0053
2014-09-10,0.2621
2014-09-11,-1.9607999999999999
2014-09-12,0.9333
2014-09-15,-0.1321
2014-09-16,-3.5714
2014-09-17,-2.7435
2014-09-18,-6.9111
2014-09-19,-5.9091000000000005
2014-09-22,-6.6023
2014-09-23,2.931
2014-09-24,-2.8476
2014-09-25,1.2069
2014-09-26,0.6814
2014-09-29,1.692
2014-09-30,0.6656
2014-10-01,1.4545
2014-10-02,-1.2708
2014-10-03,3.1353
2014-10-06,-2.24
2014-10-07,-2.6187
2014-10-08,-9.5798
2014-10-09,-5.2045
2014-10-10,-10.5882
2014-10-13,1.9737
2014-10-14,-2.3656
2014-10-15,-4.8458
2014-10-16,5.787
2014-10-17,-1.9694
2014-10-20,-5.1339
2014-10-21,7.5294
2014-10-22,-4.5952
2014-10-23,0.6881
2014-10-24,0.9112
2014-10-27,0.4515
2014-10-28,1.3483
2014-10-29,-1.7738
2014-10-30,-1.5800999999999998
2014-10-31,0.4587
2014-11-03,-0.2283
2014-11-04,-0.4577
2014-11-05,0.0
2014-11-06,-1.6092
2014-11-07,-2.3364
2014-11-10,0.7177
2014-11-11,-0.7126
2014-11-12,0.7177
2014-11-13,0.0
2014-11-14,1.9002
2014-11-17,5.8275
