ticker,ALTN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-07-22,-25.0
2008-07-24,-33.3333
2008-07-25,-50.0
2008-09-23,-80.0
2008-11-07,-83.3333
2009-03-09,0.0
2009-10-12,2000.0
2009-10-13,-48.5714
2009-10-14,-14.8148
2009-10-15,13.0435
2009-10-16,-21.1538
2009-10-19,31.7073
2009-10-20,133.3333
2009-10-21,46.8254
2009-10-22,-32.4324
2009-10-23,-38.4
2009-10-26,-11.6883
2009-10-27,-23.5294
2009-10-28,-5.7692
2009-10-29,-2.0408
2009-10-30,-6.25
2009-11-02,-15.5556
2009-11-03,-26.3158
2009-11-04,-17.8571
2009-11-05,143.4783
2009-11-06,-14.2857
2009-11-09,-27.0833
2009-11-10,-14.2857
2009-11-11,-13.3333
2009-11-12,11.538499999999999
2009-11-13,8.6207
2009-11-16,-7.9365
2009-11-17,-10.3448
2009-11-18,0.0
2009-11-19,-15.3846
2009-11-20,-9.0909
2009-11-23,-27.5
2009-11-24,24.1379
2009-11-25,-11.1111
2009-11-27,-12.5
2009-11-30,-25.0
2009-12-01,-9.5238
2009-12-02,-5.2632
2009-12-03,-22.2222
2009-12-04,78.5714
2009-12-07,-12.0
2009-12-08,-13.6364
2009-12-09,-10.526299999999999
2009-12-10,5.8824
2009-12-11,-11.1111
2009-12-14,12.5
2009-12-15,-11.1111
2009-12-16,-6.25
2009-12-17,-16.0
2009-12-18,-12.6984
2009-12-21,-9.0909
2009-12-22,-9.0
2009-12-23,-5.2198
2009-12-24,15.942
2009-12-28,-10.0
2009-12-29,-11.1111
2009-12-30,0.0
2009-12-31,17.5
2010-01-04,-4.2553
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,-15.5556
2010-01-08,44.7368
2010-01-11,-14.5455
2010-01-12,-4.2553
2010-01-13,6.6667
2010-01-14,-6.25
2010-01-15,-4.4444
2010-01-19,-4.6512
2010-01-20,0.0
2010-01-21,-2.439
2010-01-22,-12.5
2010-01-25,0.0
2010-01-26,-4.2857
2010-01-27,19.403
2010-01-28,0.0
2010-01-29,0.0
2010-02-01,0.0
2010-02-02,-16.25
2010-02-03,4.4776
2010-02-04,-5.7143
2010-02-05,6.0606
2010-02-08,-14.2857
2010-02-09,-10.0
2010-02-10,-3.7037
2010-02-11,7.6923
2010-02-12,10.7143
2010-02-16,-6.4516
2010-02-17,0.0
2010-02-18,0.0
2010-02-19,3.4483
2010-02-22,-3.3333
2010-02-23,0.0
2010-02-24,0.0
2010-02-25,0.0
