ticker,GENH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-01-08,-20.0
2014-01-10,0.0
2014-01-16,25.0
2014-01-31,-25.0
2014-02-04,33.3333
2014-02-11,0.0
2014-02-27,0.0
2014-02-28,0.0
2014-03-05,300.0
2014-03-06,137.5
2014-03-07,115.7895
2014-03-10,-19.5122
2014-03-11,-1.5152
2014-03-12,-8.0
2014-03-13,-13.0435
2014-03-14,-28.4615
2014-03-17,36.0215
2014-03-18,-9.0909
2014-03-19,-10.8696
2014-03-20,10.2439
2014-03-21,15.0442
2014-03-24,-1.9231
2014-03-25,-17.647100000000002
2014-03-26,9.5238
2014-03-27,-32.6087
2014-03-28,6.4516
2014-03-31,26.6667
2014-04-01,0.0
2014-04-02,-22.0096
2014-04-07,4.2945
2014-04-08,-5.8824
2014-04-10,-15.625
2014-04-11,-14.8148
2014-04-14,0.0
2014-04-16,10.4348
2014-04-21,25.9843
2014-04-22,0.625
2014-04-23,0.0
2014-04-24,0.0
2014-04-25,-25.4658
2014-04-28,37.0833
2014-04-29,-17.3252
2014-04-30,10.2941
2014-05-01,-16.6667
2014-05-02,-24.0
2014-05-05,-21.0526
2014-05-06,-0.6667
2014-05-07,-15.4362
2014-05-08,-11.1111
2014-05-09,-1.7856999999999998
2014-05-12,-5.4545
2014-05-13,-5.3846
2014-05-14,9.5783
2014-05-16,-8.741
2014-05-21,-0.4065
2014-05-22,-28.5714
2014-05-23,0.0
2014-05-28,2.8571
2014-06-02,-19.4444
2014-06-05,-3.4483
2014-06-09,42.8571
2014-06-10,35.0
2014-06-13,-0.9259
2014-06-16,-0.9346
2014-06-17,0.9434
2014-06-18,0.0
2014-06-19,0.0
2014-06-25,-52.3131
2014-06-26,95.9824
2014-06-27,0.0
2014-07-07,-4.0
2014-07-08,2.0833
2014-07-10,-47.9592
2014-07-14,-1.9607999999999999
2014-07-17,56.0
2014-07-18,-15.3846
2014-07-24,-15.1515
2014-07-29,25.0
2014-07-30,-5.7143
2014-08-07,-9.0909
2014-08-13,-33.3333
2014-08-14,65.0
2014-08-25,0.0
2014-09-03,-39.3939
2014-09-11,0.0
2014-09-15,-25.0
2014-09-16,46.6667
2014-09-17,0.0
2014-09-18,36.3636
2014-09-19,6.6667
2014-09-22,28.125
2014-09-25,9.7561
2014-09-26,-28.8889
2014-09-29,0.0
2014-10-15,-68.7109
2014-10-16,349.4382
2014-10-17,0.0
2014-10-29,0.0
2014-10-31,0.0
2014-11-07,0.0
2014-11-24,-11.1111
