ticker,LEAT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-08-11,25.0
2005-08-16,0.0
2005-08-26,-20.0
2005-08-29,-26.0
2005-09-01,6.7568
2005-09-07,0.0
2005-09-08,-7.5949
2005-09-09,9.589
2005-09-12,-2.5
2005-09-13,2.5641
2005-09-15,-10.0
2005-09-19,-2.7778
2005-09-20,7.1429
2005-09-26,0.0
2005-09-27,0.0
2005-10-03,0.0
2005-10-05,0.0
2005-10-12,-20.0
2005-10-17,-20.0
2005-10-21,-27.0833
2005-10-26,-57.1429
2005-10-28,40.0
2005-10-31,-4.7619
2005-11-01,20.0
2005-11-02,16.6667
2005-11-03,-10.7143
2005-11-04,-20.0
2005-11-07,-25.0
2005-11-08,10.0
2005-11-09,-3.0303
2005-11-10,-6.25
2005-11-11,20.0
2005-11-14,-5.5556
2005-11-16,-47.0588
2005-11-17,0.0
2005-11-18,-66.6667
2005-11-21,200.0
2005-11-22,-5.5556
2005-11-23,-5.8824
2005-11-25,12.5
2005-11-29,-44.4444
2005-11-30,0.0
2005-12-02,60.0
2005-12-06,-25.0
2005-12-07,-16.6667
2005-12-08,20.0
2005-12-12,0.0
2005-12-15,-8.3333
2005-12-20,9.0909
2005-12-21,-50.0
2005-12-22,100.0
2005-12-23,-61.1458
2005-12-27,-14.2091
2005-12-28,150.0
2005-12-30,0.0
2006-01-03,-60.0
2006-01-04,70.0
2006-01-11,17.647100000000002
2006-01-18,-50.0
2006-01-24,150.0
2006-01-25,20.0
2006-01-31,-33.3333
2006-02-03,-25.0
2006-02-08,100.0
2006-02-09,-16.6667
2006-02-13,0.0
2006-02-16,0.0
2006-02-17,30.0
2006-02-21,15.3846
2006-02-22,124.0
2006-02-23,19.0476
2006-02-24,-30.0
2006-02-27,-7.1429
2006-02-28,-23.0769
2006-03-01,0.0
2006-03-02,0.0
2006-03-03,-15.0
2006-03-06,29.4118
2006-03-07,-9.0909
2006-03-08,10.0
2006-03-10,-27.2727
2006-03-13,25.0
2006-03-14,10.0
2006-03-15,-9.0909
2006-03-16,0.0
2006-03-17,-9.0
2006-03-20,-23.0769
2006-03-21,31.4286
2006-03-22,3.2609
2006-03-23,0.0
2006-03-24,-5.2632
2006-03-27,20.0
2006-03-28,-7.4074
2006-03-29,0.0
2006-03-30,0.0
2006-03-31,0.0
2006-04-03,9.0
2006-04-04,0.9174
2006-04-05,-9.0909
2006-04-06,-10.0
2006-04-07,11.1111
2006-04-10,10.0
2006-04-11,-18.1818
2006-04-12,0.0
