ticker,NRLB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-05-11,3.8462
2005-05-17,-11.1111
2005-05-27,-16.6667
2005-06-09,2.0
2005-07-01,4.902
2005-09-01,-2.8037
2005-11-03,40.0
2005-11-09,12.1429
2005-11-14,3.8217
2005-12-22,-7.9755
2006-01-03,2.6667
2006-01-26,3.8961
2006-02-02,1.875
2006-02-10,24.5399
2006-02-24,-1.4778
2006-03-23,3.5
2006-03-24,3.3816
2006-04-27,-11.215
2006-06-06,27.8947
2006-07-12,7.4074
2006-10-24,-15.7088
2006-11-28,5.1643
2006-11-29,18.3036
2006-11-30,-15.4717
2006-12-06,7.1429
2007-01-04,4.1667
2007-01-05,12.0
2007-01-23,7.1429
2007-01-24,6.6667
2007-02-21,6.25
2007-03-29,0.0
2007-04-26,5.8824
2007-05-14,0.2778
2007-05-15,-3.0471
2007-06-01,0.5714
2007-06-04,5.1136
2007-06-05,-0.5405
2007-06-06,-2.1739
2007-06-07,0.0
2007-06-12,2.2222
2007-06-13,-0.2717
2007-06-15,0.0
2007-06-19,-1.9074
2007-07-03,0.0
2007-07-06,1.9444
2007-08-01,-2.1798
2007-08-13,-1.1142
2007-08-14,1.1268
2007-08-22,0.0
2007-09-19,-10.8635
2007-09-24,6.25
2007-09-26,4.4118
2007-09-27,-5.3521
2007-09-28,-1.4881
2007-10-01,-3.0211
2007-10-02,-2.8037
2007-10-03,-3.8462
2007-10-04,0.0
2007-10-05,-0.6667
2007-10-08,-2.6846
2007-10-11,-0.3448
2007-10-16,0.346
2007-10-17,1.7241
2007-10-24,-2.3729
2007-10-31,-2.7778
2007-11-01,-1.7856999999999998
2007-11-15,0.0
2007-11-30,-9.2593
2007-12-06,-2.0408
2007-12-07,-7.9167
2007-12-10,3.6199
2007-12-11,-3.9301
2007-12-12,1.8182
2007-12-18,-1.7856999999999998
2008-01-14,0.0
2008-01-22,-1.8182
2008-01-23,1.3889
2008-01-25,5.0228
2008-02-05,-3.9130000000000003
2008-02-13,-0.4525
2008-02-28,0.0
2008-03-03,0.0
2008-03-19,-18.1818
2008-03-31,1.1111
2008-04-01,-9.8901
2008-04-14,-2.439
2008-04-24,-2.5
2008-04-28,15.3846
2008-05-07,-2.7778
2008-05-08,2.8571
2008-05-09,-0.4444
2008-05-12,-0.6696
2008-05-13,-0.5618
2008-05-14,-6.2147
2008-05-15,-11.4458
2008-05-21,4.0816
2008-05-23,-1.3072
2008-05-29,1.3245
2008-05-30,1.9607999999999999
