ticker,PXLW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-05-19,8.9063
2000-05-22,11.9082
2000-05-23,2.5641
2000-05-24,-0.5
2000-05-25,-2.5126
2000-05-26,-8.7629
2000-05-30,7.3446
2000-05-31,1.5789
2000-06-01,8.8083
2000-06-02,23.8095
2000-06-05,17.6923
2000-06-06,4.5752
2000-06-07,-6.4063
2000-06-08,-2.8381
2000-06-09,26.8041
2000-06-12,-1.355
2000-06-13,-1.3736
2000-06-14,-4.4568
2000-06-15,0.2915
2000-06-16,-4.6512
2000-06-19,-5.4878
2000-06-20,-2.5806
2000-06-21,-0.6623
2000-06-22,5.3333
2000-06-23,3.1646
2000-06-26,0.9202
2000-06-27,-2.7356
2000-06-28,0.0
2000-06-29,2.5
2000-06-30,10.9756
2000-07-03,6.044
2000-07-05,-3.6269
2000-07-06,-2.957
2000-07-07,19.6676
2000-07-10,13.8889
2000-07-11,3.0488
2000-07-12,7.2978
2000-07-13,-4.0441
2000-07-14,-2.1073
2000-07-17,1.7612999999999999
2000-07-18,-1.7308
2000-07-19,-1.3699
2000-07-20,-3.1746
2000-07-21,19.6721
2000-07-24,9.9315
2000-07-25,8.411200000000001
2000-07-26,0.2874
2000-07-27,-6.8768
2000-07-28,-0.1538
2000-07-31,-5.547
2000-08-01,-14.1925
2000-08-02,11.7871
2000-08-03,-8.1633
2000-08-04,1.4815
2000-08-07,3.6496
2000-08-08,-4.2254
2000-08-09,-2.7574
2000-08-10,-5.104
2000-08-11,-7.1713000000000005
2000-08-14,-3.2189
2000-08-15,-3.7694
2000-08-16,6.682
2000-08-17,12.095
2000-08-18,-7.5145
2000-08-21,-16.25
2000-08-22,5.7214
2000-08-23,-0.2353
2000-08-24,2.5943
2000-08-25,-0.6897
2000-08-28,2.7778
2000-08-29,-0.9572
2000-08-30,-4.2638
2000-08-31,3.0879
2000-09-01,-0.9217
2000-09-05,7.907
2000-09-06,-3.4483
2000-09-07,8.2589
2000-09-08,-5.567
2000-09-11,0.8734
2000-09-12,-2.3810000000000002
2000-09-13,3.7694
2000-09-14,-3.8462
2000-09-15,-5.3333
2000-09-18,10.7981
2000-09-19,25.0
2000-09-20,-2.0339
2000-09-21,9.342600000000001
2000-09-22,1.2658
2000-09-25,10.625
2000-09-26,8.0508
2000-09-27,-2.4837
2000-09-28,4.0214
2000-09-29,-1.6753
2000-10-02,0.6553
2000-10-03,-5.3385
2000-10-04,-3.1637
2000-10-05,-2.1307
2000-10-06,-10.8853
