ticker,SEEL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.0303
2000-01-04,-1.5625
2000-01-05,1.5873
2000-01-06,-1.5625
2000-01-07,1.5873
2000-01-10,0.0
2000-01-11,-7.8125
2000-01-12,5.0847
2000-01-13,16.129
2000-01-14,-8.3333
2000-01-18,-3.0303
2000-01-19,10.9375
2000-01-20,-2.8169
2000-01-21,15.942
2000-01-24,15.0
2000-01-25,2.1739
2000-01-26,-1.0638
2000-01-27,-2.1505
2000-01-28,0.0
2000-01-31,4.9451
2000-02-01,0.5236
2000-02-02,-9.375
2000-02-03,1.1494
2000-02-04,0.0
2000-02-07,6.8182
2000-02-08,6.383
2000-02-09,22.0
2000-02-10,5.7377
2000-02-11,12.4031
2000-02-14,-11.7241
2000-02-15,12.5
2000-02-16,5.5556
2000-02-17,34.2105
2000-02-18,17.647100000000002
2000-02-22,-19.5833
2000-02-23,-9.8446
2000-02-24,27.5862
2000-02-25,-1.8018
2000-02-28,-4.5872
2000-02-29,5.7692
2000-03-01,8.4091
2000-03-02,22.4319
2000-03-03,21.9178
2000-03-06,-5.0562
2000-03-07,-10.0592
2000-03-08,-6.5789
2000-03-09,-4.2254
2000-03-10,6.9853
2000-03-13,-6.5292
2000-03-14,-8.8235
2000-03-15,-9.6774
2000-03-16,-0.4464
2000-03-17,6.2780000000000005
2000-03-20,1.2658
2000-03-21,0.0
2000-03-22,1.6667
2000-03-23,-8.1967
2000-03-24,8.482099999999999
2000-03-27,1.2346
2000-03-28,-2.439
2000-03-29,-6.6667
2000-03-30,0.8929
2000-03-31,12.3894
2000-04-03,-6.2992
2000-04-04,-10.9244
2000-04-05,-1.8868
2000-04-06,0.0
2000-04-07,1.9231
2000-04-10,-0.9434
2000-04-11,-1.9048
2000-04-12,-15.534
2000-04-13,-12.6437
2000-04-14,-16.447400000000002
2000-04-17,13.3858
2000-04-18,16.6667
2000-04-19,0.5952
2000-04-20,-5.3254
2000-04-24,20.0
2000-04-25,0.5208
2000-04-26,-2.0725
2000-04-27,-5.291
2000-04-28,16.2011
2000-05-01,15.3846
2000-05-02,-3.75
2000-05-03,-2.1645
2000-05-04,-1.7699
2000-05-05,-0.9009
2000-05-08,-3.6364
2000-05-09,-8.0189
2000-05-10,-6.6667
2000-05-11,2.1978
2000-05-12,-3.7634
2000-05-15,-1.6760000000000002
2000-05-16,-1.1364
2000-05-17,-6.8966
2000-05-18,-1.8519
2000-05-19,-6.2893
2000-05-22,-13.4228
