ticker,DMRC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-10-20,3.7037
2008-10-21,-3.4694
2008-10-22,-1.6913
2008-10-23,-0.4301
2008-10-24,-2.8078
2008-10-27,-5.4444
2008-10-28,2.8202
2008-10-29,7.5429
2008-10-30,2.4442
2008-10-31,3.7344
2008-11-03,0.0
2008-11-04,6.8
2008-11-05,-6.4607
2008-11-06,0.1001
2008-11-07,0.9
2008-11-10,-1.7839
2008-11-11,-0.6054
2008-11-12,-1.2183
2008-11-13,1.0277
2008-11-14,-1.8311
2008-11-17,-0.4145
2008-11-18,-2.4974
2008-11-19,-1.2807
2008-11-20,-5.0811
2008-11-21,-1.9362
2008-11-24,1.9744000000000002
2008-11-25,-2.7335000000000003
2008-11-26,0.9368
2008-11-28,4.4084
2008-12-01,-8.6667
2008-12-02,3.4063
2008-12-03,1.5293999999999999
2008-12-04,-3.708
2008-12-05,5.7762
2008-12-08,1.479
2008-12-09,-0.4484
2008-12-10,0.4505
2008-12-11,-1.4574
2008-12-12,0.5688
2008-12-15,6.7873
2008-12-16,4.3432
2008-12-17,1.0152
2008-12-18,-3.5176
2008-12-19,-9.5833
2008-12-22,6.7972
2008-12-23,4.6386
2008-12-24,-2.4742
2008-12-26,2.7484
2008-12-29,-0.7202
2008-12-30,-0.6218
2008-12-31,4.4838000000000005
2009-01-02,-1.4969999999999999
2009-01-05,-0.1013
2009-01-06,-5.8824
2009-01-07,1.9397
2009-01-08,0.3171
2009-01-09,1.686
2009-01-12,1.8653
2009-01-13,-2.238
2009-01-14,-0.8325
2009-01-15,-0.9444
2009-01-16,-2.0127
2009-01-20,-3.4595000000000002
2009-01-21,8.0627
2009-01-22,-3.6269
2009-01-23,2.4731
2009-01-26,-0.2099
2009-01-27,0.5258
2009-01-28,5.0209
2009-01-29,-0.3984
2009-01-30,-4.6
2009-02-02,6.7086
2009-02-03,0.5894
2009-02-04,-2.2461
2009-02-05,0.0999
2009-02-06,-0.1996
2009-02-09,1.3
2009-02-10,-8.4896
2009-02-11,0.5394
2009-02-12,-1.5021
2009-02-13,5.7734
2009-02-17,-2.3687
2009-02-18,-2.2152
2009-02-19,0.0
2009-02-20,3.0205
2009-02-23,-4.3979
2009-02-24,4.2716
2009-02-25,-1.5756000000000001
2009-02-26,0.9605
2009-02-27,0.6342
2009-03-02,0.9454
2009-03-03,-3.5380000000000003
2009-03-04,1.9417
2009-03-05,-3.2804
2009-03-06,3.3917
2009-03-09,0.3175
2009-03-10,3.27
