ticker,BAP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.0833
2000-01-04,-1.0638
2000-01-05,0.5376
2000-01-06,1.6042999999999998
2000-01-07,0.5263
2000-01-10,-1.5707
2000-01-11,-1.0638
2000-01-12,4.3011
2000-01-13,1.5464
2000-01-14,3.5533
2000-01-18,-1.9607999999999999
2000-01-19,-1.0
2000-01-20,-0.5051
2000-01-21,0.0
2000-01-24,0.5076
2000-01-25,-3.5354
2000-01-26,2.6178
2000-01-27,0.0
2000-01-28,-2.0408
2000-01-31,-0.5208
2000-02-01,2.6178
2000-02-02,-2.0408
2000-02-03,-0.5208
2000-02-04,3.6649000000000003
2000-02-07,1.0101
2000-02-08,-1.0
2000-02-09,0.0
2000-02-10,2.0202
2000-02-11,0.0
2000-02-14,-0.9901
2000-02-15,0.0
2000-02-16,1.0
2000-02-17,-0.9901
2000-02-18,-0.5
2000-02-22,0.0
2000-02-23,-2.0101
2000-02-24,0.0
2000-02-25,0.5128
2000-02-28,0.0
2000-02-29,0.0
2000-03-01,-0.5102
2000-03-02,0.0
2000-03-03,1.5385
2000-03-06,0.5051
2000-03-07,-2.5126
2000-03-08,2.0619
2000-03-09,0.5051
2000-03-10,-0.5025
2000-03-13,0.0
2000-03-14,-2.5253
2000-03-15,0.5181
2000-03-16,-0.5155
2000-03-17,-0.5181
2000-03-20,0.5208
2000-03-21,0.0
2000-03-22,-3.6269
2000-03-23,3.7634
2000-03-24,-1.5544
2000-03-27,-0.5263
2000-03-28,-3.7037
2000-03-29,-3.8462
2000-03-30,-4.0
2000-03-31,2.9762
2000-04-03,-2.8902
2000-04-04,2.3810000000000002
2000-04-05,0.0
2000-04-06,2.3256
2000-04-07,5.1136
2000-04-10,0.0
2000-04-11,1.4054
2000-04-12,-1.0753
2000-04-13,-0.5435
2000-04-14,-2.7321999999999997
2000-04-17,-6.7416
2000-04-18,3.6145
2000-04-19,-1.7442
2000-04-20,-0.5917
2000-04-24,1.7856999999999998
2000-04-25,0.5848
2000-04-26,2.3256
2000-04-27,-1.7045
2000-04-28,-2.3121
2000-05-01,0.5917
2000-05-02,3.5294
2000-05-03,-1.7045
2000-05-04,-5.2023
2000-05-05,-0.6098
2000-05-08,-0.6135
2000-05-09,0.0
2000-05-10,0.0
2000-05-11,-1.2346
2000-05-12,-1.25
2000-05-15,0.0
2000-05-16,0.6329
2000-05-17,-1.2579
2000-05-18,-0.6369
2000-05-19,-3.2051
2000-05-22,-2.649
