ticker,AGRO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-01-28,9.0909
2011-01-31,5.0
2011-02-01,3.1746
2011-02-02,-1.1538
2011-02-03,0.9339
2011-02-04,4.0864
2011-02-07,-2.963
2011-02-08,-0.6107
2011-02-09,-0.9217
2011-02-10,-0.7752
2011-02-11,-1.4062999999999999
2011-02-14,-1.5848
2011-02-15,0.6441
2011-02-16,1.76
2011-02-17,1.022
2011-02-18,0.0778
2011-02-22,-3.2659000000000002
2011-02-23,-1.5272999999999999
2011-02-24,-2.1224
2011-02-25,0.0834
2011-02-28,1.5
2011-03-01,1.642
2011-03-02,0.8078
2011-03-03,5.6891
2011-03-04,-0.2274
2011-03-07,-1.5957
2011-03-08,-0.9266
2011-03-09,-0.5456
2011-03-10,-0.3918
2011-03-11,3.6192
2011-03-14,-4.8595
2011-03-15,-1.3567
2011-03-16,0.4045
2011-03-17,1.4504000000000001
2011-03-18,1.1914
2011-03-21,1.8053
2011-03-22,-1.3878
2011-03-23,-0.3909
2011-03-24,-0.7849
2011-03-25,0.712
2011-03-28,-0.0786
2011-03-29,-0.5503
2011-03-30,2.7668
2011-03-31,3.6923
2011-04-01,-0.0742
2011-04-04,-0.1485
2011-04-05,-1.0409
2011-04-06,-2.3291
2011-04-07,-2.3077
2011-04-08,0.0
2011-04-11,2.2047
2011-04-12,-4.8536
2011-04-13,2.915
2011-04-14,0.0
2011-04-15,-2.6751
2011-04-18,1.0509
2011-04-19,-0.24
2011-04-20,1.5237
2011-04-21,0.7899
2011-04-25,-0.4702
2011-04-26,0.7874
2011-04-27,-1.3281
2011-04-28,-1.1876
2011-04-29,-1.1218
2011-05-02,-0.2431
2011-05-03,-2.5183
2011-05-04,-2.8333
2011-05-05,-2.5728999999999997
2011-05-06,-0.9683
2011-05-09,-0.0889
2011-05-10,-0.7117
2011-05-11,-7.9749
2011-05-12,6.4265
2011-05-13,-0.183
2011-05-16,1.0999
2011-05-17,1.8132000000000001
2011-05-18,2.0481
2011-05-19,-2.2688
2011-05-20,0.4464
2011-05-23,-0.8
2011-05-24,-0.0896
2011-05-25,4.1256
2011-05-26,0.0
2011-05-27,0.9475
2011-05-31,7.6802
2011-06-01,-3.1705
2011-06-02,1.3093
2011-06-03,2.2617
2011-06-06,0.316
2011-06-07,-0.1575
2011-06-08,-2.5237
2011-06-09,0.0
2011-06-10,-2.7508
2011-06-13,0.6656
2011-06-14,1.6529
2011-06-15,-1.7886
2011-06-16,-3.2285
2011-06-17,5.2181
