ticker,NUEC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-01-03,-94.0
2006-01-04,-30.0
2006-01-06,114.2857
2006-01-11,66.6667
2006-01-12,40.0
2006-01-13,8.5714
2006-01-17,-21.0526
2006-01-18,6.6667
2006-01-19,25.0
2006-01-20,-12.5
2006-01-23,0.0
2006-01-24,8.5714
2006-01-25,-2.6316
2006-01-26,2.7027
2006-01-27,7.8947
2006-01-30,-4.878
2006-01-31,-12.8205
2006-02-01,17.647100000000002
2006-02-02,-2.5
2006-02-03,0.0
2006-02-06,-10.2564
2006-02-07,0.0
2006-02-08,0.0
2006-02-09,17.1429
2006-02-10,-4.878
2006-02-13,-7.6923
2006-02-14,-2.7778
2006-02-15,17.1429
2006-02-16,0.0
2006-02-17,-2.439
2006-02-21,-3.75
2006-02-22,3.8961
2006-02-23,-2.5
2006-02-24,0.0
2006-02-27,2.5641
2006-02-28,0.0
2006-03-01,0.0
2006-03-02,-2.5
2006-03-03,-1.2821
2006-03-06,-3.8961
2006-03-07,-5.4054
2006-03-08,-8.5714
2006-03-09,9.375
2006-03-10,-2.8571
2006-03-13,-5.8824
2006-03-14,0.0
2006-03-15,9.375
2006-03-16,-8.5714
2006-03-17,-3.125
2006-03-20,0.0
2006-03-21,-3.2258
2006-03-22,0.0
2006-03-23,-7.6667
2006-03-24,-13.3574
2006-03-27,-8.3333
2006-03-28,4.5455
2006-03-29,-4.3478
2006-03-30,13.6364
2006-03-31,0.0
2006-04-03,-12.0
2006-04-04,-4.5455
2006-04-05,0.0
2006-04-06,-4.7619
2006-04-07,5.0
2006-04-10,-9.5238
2006-04-11,-15.7895
2006-04-12,-6.25
2006-04-17,33.3333
2006-04-18,-10.0
2006-04-19,-16.6667
2006-04-20,23.3333
2006-04-21,-2.7027
2006-04-24,-11.1111
2006-04-25,-6.25
2006-04-26,6.6667
2006-04-27,-6.25
2006-04-28,0.0
2006-05-01,-26.6667
2006-05-02,9.0909
2006-05-03,16.6667
2006-05-04,0.0
2006-05-05,-14.2857
2006-05-08,0.0
2006-05-09,0.0
2006-05-10,0.0
2006-05-11,-8.3333
2006-05-15,-18.1818
2006-05-16,-11.1111
2006-05-17,-12.5
2006-05-18,14.2857
2006-05-19,-12.5
2006-05-23,0.0
2006-05-24,14.2857
2006-05-25,0.0
2006-05-30,-12.5
2006-05-31,0.0
2006-06-01,14.2857
2006-06-02,-12.5
2006-06-05,0.0
2006-06-07,0.0
2006-06-08,0.0
2006-06-14,14.2857
2006-06-15,0.0
