ticker,KRED US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-10-17,-8.5714
2013-10-18,-1.5625
2013-10-21,4.7619
2013-10-22,0.0
2013-10-23,6.0606
2013-10-24,0.0
2013-10-25,-7.1429
2013-10-28,5.3846
2013-10-29,-3.6496
2013-10-30,0.0
2013-10-31,4.5455
2013-11-01,-2.8986
2013-11-04,5.9701
2013-11-05,0.0
2013-11-06,-1.4085
2013-11-07,1.4285999999999999
2013-11-08,4.3662
2013-11-11,-5.5331
2013-11-12,1.4285999999999999
2013-11-13,-4.2077
2013-11-14,5.8629
2013-11-15,-6.9444
2013-11-18,4.4776
2013-11-19,1.4285999999999999
2013-11-20,1.4085
2013-11-21,0.0
2013-11-22,-1.3889
2013-11-25,1.4085
2013-11-26,-1.3889
2013-11-27,0.0
2013-11-29,0.0
2013-12-02,0.0
2013-12-03,4.2254
2013-12-04,1.3514
2013-12-05,1.3333
2013-12-06,0.0
2013-12-09,0.6579
2013-12-10,-0.6536
2013-12-11,-2.6316
2013-12-12,1.3514
2013-12-13,0.0
2013-12-16,4.0
2013-12-17,-3.8462
2013-12-18,0.0
2013-12-19,2.4
2013-12-20,-1.0254
2013-12-23,-0.0164
2013-12-26,1.3158
2013-12-27,-1.2987
2013-12-30,1.3158
2013-12-31,0.0
2014-01-02,3.1169000000000002
2014-01-03,-0.5038
2014-01-06,1.2658
2014-01-07,1.25
2014-01-08,0.0
2014-01-09,0.6173
2014-01-10,1.227
2014-01-13,-0.3636
2014-01-14,2.7981
2014-01-15,2.3669000000000002
2014-01-16,0.8092
2014-01-17,1.4908000000000001
2014-01-21,4.5198
2014-01-22,3.7838000000000003
2014-01-23,8.3333
2014-01-24,8.6538
2014-01-27,9.7345
2014-01-28,-16.129
2014-01-29,-6.7308
2014-01-30,1.0309
2014-01-31,-8.0612
2014-02-03,-16.2042
2014-02-04,16.5563
2014-02-05,1.7045
2014-02-06,6.0894
2014-02-07,0.0527
2014-02-10,2.1053
2014-02-11,-7.2165
2014-02-12,-12.2222
2014-02-13,-16.4557
2014-02-14,6.0606
2014-02-18,0.0179
2014-02-19,3.5529
2014-02-20,6.2069
2014-02-21,3.8961
2014-02-24,3.75
2014-02-25,2.2892
2014-02-26,-1.0601
2014-02-27,-5.0595
2014-02-28,-0.3135
2014-03-03,0.0
2014-03-04,1.8868
2014-03-05,0.3086
2014-03-06,-1.5385
2014-03-07,0.0
2014-03-10,0.0
2014-03-11,0.625
2014-03-12,-1.2422
2014-03-13,0.5031
