ticker,MBIN US Equity
2018-03-23,-1.4518
2018-03-26,2.6339
2018-03-27,-1.3484
2018-03-28,-1.3228
2018-03-29,-3.9321
2018-04-02,1.1163
2018-04-03,-1.196
2018-04-04,-1.7225000000000001
2018-04-05,-1.4685000000000001
2018-04-06,2.8365
2018-04-09,-5.1893
2018-04-10,-0.3452
2018-04-11,1.4349
2018-04-12,2.0488
2018-04-13,-2.0076
2018-04-16,0.6829
2018-04-17,0.969
2018-04-18,2.6871
2018-04-19,-1.4953
2018-04-20,-1.6129
2018-04-23,0.7232
2018-04-24,0.4787
2018-04-25,2.0962
2018-04-26,-0.42
2018-04-27,-2.179
2018-04-30,2.4192
2018-05-01,4.0692
2018-05-02,4.2697
2018-05-03,-4.9138
2018-05-04,3.8985
2018-05-07,0.4799
2018-05-08,-0.3474
2018-05-09,-0.0436
2018-05-10,0.2616
2018-05-11,-0.1304
2018-05-14,0.8272
2018-05-15,2.0725
2018-05-16,3.511
2018-05-17,2.9015
2018-05-18,-0.7546
2018-05-21,0.0
2018-05-22,-0.04
2018-05-23,0.8407
2018-05-24,2.4215999999999998
2018-05-25,2.3256
2018-05-29,-1.7424
2018-05-30,0.1542
2018-05-31,-1.8091
2018-06-01,2.94
2018-06-04,4.227
2018-06-05,1.1326
2018-06-06,0.9754
2018-06-07,-0.5367
2018-06-08,0.5396
2018-06-11,0.3578
2018-06-12,1.9607999999999999
2018-06-13,-2.5524
2018-06-14,0.2512
2018-06-15,-0.2152
2018-06-18,1.8692
2018-06-19,0.3881
2018-06-20,1.4060000000000001
2018-06-21,-2.1144
2018-06-22,-0.0708
2018-06-25,1.8780999999999999
2018-06-26,-1.4957
2018-06-27,-2.5423999999999998
2018-06-28,2.4638
2018-06-29,0.884
2018-07-02,-0.9464
2018-07-03,-1.1323
2018-07-05,1.8611
2018-07-06,0.8784
2018-07-09,0.418
2018-07-10,-1.9077
2018-07-11,-2.157
2018-07-12,-1.6263
2018-07-13,-0.6245
2018-07-16,1.4048
2018-07-17,-0.1458
2018-07-18,0.2921
2018-07-19,0.1092
2018-07-20,1.2364
2018-07-23,1.1494
2018-07-24,1.3849
2018-07-25,0.035
2018-07-26,0.1401
2018-07-27,-6.2937
2018-07-30,-1.306
2018-07-31,-7.3346
2018-08-01,2.4072
2018-08-02,1.5139
2018-08-03,2.0801
2018-08-06,-0.8074
2018-08-07,-2.3643
2018-08-08,-0.1588
2018-08-09,0.835
2018-08-10,0.9464
2018-08-13,0.4687
2018-08-14,1.7496
2018-08-15,-1.5667
2018-08-16,2.2516
2018-08-17,1.6324999999999998
2018-08-20,-0.8965
2018-08-21,0.49
2018-08-22,-0.075
2018-08-23,-0.0751
2018-08-24,-0.1878
2018-08-27,-1.0915
2018-08-28,-0.8371
2018-08-29,-1.1512
2018-08-30,0.4658
2018-08-31,0.8887
2018-09-04,0.2298
2018-09-05,2.713
2018-09-06,-0.5952
2018-09-07,1.6093
2018-09-10,2.0626
2018-09-11,0.7578
2018-09-12,-0.9312
2018-09-13,0.6146
2018-09-14,-0.1801
2018-09-17,1.6234
2018-09-18,-0.7455
2018-09-19,0.0
2018-09-20,0.1431
2018-09-21,-4.4643
2018-09-24,-0.486
2018-09-25,-1.8407
2018-09-26,-2.2579000000000002
2018-09-27,-0.5873
2018-09-28,0.1182
2018-10-01,-1.2589000000000001
2018-10-02,-2.4303
2018-10-03,-0.2042
2018-10-04,-0.1227
2018-10-05,-0.3277
2018-10-08,1.7263
2018-10-09,0.2424
2018-10-10,-0.7658
2018-10-11,-1.2998
2018-10-12,-4.7737
2018-10-15,-0.9075
2018-10-16,4.0994
2018-10-17,-1.8433000000000002
2018-10-18,-2.3901
2018-10-19,-3.8041
2018-10-22,4.4091000000000005
2018-10-23,-1.6979
2018-10-24,-1.2843
2018-10-25,1.7497
2018-10-26,0.485
2018-10-29,-2.7644
2018-10-30,0.0903
2018-10-31,3.697
2018-11-01,-3.8696
2018-11-02,0.4523
2018-11-05,2.4313000000000002
2018-11-06,1.4066
2018-11-07,1.4738
2018-11-08,-0.598
2018-11-09,-1.3322
2018-11-12,0.6969
2018-11-13,-1.1678
2018-11-14,1.8380999999999998
2018-11-15,5.8015
2018-11-16,-1.9496
2018-11-19,-0.5385
2018-11-20,-2.4573
2018-11-21,1.7079
2018-11-23,0.7557
2018-11-26,-5.0833
2018-11-27,0.439
2018-11-28,2.4913
2018-11-29,0.5117
2018-11-30,1.3577
2018-12-03,-2.1766
2018-12-04,-6.5041
2018-12-06,-1.1442
2018-12-07,-2.8704
2018-12-10,-5.3861
2018-12-11,4.0302
2018-12-12,3.293
2018-12-13,-1.3596
2018-12-14,0.0953
2018-12-17,-0.7143
2018-12-18,-2.6379
2018-12-19,-2.7586
2018-12-20,-1.1145
2018-12-21,-1.4344000000000001
2018-12-24,-1.2993999999999999
2018-12-26,3.2649
2018-12-27,0.153
2018-12-28,3.5642
2018-12-31,-1.8681999999999999
2019-01-02,0.6012
2019-01-03,0.498
2019-01-04,3.9643
2019-01-07,3.0505
2019-01-08,-0.4625
2019-01-09,0.3253
2019-01-10,-3.8907
2019-01-11,0.5783
2019-01-14,2.3479
2019-01-15,1.264
2019-01-16,-0.0925
2019-01-17,-0.6478
2019-01-18,-0.0466
2019-01-22,-0.6058
2019-01-23,-0.4219
2019-01-24,-0.6121
2019-01-25,0.5211
2019-01-28,-0.3299
2019-01-29,0.1891
2019-01-30,0.0944
2019-01-31,-7.7322
2019-02-01,-0.0511
2019-02-04,1.5337
2019-02-05,-0.4028
2019-02-06,0.1011
2019-02-07,-0.202
2019-02-08,-0.5061
2019-02-11,0.0
2019-02-12,1.4242
2019-02-13,0.7523
2019-02-14,-0.3982
2019-02-15,6.5967
2019-02-19,1.9691
2019-02-20,0.4138
2019-02-21,-0.4121
2019-02-22,-0.1379
2019-02-25,-1.0129
2019-02-26,-2.0465
2019-02-27,-1.4245
2019-02-28,0.4335
2019-03-01,-1.4868000000000001
2019-03-04,-0.1947
2019-03-05,0.1463
2019-03-06,-1.1203
2019-03-07,-1.7734
2019-03-08,0.0502
2019-03-11,2.6566
2019-03-12,-1.1719
2019-03-13,0.2964
2019-03-14,0.0493
2019-03-15,0.2964
2019-03-18,2.7094
2019-03-19,0.1439
2019-03-20,-1.5326
2019-03-21,-2.3833
2019-03-22,-5.5805
2019-03-25,5.8047
2019-03-26,2.8928000000000003
2019-03-27,1.7934999999999999
2019-03-28,2.7619
2019-03-29,-0.3707
2019-04-01,0.7907
2019-04-02,1.0614
2019-04-03,1.1416
2019-04-04,0.0
2019-04-05,0.7223
2019-04-08,0.8965
2019-04-09,-1.466
2019-04-10,2.0739
2019-04-11,0.0442
2019-04-12,-0.0442
2019-04-15,0.3975
2019-04-16,1.6718
2019-04-17,0.1731
2019-04-18,2.7214
2019-04-22,0.1262
2019-04-23,2.394
2019-04-24,0.1231
2019-04-25,-1.7616
2019-04-26,-0.417
2019-04-29,3.8106999999999998
2019-04-30,-2.4607
2019-05-01,-7.4442
2019-05-02,-0.0894
2019-05-03,2.4596999999999998
2019-05-06,-1.6587
2019-05-07,-1.6865999999999999
2019-05-08,1.6253
2019-05-09,-2.2212
2019-05-10,-0.4998
2019-05-13,-1.1416
2019-05-14,1.3395000000000001
2019-05-15,0.3646
2019-05-16,-0.5904
2019-05-17,-2.1471
2019-05-20,-2.4276
2019-05-21,4.3062000000000005
2019-05-22,-0.4587
2019-05-23,-2.5346
2019-05-24,2.3641
2019-05-28,-6.3279
2019-05-29,-3.4516999999999998
2019-05-30,-8.2227
2019-05-31,1.2799
2019-06-03,0.4396
2019-06-04,3.6652
2019-06-05,-4.591
2019-06-06,-0.9403
2019-06-07,0.3908
2019-06-10,-5.0056
2019-06-11,-0.9368
2019-06-12,-2.0686
2019-06-13,0.2414
2019-06-14,0.2418
2019-06-17,-2.111
2019-06-18,1.4171
2019-06-19,-0.6075
2019-06-20,0.978
2019-06-21,2.1792
2019-06-24,-3.673
2019-06-25,-3.8129999999999997
2019-06-26,3.7724
2019-06-27,3.8817
2019-06-28,1.0083
2019-07-01,1.1743999999999999
2019-07-02,-3.7725
2019-07-03,0.965
2019-07-05,2.0908
2019-07-08,0.1755
2019-07-09,-1.3435000000000001
2019-07-10,-0.1184
2019-07-11,-0.4742
2019-07-12,0.0596
2019-07-15,0.2976
2019-07-16,0.0
2019-07-17,0.0
2019-07-18,0.178
2019-07-19,-0.3555
2019-07-22,2.0214
2019-07-23,-1.8065
2019-07-24,0.5935
2019-07-25,-0.472
2019-07-26,0.9484
2019-07-29,-1.2331
2019-07-30,3.5672
2019-07-31,2.698
2019-08-01,0.4472
2019-08-02,-0.3339
2019-08-05,-2.6242
2019-08-06,-0.172
2019-08-07,-0.2298
2019-08-08,2.6482
2019-08-09,-2.1873
2019-08-12,0.172
2019-08-13,-1.3165
2019-08-14,-7.3666
2019-08-15,-0.3757
2019-08-16,-3.2684
2019-08-19,0.6498
2019-08-20,1.6139000000000001
2019-08-21,3.1131
2019-08-22,-3.6352
2019-08-23,-2.8772
2019-08-26,2.1066
2019-08-27,-1.8698000000000001
2019-08-28,2.8252
2019-08-29,2.1725
2019-08-30,-0.813
2019-09-03,-2.3329
2019-09-04,0.4519
2019-09-05,3.9203
2019-09-06,-1.5461
2019-09-09,4.0829
2019-09-10,-1.026
2019-09-11,4.5122
2019-09-12,-5.4842
2019-09-13,4.4017
2019-09-16,2.6722
2019-09-17,-1.2146
2019-09-18,-0.2342
2019-09-19,-2.6408
2019-09-20,-2.8933
2019-09-23,3.4761
2019-09-24,-1.6197
2019-09-25,1.2805
2019-09-26,0.2408
2019-09-27,-0.3003
2019-09-30,-0.3614
2019-10-01,-2.4788
2019-10-02,-1.7979
2019-10-03,0.0
2019-10-04,0.3788
2019-10-07,-0.5031
2019-10-08,-1.7067
2019-10-09,-0.836
2019-10-10,2.3346
2019-10-11,0.8872
2019-10-14,-0.3769
2019-10-15,0.7566
2019-10-16,-0.5006
2019-10-17,0.1258
2019-10-18,-0.3141
2019-10-21,2.2684
2019-10-22,-0.5545
2019-10-23,1.2392
2019-10-24,-1.0404
2019-10-25,2.0408
2019-10-28,0.0606
2019-10-29,-0.3028
2019-10-30,-2.7339
2019-10-31,1.9988000000000001
2019-11-01,2.9394
2019-11-04,5.8894
2019-11-05,-2.2472
2019-11-06,-2.2989
2019-11-07,2.5294
2019-11-08,0.0
2019-11-11,0.3442
2019-11-12,-0.1144
2019-11-13,0.5152
2019-11-14,0.1139
2019-11-15,3.2423
2019-11-18,-1.3223
2019-11-19,1.9542000000000002
2019-11-20,-2.0263
2019-11-21,1.3415
2019-11-22,-1.1031
2019-11-25,3.3463
2019-11-26,-1.8888
2019-11-27,0.165
2019-11-29,-1.263
2019-12-02,-1.0567
2019-12-03,0.0
2019-12-04,0.5059
2019-12-05,0.4474
2019-12-06,1.2248999999999999
2019-12-09,0.5501
2019-12-10,-0.1094
2019-12-11,0.7667
2019-12-12,2.2283
2019-12-13,-0.0534
2019-12-16,1.1212
2019-12-17,0.7392
2019-12-18,2.673
2019-12-19,-0.2042
2019-12-20,1.4834
2019-12-23,-0.9577
2019-12-24,-0.3562
2019-12-26,-0.4086
2019-12-27,-0.4103
2019-12-30,1.1843
2019-12-31,0.3053
2020-01-02,-1.7757
2020-01-03,1.9112
2020-01-06,-0.6082
2020-01-07,-0.204
2020-01-08,0.3577
2020-01-09,0.9165
2020-01-10,-1.3623
2020-01-13,1.1253
2020-01-14,0.7587
2020-01-15,-0.6526
2020-01-16,-3.4361
2020-01-17,0.1047
2020-01-21,-0.1045
2020-01-22,-0.3663
2020-01-23,-0.8403
2020-01-24,-1.7479
2020-01-27,0.0
2020-01-28,0.2156
2020-01-29,-3.5503
2020-01-30,-0.0558
2020-01-31,9.8214
2020-02-03,1.4736
2020-02-04,0.1502
2020-02-05,3.7
2020-02-06,-1.2054
2020-02-07,1.6105
2020-02-10,2.4976
2020-02-11,0.4686
2020-02-12,0.7463
2020-02-13,-1.4352
2020-02-14,-0.7985
2020-02-18,-1.2311
2020-02-19,0.4794
2020-02-20,1.9561
2020-02-21,-1.7782
2020-02-24,-1.191
2020-02-25,-4.5323
2020-02-26,0.303
2020-02-27,-3.8771
2020-02-28,-5.605
2020-03-02,4.717
2020-03-03,-3.1267
2020-03-04,1.0941
2020-03-05,-0.8117
2020-03-06,-1.8003
2020-03-09,-8.3333
2020-03-10,2.6061
2020-03-11,-5.6704
2020-03-12,-10.3319
2020-03-13,12.7107
2020-03-16,-6.5421
2020-03-17,21.1333
2020-03-18,-24.8762
2020-03-19,9.7436
2020-03-20,-4.9399
2020-03-23,-6.4607
2020-03-24,2.9279
2020-03-25,-3.7199
2020-03-26,13.7879
2020-03-27,-5.2597
2020-03-30,4.2867
2020-03-31,2.2911
2020-04-01,-9.4862
2020-04-02,-0.5095
2020-04-03,-0.6584
2020-04-06,6.1119
2020-04-07,-1.3185
2020-04-08,1.5471
2020-04-09,6.9945
2020-04-13,-7.2492
2020-04-14,-4.3964
2020-04-15,-5.1095
2020-04-16,5.6923
2020-04-17,6.5502
2020-04-20,-3.347
2020-04-21,-4.523
2020-04-22,0.074
2020-04-23,0.5917
2020-04-24,5.4412
2020-04-27,7.0432
2020-04-28,1.2378
2020-04-29,7.529
2020-04-30,-7.8396
2020-05-01,-2.987
2020-05-04,2.2758
2020-05-05,-4.6466
2020-05-06,-1.7845
2020-05-07,0.9085
2020-05-08,3.3241
2020-05-11,-0.6032
2020-05-12,-0.3372
2020-05-13,-3.5859
2020-05-14,2.7368
2020-05-15,-0.888
2020-05-18,6.8918
2020-05-19,-1.5474
2020-05-20,4.7151
2020-05-21,0.2502
2020-05-22,6.2383
2020-05-26,7.1932
2020-05-27,1.616
2020-05-28,-7.3315
2020-05-29,-0.6399
2020-06-01,-4.8595
2020-06-02,3.3231
2020-06-03,3.6927
2020-06-04,4.4227
2020-06-05,6.4356
2020-06-08,-2.6357
2020-06-09,-1.38
2020-06-10,-4.8977
2020-06-11,-8.0362
2020-06-12,2.1538
2020-06-15,-1.8159999999999998
2020-06-16,2.0345
2020-06-17,5.2568
2020-06-18,1.0907
2020-06-19,-0.1704
2020-06-22,0.5119
2020-06-23,2.1505
2020-06-24,-4.2659
2020-06-25,1.2153
2020-06-26,-4.4597
2020-06-29,6.4632
2020-06-30,3.9348
2020-07-01,-3.0827
2020-07-02,-1.0603
2020-07-06,-2.0305
2020-07-07,-5.7571
2020-07-08,0.1833
2020-07-09,-2.9878
2020-07-10,3.9598
2020-07-13,-1.0883
2020-07-14,0.1834
2020-07-15,3.2947
2020-07-16,-1.6539000000000001
2020-07-17,0.4204
2020-07-20,-1.1364
2020-07-21,3.8717
2020-07-22,-2.8538
2020-07-23,2.2782
2020-07-24,0.9379
2020-07-27,0.1161
2020-07-28,-0.522
2020-07-29,10.5539
2020-07-30,0.8966
2020-07-31,-3.6592000000000002
