ticker,PTTN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-03-15,15.7895
2010-03-16,22.7273
2010-03-17,6.6667
2010-03-18,-2.7778
2010-03-19,0.0
2010-03-22,2.8571
2010-03-23,14.5833
2010-03-24,-5.4545
2010-03-25,0.0
2010-03-26,-2.5641
2010-03-29,-1.3158
2010-03-30,-25.3333
2010-03-31,5.8036
2010-04-01,9.7046
2010-04-05,4.6154
2010-04-06,-0.7353
2010-04-07,-7.4074
2010-04-08,-3.2
2010-04-09,-1.6529
2010-04-12,4.2017
2010-04-13,4.8387
2010-04-14,-5.0
2010-04-15,-4.4534
2010-04-16,-1.6949
2010-04-19,6.8966
2010-04-20,6.4516
2010-04-21,9.8485
2010-04-22,-1.3793
2010-04-23,-3.4965
2010-04-26,24.6377
2010-04-27,4.6512
2010-04-28,-10.0
2010-04-29,3.0864
2010-04-30,-4.1916
2010-05-03,5.625
2010-05-04,-3.5503
2010-05-05,-4.2945
2010-05-06,2.5641
2010-05-07,-6.25
2010-05-10,3.3333
2010-05-11,-7.7419
2010-05-12,-2.0979
2010-05-13,-10.7143
2010-05-14,6.4
2010-05-17,-6.7669
2010-05-18,-4.0323
2010-05-19,-6.7227
2010-05-20,-14.4144
2010-05-21,7.3684
2010-05-24,3.9215999999999998
2010-05-25,-8.4906
2010-05-26,8.2474
2010-05-27,-2.8571
2010-05-28,0.0
2010-06-01,-1.9607999999999999
2010-06-02,-1.0
2010-06-03,-10.101
2010-06-04,-8.9888
2010-06-07,-4.9383
2010-06-08,-11.6883
2010-06-09,-7.3529
2010-06-10,-17.4603
2010-06-11,12.5
2010-06-14,9.4017
2010-06-15,40.625
2010-06-16,-11.1111
2010-06-17,-10.0
2010-06-18,8.3333
2010-06-21,14.1026
2010-06-22,7.8652
2010-06-23,-4.1667
2010-06-24,-5.4348
2010-06-25,-2.2989
2010-06-28,-7.0588
2010-06-29,-5.0633
2010-06-30,-6.6667
2010-07-01,-5.6429
2010-07-02,7.4943
2010-07-06,4.2254
2010-07-07,2.7027
2010-07-08,1.3158
2010-07-09,-1.1688
2010-07-12,-6.7017
2010-07-13,-2.8169
2010-07-14,0.8696
2010-07-15,-0.8621
2010-07-16,-1.4493
2010-07-19,0.0
2010-07-20,-3.5294
2010-07-21,3.6585
2010-07-22,-2.9412000000000003
2010-07-23,0.0
2010-07-26,3.0303
2010-07-27,-4.4118
2010-07-28,1.5385
2010-07-29,0.0
2010-07-30,3.0303
2010-08-02,-2.6471
2010-08-03,3.4743
