ticker,NEXS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-09-14,4.4444
2015-09-15,0.0
2015-09-16,-2.1277
2015-09-17,2.1739
2015-09-18,2.1277
2015-09-21,2.0833
2015-09-22,0.0
2015-09-23,0.0
2016-04-05,-57.1429
2016-04-25,20.0
2016-04-26,7.0933
2016-04-27,-35.1552
2016-04-28,-8.5714
2016-04-29,0.0
2016-05-04,6.25
2016-05-05,-5.8824
2016-05-13,6.25
2016-05-16,0.0
2016-05-18,35.2941
2016-05-19,4.3478
2016-05-20,0.0
2016-05-23,-4.1667
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,2.1196
2016-05-27,14.529
2016-05-31,11.5242
2016-06-01,-8.3333
2016-06-02,-5.4545
2016-06-03,11.538499999999999
2016-06-06,-12.069
2016-06-07,0.0
2016-06-08,1.9607999999999999
2016-06-09,-3.8462
2016-06-10,3.95
2016-06-13,-7.6479
2016-06-14,8.3333
2016-06-15,7.6923
2016-06-16,17.8571
2016-06-17,6.0606
2016-06-20,-8.5714
2016-06-21,9.375
2016-06-22,-2.8571
2016-06-23,-11.7647
2016-06-24,-3.3333
2016-06-27,-6.8966
2016-06-28,3.7037
2016-06-29,-1.6518000000000002
2016-06-30,-7.399
2016-07-01,3.6275
2016-07-05,-9.1769
2016-07-06,28.75
2016-07-14,-20.712
2016-07-18,20.4082
2016-07-19,0.0
2016-07-20,-6.7797
2016-07-21,1.8182
2016-07-22,0.0
2016-07-25,8.9286
2016-07-26,4.918
2016-07-27,9.375
2016-07-28,2.0
2016-07-29,-1.9607999999999999
2016-08-01,5.7143
2016-08-02,0.0
2016-08-03,27.027
2016-08-04,-14.8936
2016-08-05,-3.75
2016-08-08,-6.8831
2016-08-09,-16.318
2016-08-10,-5.0
2016-08-11,-12.2807
2016-08-12,38.25
2016-08-15,1.2658
2016-08-16,7.7143
2016-08-17,-7.1286
2016-08-18,-20.0286
2016-08-19,5.3571
2016-08-22,-5.0847
2016-08-23,0.0
2016-08-24,7.1429
2016-08-25,1.0
2016-08-26,0.0
2016-08-29,-0.9901
2016-08-30,-5.0
2016-08-31,5.2632
2016-09-01,5.0
2016-09-02,-0.6349
2016-09-06,30.3514
2016-09-07,7.1078
2016-09-08,-0.2288
2016-09-09,8.9163
2016-09-12,7.1861
2016-09-13,0.0
2016-09-14,-0.3929
2016-09-15,5.4734
2016-09-16,2.8518
2016-09-19,-4.5455
2016-09-20,-10.4762
2016-09-21,0.0
2016-09-22,10.6383
