ticker,PUYI US Equity
2019-08-20,0.6053
2019-08-21,-5.0542
2019-08-22,1.5209000000000001
2019-08-23,-4.4944
2019-08-26,-5.098
2019-08-27,-5.5096
2019-08-28,-1.1662
2019-08-29,-2.0649
2019-08-30,-9.0361
2019-09-03,0.6623
2019-09-04,2.1382
2019-09-05,7.0853
2019-09-06,-3.609
2019-09-09,4.2122
2019-09-10,2.0958
2019-09-11,12.1701
2019-09-12,1.6993
2019-09-13,-9.126
2019-09-16,-4.5262
2019-09-17,-1.1852
2019-09-18,-0.8996
2019-09-19,-0.1513
2019-09-20,2.8788
2019-09-23,-1.1782
2019-09-24,-2.0864
2019-09-25,1.9787
2019-09-26,-0.8955
2019-09-27,0.1506
2019-09-30,-1.2857
2019-10-01,-0.2209
2019-10-02,1.2214
2019-10-03,-1.3575
2019-10-04,-0.7645
2019-10-07,-0.1541
2019-10-08,-1.2346
2019-10-09,-0.625
2019-10-10,0.4717
2019-10-11,-0.4695
2019-10-14,2.044
2019-10-15,-15.5624
2019-10-16,8.2117
2019-10-17,1.0118
2019-10-18,-1.6694
2019-10-21,-0.6791
2019-10-22,0.8547
2019-10-23,-0.8475
2019-10-24,-0.3419
2019-10-25,-3.259
2019-10-28,3.9007
2019-10-29,-0.6826
2019-10-30,-0.1718
2019-10-31,-0.1721
2019-11-01,-1.5516999999999999
2019-11-04,0.3503
2019-11-05,-2.7923
2019-11-06,-1.2567
2019-11-07,4.3636
2019-11-08,-3.0488
2019-11-11,1.8868
2019-11-12,-2.4691
2019-11-13,1.8083
2019-11-14,-4.7957
2019-11-15,6.3433
2019-11-18,-5.2632
2019-11-19,-1.8519
2019-11-20,-8.6792
2019-11-21,-8.4711
2019-11-22,-4.7404
2019-11-25,0.237
2019-11-26,0.4728
2019-11-27,4.9412
2019-11-29,7.6233
2019-12-02,0.0
2019-12-03,0.8333
2019-12-04,1.0331
2019-12-05,-3.1084
2019-12-06,1.5196
2019-12-09,-1.8711
2019-12-10,0.0
2019-12-11,0.0
2019-12-12,4.8729
2019-12-13,-1.5152
2019-12-16,14.461500000000001
2019-12-17,-2.2401
2019-12-18,-2.4748
2019-12-19,1.3158
2019-12-20,-2.5974
2019-12-23,0.2286
2019-12-24,3.9529
2019-12-26,-0.5484
2019-12-27,0.5515
2019-12-30,2.5594
2019-12-31,11.4082
2020-01-02,-19.2
2020-01-03,4.7524999999999995
2020-01-06,-2.2193
2020-01-07,-0.0503
2020-01-08,2.3211
2020-01-09,1.3233
2020-01-10,2.7984999999999998
2020-01-13,2.7223
2020-01-14,-0.8392
2020-01-15,2.8062
2020-01-16,-4.1594
2020-01-17,2.5316
2020-01-21,-0.1764
2020-01-22,-2.2968
2020-01-23,1.8083
2020-01-24,-3.3748
2020-01-27,-4.2279
2020-01-28,0.0
2020-01-29,-0.1919
2020-01-30,0.1923
2020-01-31,-1.3397000000000001
2020-02-03,3.9843
2020-02-04,-0.1871
2020-02-05,2.7179
2020-02-06,-1.6423
2020-02-07,-1.4842
2020-02-10,-2.725
2020-02-11,0.2846
2020-02-12,2.3166
2020-02-13,-1.4151
2020-02-14,2.3923
2020-02-18,2.243
2020-02-19,13.128
2020-02-20,-3.0397
2020-02-21,0.0
2020-02-24,3.6667
2020-02-25,-4.6624
2020-02-26,-1.855
2020-02-27,0.3436
2020-02-28,-1.3699
2020-03-02,2.6042
2020-03-03,-1.692
2020-03-04,-0.3442
2020-03-05,2.5907
2020-03-06,0.0
2020-03-09,-5.0505
2020-03-10,8.156
2020-03-11,-0.8197
2020-03-12,-4.7934
2020-03-13,-0.6944
2020-03-16,-3.8462
2020-03-17,1.4545
2020-03-18,-2.3297
2020-03-19,-0.9174
2020-03-20,-1.4815
2020-03-23,-3.9474
2020-03-24,18.0039
2020-03-25,4.9751
2020-03-26,-0.7899
2020-03-27,0.3185
2020-03-30,-4.6032
2020-03-31,5.1581
2020-04-01,-3.9557
2020-04-02,3.1301
2020-04-03,-0.9585
2020-04-06,-4.8370999999999995
2020-04-07,3.2186
2020-04-08,-0.1642
2020-04-09,-0.6579
2020-04-13,-0.4967
2020-04-14,0.3344
2020-04-15,1.8225
2020-04-16,-0.8143
2020-04-17,-1.3136
2020-04-20,4.3245000000000005
2020-04-21,-2.3908
2020-04-22,1.9607999999999999
2020-04-23,-0.8013
2020-04-24,-1.454
2020-04-27,1.3115
2020-04-28,-1.2945
2020-04-29,0.0
2020-04-30,3.9344
2020-05-01,-3.7855
2020-05-04,-1.4754
2020-05-05,0.416
2020-05-06,-2.8998
2020-05-07,4.0956
2020-05-11,0.8197
2020-05-12,-1.9415
2020-05-13,0.7362
2020-05-14,1.5192999999999999
2020-05-15,-2.3884
2020-05-18,10.9635
2020-05-19,-9.7605
2020-05-20,4.5123
2020-05-21,0.0
2020-05-22,5.7143
2020-05-26,-5.0195
2020-05-27,-0.4063
2020-05-28,1.5873
2020-05-29,-3.4688
2020-06-01,3.2697
2020-06-02,0.0
2020-06-03,0.4263
2020-06-04,-0.8927
2020-06-05,0.4724
2020-06-08,0.3119
2020-06-09,0.1578
2020-06-10,7.6443
2020-06-11,-4.3478
2020-06-12,-0.7576
2020-06-15,-3.0534
2020-06-16,1.5669
2020-06-17,-0.7675
2020-06-18,0.1563
2020-06-19,2.9641
2020-06-22,-1.2121
2020-06-23,0.3067
2020-06-24,-1.7584
2020-06-25,3.5019
2020-06-26,-2.7068
2020-06-29,-0.4637
2020-06-30,2.3292
2020-07-01,-1.8209
2020-07-02,-0.3153
2020-07-06,0.3163
2020-07-07,1.391
2020-07-08,-0.1524
2020-07-09,-2.7481
2020-07-10,0.7849
2020-07-13,-0.6231
2020-07-14,0.627
2020-07-15,-0.4673
2020-07-16,-2.0329
2020-07-17,2.075
2020-07-20,0.1565
2020-07-21,-0.7813
2020-07-22,0.0
2020-07-23,0.9449
2020-07-24,-2.4961
2020-07-28,0.7984
2020-07-31,0.0016
