ticker,PUYI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-04-01,-4.4118
2019-04-02,-0.7692
2019-04-03,2.6357
2019-04-04,-1.9637
2019-04-05,-2.9276
2019-04-08,-0.3175
2019-04-09,0.7962
2019-04-10,-0.316
2019-04-11,-0.7924
2019-04-12,-0.9585
2019-04-15,-1.6129
2019-04-16,1.1475
2019-04-17,1.9449
2019-04-18,-3.0207
2019-04-22,0.0
2019-04-23,-0.4918
2019-04-24,0.9885
2019-04-25,-0.8157
2019-04-26,-0.4934
2019-04-29,1.6529
2019-04-30,8.9431
2019-05-01,-0.0746
2019-05-02,-1.879
2019-05-03,0.4689
2019-05-06,-3.0303
2019-05-07,-0.7813
2019-05-08,-3.9370000000000003
2019-05-09,4.0984
2019-05-10,-1.8898000000000001
2019-05-13,-0.8026
2019-05-14,0.9709
2019-05-15,0.0
2019-05-16,-0.1603
2019-05-17,-2.0867
2019-05-20,0.1639
2019-05-21,2.1178
2019-05-22,-3.0339
2019-05-23,1.3008
2019-05-24,0.5564
2019-05-28,0.1152
2019-05-29,2.107
2019-05-30,-2.2222
2019-05-31,-1.461
2019-06-03,0.659
2019-06-04,-0.2455
2019-06-05,-0.4102
2019-06-06,0.4942
2019-06-07,1.3115
2019-06-10,0.3236
2019-06-11,3.871
2019-06-12,2.4845
2019-06-13,-4.3939
2019-06-14,26.4659
2019-06-17,0.3471
2019-06-18,-6.3401
2019-06-19,-0.2667
2019-06-20,9.7594
2019-06-21,4.2631
2019-06-24,6.0748
2019-06-25,-4.0749
2019-06-26,11.8255
2019-06-27,7.8029
2019-06-28,22.8571
2019-07-01,8.062
2019-07-02,-28.1205
2019-07-03,-9.7804
2019-07-05,-5.531
2019-07-08,-11.4754
2019-07-09,-1.8519
2019-07-10,-0.9434
2019-07-11,7.2109
2019-07-12,-5.0761
2019-07-15,0.0
2019-07-16,0.4011
2019-07-17,13.715
2019-07-18,29.274
2019-07-19,-4.8913
2019-07-22,7.4286
2019-07-23,1.8617
2019-07-24,11.0531
2019-07-25,-2.5078
2019-07-26,-2.9735
2019-07-29,2.6504
2019-07-30,-2.9055999999999997
2019-07-31,8.0632
2019-08-01,-0.0769
2019-08-02,1.7706
2019-08-05,6.2783999999999995
2019-08-06,2.7046
2019-08-07,0.4851
2019-08-08,-12.4138
2019-08-09,-9.4488
2019-08-12,6.7826
2019-08-13,-5.7003
2019-08-14,-23.7478
2019-08-15,-7.1348
2019-08-16,-0.9756
2019-08-19,1.7241
