ticker,IGPG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-04-19,32.6667
2005-04-20,0.0
2005-06-02,101.005
2005-06-06,43.75
2005-06-08,4.3478
2005-06-09,-4.1667
2005-06-10,4.3478
2005-06-15,8.3333
2005-06-20,-3.0769
2005-06-21,0.0
2005-06-22,0.0
2005-06-23,-4.7619
2005-06-28,35.0
2005-07-06,3.7037
2005-07-07,0.0
2005-07-08,-29.2857
2005-07-11,0.0
2005-07-12,-1.0101
2005-07-13,2.0408
2005-07-14,1.5
2005-07-15,13.3005
2005-07-18,8.6957
2005-07-19,0.0
2005-07-20,-6.4
2005-07-21,-1.7094
2005-07-22,0.0
2005-07-25,8.6957
2005-07-26,9.6
2005-07-27,1.4599
2005-07-28,-2.8777
2005-07-29,9.6296
2005-08-01,9.4595
2005-08-02,25.9259
2005-08-03,-9.3137
2005-08-04,0.0
2005-08-05,1.6216
2005-08-08,0.5319
2005-08-09,-4.7619
2005-08-10,-2.2222
2005-08-11,-13.6364
2005-08-12,1.9737
2005-08-15,0.0
2005-08-16,1.9355
2005-08-17,-3.7975
2005-08-18,-0.6579
2005-08-19,0.0
2005-08-22,-3.9735
2005-08-23,-1.3793
2005-08-24,2.0979
2005-08-25,-5.4795
2005-08-26,-2.1739
2005-08-29,0.0
2005-08-30,17.037
2005-08-31,10.7595
2005-09-01,-4.5714
2005-09-02,2.6946
2005-09-06,-6.7055
2005-09-07,6.25
2005-09-08,14.7059
2005-09-09,5.641
2005-09-12,28.6408
2005-09-13,-8.3019
2005-09-14,-2.4691
2005-09-15,-5.4852
2005-09-16,6.25
2005-09-19,5.042
2005-09-20,4.8
2005-09-21,3.8167999999999997
2005-09-22,-4.4118
2005-09-23,-11.538499999999999
2005-09-26,6.9565
2005-09-27,2.8455
2005-09-28,-1.1858
2005-09-29,0.0
2005-09-30,2.8
2005-10-03,3.8911
2005-10-04,1.1236
2005-10-05,0.3704
2005-10-06,-4.428
2005-10-07,0.3861
2005-10-10,-4.2308
2005-10-11,4.8193
2005-10-12,-0.7663
2005-10-13,-0.7722
2005-10-14,-1.5564
2005-10-17,-7.5099
2005-10-18,-14.1026
2005-10-19,1.99
2005-10-20,-5.3659
2005-10-21,-12.3711
2005-10-24,-2.9412000000000003
2005-10-25,-24.2424
2005-10-26,12.0
2005-10-27,5.7143
2005-10-28,18.2432
2005-10-31,5.1429
2005-11-01,-7.6087
2005-11-02,-4.1176
2005-11-03,-12.2699
2005-11-04,-2.7972
2005-11-07,-9.3525
