ticker,WCCP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-11-06,2525.0
2006-11-07,-2.2222
2006-11-09,2.2727
2006-11-14,5.5556
2006-11-20,0.0
2006-11-21,0.0
2006-11-24,10.526299999999999
2006-11-27,0.0
2006-11-28,-0.1905
2006-11-29,0.1908
2006-11-30,0.0
2006-12-08,1.9048
2006-12-12,0.0
2006-12-18,0.0
2006-12-19,0.0
2006-12-21,-6.5421
2006-12-22,7.0
2006-12-29,0.0
2007-01-03,0.0
2007-01-05,0.0
2007-01-23,0.0
2007-01-24,0.0
2007-01-25,0.0
2007-01-29,0.0
2007-01-30,0.0
2007-01-31,0.0
2007-02-02,0.0
2007-02-07,-6.5421
2007-02-08,8.0
2007-02-09,-7.4074
2007-02-12,8.0
2007-02-14,-7.4074
2007-02-16,40.0
2007-02-20,-14.2857
2007-02-21,-0.1667
2007-02-22,-16.5275
2007-02-23,0.0
2007-02-26,2.8
2007-02-27,-2.7237
2007-03-01,15.0
2007-03-06,-13.0435
2007-03-07,0.0
2007-03-08,15.0
2007-03-14,0.0
2007-03-19,0.0
2007-03-23,0.0
2007-03-26,0.0
2007-03-29,-13.0435
2007-03-30,15.0
2007-04-10,0.0
2007-04-19,0.0
2007-04-26,2.6087
2007-04-27,0.0
2007-04-30,0.0
2007-05-08,-1.6949
2007-05-11,-5.1724
2007-05-14,5.4545
2007-05-15,0.0
2007-05-24,-13.7931
2007-05-25,13.0
2007-05-31,-11.5044
2007-06-01,10.0
2007-06-08,0.0
2007-06-11,6.3636
2007-06-12,-5.9829
2007-06-13,-9.0909
2007-06-14,17.0
2007-06-15,0.0
2007-06-21,-10.2564
2007-06-22,12.381
2007-06-25,-6.7797
2007-06-29,-9.0909
2007-07-05,10.0
2007-07-06,-1.8182
2007-07-10,9.2593
2007-07-11,-15.2542
2007-07-12,12.0
2007-07-18,-1.7856999999999998
2007-07-19,9.0909
2007-07-20,-8.3333
2007-07-24,-9.0909
2007-07-25,0.0
2007-07-26,12.0
2007-07-31,-10.7143
2007-08-01,5.0
2007-08-06,10.4762
2007-08-09,-9.4828
2007-08-13,2.8571
2007-08-16,-7.4074
2007-08-17,0.0
2007-08-21,0.0
2007-08-22,0.0
2007-08-23,-2.0
2007-08-27,3.0612
2007-08-29,3.9604
2007-08-30,0.0
2007-08-31,0.0
2007-09-04,0.0
2007-09-05,0.0
2007-09-06,4.7619
2007-09-10,-0.3636
2007-09-12,-0.5474
2007-09-14,-3.6696999999999997
2007-09-17,-0.9524
