ticker,CNBP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-01-13,0.0
2020-01-16,0.0
2020-01-29,0.312
2020-03-30,0.1555
2020-04-06,0.0
2020-05-04,0.1553
2020-05-11,-14.7287
2020-05-14,-4.5273
