ticker,RSAM US Equity
2006-08-04,0.0
2006-08-07,-0.6211
2006-08-08,2.1875
2006-08-14,-4.5872
2006-08-16,2.5641
2006-08-22,-4.0625
2006-08-29,0.0
2006-08-30,0.9772
2006-09-05,-0.9677
2006-09-07,0.5239
2006-09-11,0.0
2006-09-12,0.0
2006-09-14,0.0
2006-09-15,0.0
2006-09-19,0.0
2006-09-20,0.0
2006-09-26,0.0
2006-10-10,0.0
2006-10-19,0.9772
2006-10-20,-0.9677
2006-11-14,4.2345
2006-11-16,0.0
2006-11-17,-3.125
2006-11-21,0.0
2006-11-27,3.2258
2006-11-29,-2.625
2006-12-08,6.4516
2006-12-21,-4.5455
2006-12-22,-1.5873
2007-01-31,0.6452
2007-02-01,0.0
2007-02-02,1.9231
2007-03-09,2.086
2007-03-27,2.1672
2007-04-16,-3.0303
2007-04-20,0.0
2007-04-30,-1.25
2007-06-18,0.5089
2007-06-21,0.0
2007-07-18,0.0
2007-07-26,4.4304
2007-08-06,-3.0303
2007-08-10,4.0625
2007-08-13,-3.9039
2007-08-15,3.125
2007-08-16,-3.0303
2007-08-17,1.25
2007-08-22,-2.4691
2007-08-24,0.6329
2007-08-29,-3.1447
2007-08-30,0.3247
2007-08-31,-0.3236
2007-09-04,0.0
2007-09-07,2.154
2007-09-11,0.639
2007-09-13,-3.1746
2007-09-17,3.6066000000000003
2007-09-18,-3.481
2007-09-26,0.3279
2007-10-01,1.3072
2007-10-02,0.0
2007-10-22,0.0
2007-10-30,-2.5806
2007-11-16,0.7947
2007-11-20,-3.088
2007-11-27,-1.3559
2007-11-28,-5.4983
2007-11-29,-1.4545
2007-11-30,1.476
2007-12-03,-1.4545
2007-12-04,1.476
2007-12-05,2.4
2007-12-18,-0.3571
2008-01-07,-1.4337
2008-01-08,1.8182
2008-01-10,21.4286
2008-01-17,-18.1765
2008-01-18,4.2416
2008-01-28,-3.4483
2008-01-29,0.0
2008-02-08,7.1429
2008-03-03,-6.6667
2008-03-06,0.5747
2008-04-30,0.7143
2008-05-09,2.8369
2008-05-12,-3.1034
2008-05-30,1.4235
2008-06-10,-1.7643
2008-06-20,0.0
2008-06-26,0.5747
2008-07-01,-3.5714
2008-07-07,0.0
2008-07-28,0.0
2008-08-14,-0.3704
2008-08-19,0.3717
2008-09-18,-9.4635
2008-11-05,4.9383
2009-01-20,-4.8934
2009-01-23,-12.8631
2009-02-13,14.2857
2009-03-04,0.0
2009-04-08,-47.1477
2009-04-16,42.8571
2009-04-22,11.1111
2009-04-23,0.0
2009-04-24,10.0
2009-04-27,-6.8182
2009-05-15,-7.3171
2009-06-02,0.0
2009-06-16,7.8947
2009-06-22,9.7561
2009-06-26,24.4444
2009-07-13,-37.1408
2009-08-25,2.8571
2009-09-22,0.3344
2009-10-19,-16.6667
2009-11-19,-1.4667
2009-11-30,21.7862
2009-12-01,-33.3333
2009-12-23,-16.6667
2010-01-13,-39.8
2010-01-19,16.2791
2010-01-20,42.8571
2010-02-12,-30.0
2010-03-18,28.5714
2010-05-03,11.1111
2010-05-11,0.0
2010-07-01,5.0
2010-07-02,-4.7619
2010-07-14,-0.0025
2010-08-16,-14.9979
2010-08-17,0.2353
2010-08-25,16.1972
2010-08-26,0.0
2010-08-30,-14.1414
2010-09-01,0.0
2010-09-02,0.0
2010-09-07,-10.5882
2010-09-13,2.6316
2010-09-15,-10.2564
2010-09-16,0.0
2010-09-20,-14.2857
2010-09-22,8.3333
2010-09-28,-7.6923
2010-09-29,0.0
2010-10-08,-26.6667
2010-10-27,18.1818
2010-11-01,-11.538499999999999
2010-11-09,-8.6957
2010-11-24,-4.7619
2010-12-06,0.5
2010-12-10,-0.4975
2010-12-16,0.0
2010-12-27,13.0
2011-01-11,-0.4425
2011-01-12,2.2222
2011-02-07,13.0435
2011-02-16,0.0
2011-03-25,0.0
2011-03-29,15.0
2011-03-31,-13.0435
2011-04-13,15.3846
2011-04-14,-3.6667
2011-05-02,-10.0346
2011-05-03,7.6923
2011-05-20,10.7143
2011-05-24,-16.129
2011-06-23,-9.6154
2011-07-07,8.5106
2011-10-27,-41.1765
2011-12-07,-32.6667
2011-12-12,-45.5446
2011-12-16,0.0
2011-12-21,81.8182
2011-12-30,-31.0
2012-01-04,-33.3333
2012-01-09,8.6957
2012-01-31,66.3
2012-02-08,-39.8677
2012-02-16,2.0
2012-03-06,39.2157
2012-04-05,-63.3803
2012-05-01,0.0
2012-06-11,3.8462
2012-07-16,-62.963
2012-09-04,910.0
2012-10-25,-67.3267
2012-11-14,-24.2424
2012-12-18,-52.0
2012-12-27,0.0
2012-12-28,0.0
2013-01-03,166.6667
2013-01-14,0.0
2013-01-31,9.375
2013-02-08,0.0
2013-02-19,20.0
2013-03-15,42.8571
2013-04-24,66.6667
2013-04-25,0.0
2013-04-30,0.0
2013-05-03,50.0
2013-05-07,0.0
2013-05-22,0.0
2013-09-19,-16.6667
2013-10-04,0.0
2013-10-08,8.0
2013-10-11,-25.9259
2013-11-04,0.0
2013-11-06,-72.5
2013-11-13,30.9091
2013-12-10,0.0
2013-12-19,2.7778
2013-12-23,-2.7027
2013-12-26,-22.2222
2014-01-24,42.8571
2014-02-25,-37.5
2014-02-26,52.0
2014-02-27,0.0
2014-03-11,0.0
2014-03-13,5.2632
2014-04-15,0.0
2014-04-16,-7.5
2014-04-25,0.0
2014-05-01,10.8108
2014-05-05,-63.4146
2014-05-06,173.3333
2014-05-16,0.0
2014-05-30,-70.7317
2014-06-02,-8.3333
2014-07-01,-45.4545
2014-08-07,35.0
2014-08-12,-38.2716
2014-10-20,0.0
2014-10-21,-60.0
2014-10-31,0.0
2014-11-12,150.0
2014-11-18,-60.0
2014-11-19,0.0
2014-11-24,0.0
2014-11-25,0.0
2014-12-09,0.0
2014-12-11,0.0
2014-12-12,0.0
2014-12-15,0.0
2014-12-26,0.0
2015-01-16,0.0
2015-02-05,0.0
2015-02-26,0.0
2015-03-23,0.0
2015-03-31,-25.0
2015-04-02,66.6667
2015-06-10,-40.0
2015-07-24,0.0
2015-08-10,0.0
2015-09-18,0.0
2015-10-14,0.0
2015-11-09,-52.5
2015-12-08,-1.7544
2015-12-28,0.0
2016-02-24,14.2857
2016-03-17,-12.5
2016-03-24,0.0
2016-05-23,0.0
2016-08-17,0.0
2016-10-04,0.0
2016-11-23,0.0
2016-12-01,0.0
2016-12-19,0.0
2016-12-29,72.3214
2017-02-02,-41.9689
2017-02-27,0.0
2017-04-20,0.0
2017-07-05,311.4286
2017-07-07,0.0
2017-07-11,0.0
2017-07-28,-82.2917
2017-12-06,-80.3922
2017-12-11,0.0
2017-12-12,0.0
2017-12-28,644.0
2018-01-08,289.7849
2018-01-25,-12.069
2018-02-09,-96.0784
2018-03-09,20.0
2018-03-13,0.0
2018-04-17,16.6667
2018-05-15,0.0
2018-06-08,557.1429
2018-06-26,-84.7826
2018-07-03,0.0
2018-10-23,-7.1429
2018-11-13,61.5385
2018-11-20,-4.7619
2018-11-21,-50.0
2018-11-30,10.0
2019-01-07,1263.6364
2019-01-10,0.0
2019-01-16,0.0
2019-03-05,0.0
2019-03-13,-90.6667
2019-03-22,971.4286
2019-03-25,33.3333
2019-05-30,-99.0
2019-06-18,500.0
2019-07-19,0.0
2019-11-26,-8.3333
2019-12-09,0.0
2019-12-26,9.0909
2020-01-09,0.0
2020-01-16,316.6667
2020-01-21,0.0
2020-01-24,-70.0
2020-01-28,20.0
2020-01-30,455.5556
2020-01-31,100.0
2020-02-03,-48.5
2020-02-18,36.8932
2020-03-03,-63.1206
2020-03-19,188.4615
2020-03-20,13.3333
2020-03-23,-70.0
2020-03-30,233.3333
2020-04-06,0.0
2020-04-13,105.8824
2020-04-15,2.8571
2020-04-17,0.0
2020-04-21,-16.6667
2020-04-22,-90.0
2020-04-28,1550.0
2020-04-30,-93.7374
2020-05-12,222.5806
2020-06-16,50.0
2020-07-28,0.0
