ticker,PSIQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-11-16,-66.6667
2013-01-30,500.0
2013-02-05,164.375
2013-02-06,-0.394
2013-02-07,-29.1139
2013-02-08,16.0714
2013-02-11,33.8462
2013-02-12,6.8966
2013-02-13,42.4731
2013-02-14,1.5093999999999999
2013-02-15,-12.6394
2013-02-19,0.9309
2013-02-20,22.2661
2013-02-21,-14.1379
2013-02-22,0.4016
2013-02-25,-4.0
2013-02-26,-28.125
2013-02-27,-36.8116
2013-02-28,-15.1376
2013-03-01,-6.0811
2013-03-04,11.6547
2013-03-05,0.3866
2013-03-06,-16.303
2013-03-07,-17.3313
2013-03-08,-5.0093
2013-03-11,-3.125
2013-03-12,-3.2258
2013-03-13,3.3333
2013-03-14,0.0
2013-03-15,6.4516
2013-03-18,-12.8788
2013-03-19,-8.6957
2013-03-20,-6.6667
2013-03-21,-3.0612
2013-03-22,47.3684
2013-03-25,0.0
2013-03-26,-0.7143
2013-03-27,-13.6691
2013-03-28,-13.3333
2013-04-01,-23.0769
2013-04-02,-6.25
2013-04-03,-20.0
2013-04-04,50.0
2013-04-05,-6.6667
2013-04-08,6.8452
2013-04-09,2.507
2013-04-10,-13.0435
2013-04-11,5.0
2013-04-12,2.3810000000000002
2013-04-15,-23.6919
2013-04-16,25.3333
2013-04-17,-26.2918
2013-04-18,0.0
2013-04-19,8.866
2013-04-22,19.697
2013-04-23,-13.9241
2013-04-24,12.6838
2013-04-25,-11.2561
2013-04-26,0.0
2013-04-29,0.0
2013-04-30,0.3676
2013-05-01,0.0
2013-05-02,-26.7399
2013-05-03,100.0
2013-05-06,-10.0
2013-05-07,-11.1111
2013-05-08,-10.0
2013-05-09,38.8889
2013-05-10,20.0
2013-05-13,-25.0
2013-05-14,20.0
2013-05-15,11.1111
2013-05-16,8.3333
2013-05-17,0.7692
2013-05-20,-20.6107
2013-05-21,-28.8462
2013-05-22,5.4054
2013-05-23,2.5641
2013-05-24,3.75
2013-05-28,-6.0241
2013-05-29,15.3846
2013-05-30,-18.8889
2013-05-31,-2.7397
2013-06-03,-15.493
2013-06-04,-10.0
2013-06-05,-6.0185
2013-06-06,-1.4778
2013-06-07,0.0
2013-06-10,15.5
2013-06-11,-26.8398
2013-06-12,0.0
2013-06-13,0.0
2013-06-14,8.8757
2013-06-17,0.5435
2013-06-18,-13.5135
2013-06-19,15.625
2013-06-20,-4.3243
2013-06-21,-9.6045
2013-06-24,20.0
2013-06-25,14.5833
2013-06-26,-26.8182
