ticker,CONN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-11-25,7.4286
2003-11-26,3.7234
2003-11-28,1.9231
2003-12-01,1.8239
2003-12-02,-0.5559
2003-12-03,-0.6211
2003-12-04,-2.8125
2003-12-05,0.1929
2003-12-08,1.0911
2003-12-09,-0.8889
2003-12-10,0.2562
2003-12-11,-3.7061
2003-12-12,-0.3981
2003-12-15,-5.6029
2003-12-16,4.8063
2003-12-17,1.3468
2003-12-18,2.99
2003-12-19,0.0
2003-12-22,-1.2903
2003-12-23,1.9607999999999999
2003-12-24,0.8974
2003-12-26,0.8895
2003-12-29,0.7557
2003-12-30,0.0
2003-12-31,0.625
2004-01-02,-0.6211
2004-01-05,0.6188
2004-01-06,-0.2423
2004-01-07,-0.8717
2004-01-08,-0.1256
2004-01-09,0.2516
2004-01-12,0.0063
2004-01-13,-0.6336
2004-01-14,1.9571
2004-01-15,0.3096
2004-01-16,-1.6049
2004-01-20,0.6274
2004-01-21,3.1796
2004-01-22,-0.6042
2004-01-23,0.1824
2004-01-26,0.0607
2004-01-27,-1.4554
2004-01-28,-0.6154
2004-01-29,0.1238
2004-01-30,-1.0513
2004-02-02,2.75
2004-02-03,-2.3723
2004-02-04,1.2461
2004-02-05,3.2615
2004-02-06,-0.7807
2004-02-09,1.928
2004-02-10,-2.2392
2004-02-11,1.085
2004-02-12,1.7889
2004-02-13,-2.1675
2004-02-17,-2.6946
2004-02-18,0.9231
2004-02-19,0.6707
2004-02-20,1.1508
2004-02-23,-2.1557
2004-02-24,0.9792
2004-02-25,-0.9091
2004-02-26,-0.0612
2004-02-27,0.0
2004-03-01,2.2032
2004-03-02,-2.6946
2004-03-03,0.6154
2004-03-04,1.052
2004-03-05,-1.9489
2004-03-08,0.0
2004-03-09,-1.7284000000000002
2004-03-10,-0.0628
2004-03-11,0.3771
2004-03-12,-1.315
2004-03-15,-1.6497000000000002
2004-03-16,-0.3226
2004-03-17,-1.4239
2004-03-18,0.7879
2004-03-19,-0.9121
2004-03-22,-3.2216
2004-03-23,2.106
2004-03-24,2.8609
2004-03-25,2.652
2004-03-26,-0.5041
2004-03-29,0.6966
2004-03-30,-0.5031
2004-03-31,-0.5057
2004-04-01,-1.5248
2004-04-02,0.0
2004-04-05,2.8387000000000002
2004-04-06,0.0
2004-04-07,0.6901
2004-04-08,-0.81
2004-04-12,2.9523
2004-04-13,0.8542
2004-04-14,-0.5445
2004-04-15,2.7372
2004-04-16,0.5329
2004-04-19,0.1178
