ticker,EPRT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-06-21,-2.5714
2018-06-22,-0.2933
2018-06-25,0.8824
2018-06-26,-0.2915
2018-06-27,0.0
2018-06-28,-1.3158
2018-06-29,0.2963
2018-07-02,0.2216
2018-07-03,-0.7369
2018-07-05,-0.3712
2018-07-06,0.2981
2018-07-09,-0.3715
2018-07-10,-0.0746
2018-07-11,1.8657
2018-07-12,2.7839
2018-07-13,-0.2138
2018-07-16,-0.4286
2018-07-17,0.4304
2018-07-18,-0.6429
2018-07-19,1.294
2018-07-20,-0.6388
2018-07-23,-0.2857
2018-07-24,0.2865
2018-07-25,-0.0714
2018-07-26,0.0715
2018-07-27,-0.3571
2018-07-30,-0.9319
2018-07-31,-0.1447
2018-08-01,-1.3043
2018-08-02,-0.8076
2018-08-03,0.074
2018-08-06,0.0
2018-08-07,1.6272
2018-08-08,0.0728
2018-08-09,1.3091
2018-08-10,0.2154
2018-08-13,-0.4298
2018-08-14,0.0
2018-08-15,-1.0791
2018-08-16,2.5455
2018-08-17,-1.2057
2018-08-20,1.5074999999999998
2018-08-21,0.7072
2018-08-22,0.4213
2018-08-23,1.1888
2018-08-24,0.5529
2018-08-27,-0.5498
2018-08-28,0.4147
2018-08-29,0.0
2018-08-30,-1.6518000000000002
2018-08-31,-0.2099
2018-09-04,0.6311
2018-09-05,1.0453
2018-09-06,0.069
2018-09-07,-1.5851
2018-09-10,1.9607999999999999
2018-09-11,-0.1374
2018-09-12,-0.0688
2018-09-13,-0.2753
2018-09-14,-0.2761
2018-09-17,-0.4152
2018-09-18,-0.278
2018-09-19,0.2787
2018-09-20,0.7644
2018-09-21,-0.3448
2018-09-24,-1.7993000000000001
2018-09-25,0.9866
2018-09-26,-1.3259
2018-09-27,1.0891
2018-09-28,0.8529
2018-10-01,0.3524
2018-10-02,-0.632
2018-10-03,-1.0601
2018-10-04,-1.4285999999999999
2018-10-05,0.5797
2018-10-08,0.9366
2018-10-09,-0.0714
2018-10-10,-0.8571
2018-10-11,-1.8012000000000001
2018-10-12,-1.5407
2018-10-15,2.8316
2018-10-16,1.3768
2018-10-17,0.0
2018-10-18,-0.6433
2018-10-19,0.0719
2018-10-22,-1.1503
2018-10-23,-0.4364
2018-10-24,-1.9722
2018-10-25,1.0432
2018-10-26,-0.7375
2018-10-29,0.9658
2018-10-30,1.3245
2018-10-31,-1.2346
2018-11-01,1.1764999999999999
2018-11-02,-2.1076
2018-11-05,3.6377
2018-11-06,0.788
