ticker,ROKU US Equity
2018-02-16,5.4557
2018-02-20,6.337
2018-02-21,-0.1563
2018-02-22,-17.7104
2018-02-23,-1.2604
2018-02-26,-2.6012
2018-02-27,1.1622
2018-02-28,-0.3422
2018-03-01,-5.0282
2018-03-02,-2.9699999999999998
2018-03-05,3.8062
2018-03-06,-1.0769
2018-03-07,0.8035
2018-03-08,-0.5143
2018-03-09,-0.4911
2018-03-12,-1.6364
2018-03-13,-1.3203
2018-03-14,-1.1774
2018-03-15,-1.7872
2018-03-16,-1.1304
2018-03-19,-5.6051
2018-03-20,2.5997
2018-03-21,-1.3820999999999999
2018-03-22,-2.1606
2018-03-23,-4.3271
2018-03-26,7.8915
2018-03-27,-4.5967
2018-03-28,-5.1515
2018-03-29,-0.639
2018-04-02,-2.4759
2018-04-03,-0.1319
2018-04-04,6.5368
2018-04-05,-1.5804
2018-04-06,-1.2594
2018-04-09,3.9859999999999998
2018-04-10,-1.0426
2018-04-11,-0.8057
2018-04-12,5.2484
2018-04-13,-2.9682
2018-04-16,1.0095
2018-04-17,8.9643
2018-04-18,-11.8399
2018-04-19,3.0895
2018-04-20,-0.3976
2018-04-23,-0.9211
2018-04-24,0.4029
2018-04-25,-1.6049
2018-04-26,3.2309
2018-04-27,-0.6381
2018-04-30,-0.4893
2018-05-01,1.3215
2018-05-02,1.1829
2018-05-03,-7.0144
2018-05-04,1.7086000000000001
2018-05-07,5.1347
2018-05-08,-0.1507
2018-05-09,8.9372
2018-05-10,-1.7184
2018-05-11,-0.9024
2018-05-14,0.4553
2018-05-15,-3.4561
2018-05-16,1.0563
2018-05-17,-0.5226
2018-05-18,3.3275
2018-05-21,-1.8643999999999998
2018-05-22,-2.015
2018-05-23,1.4982
2018-05-24,4.1679
2018-05-25,7.0853
2018-05-29,0.1557
2018-05-30,-0.3886
2018-05-31,-2.5747999999999998
2018-06-01,-1.0411
2018-06-04,2.5897
2018-06-05,5.8638
2018-06-06,-2.0119
2018-06-07,0.3042
2018-06-08,-0.834
2018-06-11,5.6575
2018-06-12,0.0
2018-06-13,4.7516
2018-06-14,3.6611000000000002
2018-06-15,-3.8205
2018-06-18,3.7644
2018-06-19,0.7567
2018-06-20,3.2693
2018-06-21,-2.9519
2018-06-22,-1.4546999999999999
2018-06-25,-6.0389
2018-06-26,4.7132
2018-06-27,-5.8422
2018-06-28,0.4829
2018-06-29,2.4027
2018-07-02,1.572
2018-07-03,5.1975
2018-07-05,-0.2855
2018-07-06,2.8407999999999998
2018-07-09,-0.7923
2018-07-10,-0.7339
2018-07-11,-0.174
2018-07-12,5.2276
2018-07-13,0.9315
2018-07-16,-1.0254
2018-07-17,6.4857
2018-07-18,-3.6778
2018-07-19,0.5859
2018-07-20,-0.0402
2018-07-23,-0.0603
2018-07-24,-5.6896
2018-07-25,3.8371
2018-07-26,-0.1437
2018-07-27,-2.2615
2018-07-30,-6.7943
2018-07-31,2.5051
2018-08-01,0.5064
2018-08-02,1.7744
2018-08-03,0.0215
2018-08-06,2.9697
2018-08-07,-0.8986
2018-08-08,-0.3585
2018-08-09,21.3122
2018-08-10,1.2736
2018-08-13,-4.5995
2018-08-14,0.7403
2018-08-15,-2.2943
2018-08-16,4.6597
2018-08-17,-1.7178
2018-08-20,1.7121
2018-08-21,3.016
2018-08-22,1.6
2018-08-23,0.6701
2018-08-24,5.2754
2018-08-27,1.3279
2018-08-28,-1.7317
2018-08-29,-4.8738
2018-08-30,1.2684
2018-08-31,-1.9611
2018-09-04,6.2363
2018-09-05,-2.9272
2018-09-06,3.6675
2018-09-07,2.5629
2018-09-10,5.335
2018-09-11,3.3037
2018-09-12,-0.0564
2018-09-13,-0.4652
2018-09-14,0.7223
2018-09-17,-1.9263
2018-09-18,3.3262
2018-09-19,-2.0258
2018-09-20,3.1865
2018-09-21,-0.5627
2018-09-24,0.8558
2018-09-25,-0.0547
2018-09-26,0.4245
2018-09-27,1.9089
2018-09-28,-2.2879
2018-10-01,4.7241
2018-10-02,-6.3285
2018-10-03,1.2982
2018-10-04,-7.9234
2018-10-05,0.1796
2018-10-08,-1.942
2018-10-09,-1.7367
2018-10-10,-12.4806
2018-10-11,-0.6554
2018-10-12,7.7211
2018-10-15,2.1189
2018-10-16,3.1934
2018-10-17,-4.4298
2018-10-18,-6.2952
2018-10-19,-5.1219
2018-10-22,-0.3328
2018-10-23,0.3339
2018-10-24,-6.1934
2018-10-25,2.5818
2018-10-26,-0.4419
2018-10-29,-2.6052
2018-10-30,3.5467
2018-10-31,6.3911
2018-11-01,4.0108
2018-11-02,0.1038
2018-11-05,-1.7965
2018-11-06,-2.1636
2018-11-07,5.8252
2018-11-08,-22.2902
2018-11-09,-3.9353
2018-11-12,-5.6441
2018-11-13,2.3637
2018-11-14,1.7908
2018-11-15,3.0787
2018-11-16,0.1123
2018-11-19,-4.2844
2018-11-20,-4.2419
2018-11-21,-1.4929000000000001
2018-11-23,-0.8199
2018-11-26,3.2315
2018-11-27,-4.8289
2018-11-28,-0.7394
2018-11-29,4.9062
2018-11-30,-0.2204
2018-12-03,3.4847
2018-12-04,-5.6675
2018-12-06,2.6144
2018-12-07,-7.1044
2018-12-10,-1.8987
2018-12-11,-3.7366
2018-12-12,-1.7872
2018-12-13,-4.066
2018-12-14,-0.9484
2018-12-17,-3.8899
2018-12-18,-2.4284
2018-12-19,-2.3293
2018-12-20,-3.1036
2018-12-21,-8.0243
2018-12-24,-0.4032
2018-12-26,11.7041
2018-12-27,0.3624
2018-12-28,-0.9849
2018-12-31,1.5915
2019-01-02,6.1358
2019-01-03,-7.4416
2019-01-04,12.0598
2019-01-07,25.0519
2019-01-08,-3.082
2019-01-09,2.9843
2019-01-10,-4.6081
2019-01-11,-1.4691
2019-01-14,-0.278
2019-01-15,2.6102
2019-01-16,-1.4818
2019-01-17,4.362
2019-01-18,-1.5614
2019-01-22,-2.6109999999999998
2019-01-23,1.328
2019-01-24,7.0475
2019-01-25,0.924
2019-01-28,0.3891
2019-01-29,-2.3028
2019-01-30,2.9872
2019-01-31,1.8580999999999999
2019-02-01,0.5784
2019-02-04,4.9104
2019-02-05,1.5391
2019-02-06,0.4568
2019-02-07,-3.1418
2019-02-08,3.009
2019-02-11,-2.6725
2019-02-12,4.7467
2019-02-13,2.0118
2019-02-14,1.5339
2019-02-15,2.1778
2019-02-19,2.1889
2019-02-20,0.7892
2019-02-21,-4.0268
2019-02-22,25.2331
2019-02-25,0.6204
2019-02-26,0.3237
2019-02-27,3.5187
2019-02-28,-1.6031
2019-03-01,4.2088
2019-03-04,-2.9386
2019-03-05,2.6547
2019-03-06,4.4457
2019-03-07,-1.5023
2019-03-08,0.6496
2019-03-11,3.9989
2019-03-12,-4.5872
2019-03-13,-14.112
2019-03-14,1.7781
2019-03-15,1.5691000000000002
2019-03-18,1.3059
2019-03-19,2.0594
2019-03-20,0.077
2019-03-21,3.0322
2019-03-22,-4.5264
2019-03-25,4.6785
2019-03-26,-3.8714
2019-03-27,-3.3121
2019-03-28,3.5542
2019-03-29,0.1864
2019-04-01,7.1307
2019-04-02,2.2139
2019-04-03,-2.8879
2019-04-04,-5.9913
2019-04-05,-1.6902
2019-04-08,-4.2114
2019-04-09,-2.3218
2019-04-10,-1.2643
2019-04-11,0.1366
2019-04-12,-3.6658
2019-04-15,0.1593
2019-04-16,2.5623
2019-04-17,-2.481
2019-04-18,0.1413
2019-04-22,2.6817
2019-04-23,5.7216000000000005
2019-04-24,-0.9101
2019-04-25,0.1148
2019-04-26,3.9318
2019-04-29,-0.2522
2019-04-30,0.4899
2019-05-01,0.1573
2019-05-02,1.0991
2019-05-03,0.9784
2019-05-06,1.1227
2019-05-07,-2.038
2019-05-08,0.7918
2019-05-09,28.1115
2019-05-10,-0.505
2019-05-13,-3.9879
2019-05-14,4.2542
2019-05-15,0.6157
2019-05-16,-0.072
2019-05-17,0.9006
2019-05-20,-0.833
2019-05-21,5.1602
2019-05-22,0.4451
2019-05-23,2.2268
2019-05-24,6.4459
2019-05-28,-7.2562
2019-05-29,3.3435
2019-05-30,1.6776
2019-05-31,-3.1498
2019-06-03,-0.7633
2019-06-04,4.3362
2019-06-05,8.6645
2019-06-06,-1.4355
2019-06-07,1.616
2019-06-10,-1.2368999999999999
2019-06-11,-0.4075
2019-06-12,4.6507
2019-06-13,0.1049
2019-06-14,-2.8103
2019-06-17,1.784
2019-06-18,0.5297
2019-06-19,2.0117
2019-06-20,-1.4931
2019-06-21,-2.2212
2019-06-24,-2.4764
2019-06-25,-6.7780000000000005
2019-06-26,-1.0188
2019-06-27,1.0076
2019-06-28,-2.8424
2019-07-01,0.8722
2019-07-02,1.8387
2019-07-03,0.4944
2019-07-05,4.9193
2019-07-08,5.239
2019-07-09,0.1453
2019-07-10,0.0967
2019-07-11,1.0048
2019-07-12,-1.9801
2019-07-15,1.8249
2019-07-16,7.2839
2019-07-17,-2.3227
2019-07-18,-0.2927
2019-07-19,-1.9905
2019-07-22,1.6378
2019-07-23,-3.3886
2019-07-24,2.6115
2019-07-25,-0.7152
2019-07-26,3.3305
2019-07-29,-4.8167
2019-07-30,0.5993
2019-07-31,-2.2977
2019-08-01,-2.4049
2019-08-02,-0.3124
2019-08-05,2.0292
2019-08-06,-3.9875
2019-08-07,2.5284
2019-08-08,20.8577
2019-08-09,2.6961
2019-08-12,7.1657
2019-08-13,0.7669
2019-08-14,-3.5173
2019-08-15,-0.8961
2019-08-16,1.2674
2019-08-19,2.9915000000000003
2019-08-20,-0.5187
2019-08-21,3.2176
2019-08-22,0.4041
2019-08-23,-1.0062
2019-08-26,3.826
2019-08-27,2.8040000000000003
2019-08-28,-0.7686
2019-08-29,2.7349
2019-08-30,0.9875
2019-09-03,3.6469
2019-09-04,7.6683
2019-09-05,-1.1722
2019-09-06,1.7551999999999999
2019-09-09,-5.1984
2019-09-10,-10.4887
2019-09-11,3.899
2019-09-12,-1.3221
2019-09-13,-0.1556
2019-09-16,1.3487
2019-09-17,0.6553
2019-09-18,-13.7125
2019-09-19,2.9874
2019-09-20,-19.221
2019-09-23,-0.6293
2019-09-24,-3.5764
2019-09-25,2.6756
2019-09-26,-2.7846
2019-09-27,-3.4836
2019-09-30,2.0253
2019-10-01,0.6289
2019-10-02,0.2148
2019-10-03,6.0612
2019-10-04,-1.9019
2019-10-07,-0.487
2019-10-08,1.6471
2019-10-09,9.0648
2019-10-10,-1.4093
2019-10-11,4.7102
2019-10-14,-2.0395
2019-10-15,11.501
2019-10-16,-0.2409
2019-10-17,4.9585
2019-10-18,-6.5649999999999995
2019-10-21,2.378
2019-10-22,-2.9843
2019-10-23,-0.2325
2019-10-24,1.9104999999999999
2019-10-25,1.9203999999999999
2019-10-28,9.825
2019-10-29,0.2451
2019-10-30,1.4874
2019-10-31,-1.4923
2019-11-01,-0.4755
2019-11-04,-4.0887
2019-11-05,-0.669
2019-11-06,1.0604
2019-11-07,-16.0156
2019-11-08,2.9377
2019-11-11,5.9619
2019-11-12,4.752
2019-11-13,5.1866
2019-11-14,4.4462
2019-11-15,5.7835
2019-11-18,1.7928
2019-11-19,-3.8783
2019-11-20,3.2616
2019-11-21,-1.9002
2019-11-22,1.8216
2019-11-25,-0.422
2019-11-26,3.9221
2019-11-27,-1.607
2019-11-29,-0.7857
2019-12-02,-15.1525
2019-12-03,6.2909
2019-12-04,4.1139
2019-12-05,-1.4876
2019-12-06,-2.7504
2019-12-09,0.8873
2019-12-10,1.065
2019-12-11,-0.945
2019-12-12,-4.2073
2019-12-13,-5.0727
2019-12-16,4.423
2019-12-17,-2.219
2019-12-18,-0.6209
2019-12-19,2.4472
2019-12-20,-0.6099
2019-12-23,2.3742
2019-12-24,3.8747
2019-12-26,-0.6663
2019-12-27,-3.5131
2019-12-30,-5.6766
2019-12-31,1.7477
2020-01-02,2.3898
2020-01-03,0.2991
2020-01-06,4.2615
2020-01-07,-3.613
2020-01-08,-2.5689
2020-01-09,-0.6313
2020-01-10,-4.0287
2020-01-13,4.3069
2020-01-14,-0.3808
2020-01-15,-0.6896
2020-01-16,-1.0792
2020-01-17,-0.5264
2020-01-21,4.7937
2020-01-22,-3.074
2020-01-23,1.2384
2020-01-24,-2.9686
2020-01-27,-2.9826
2020-01-28,2.6939
2020-01-29,-0.5632
2020-01-30,1.3656
2020-01-31,-7.4173
2020-02-03,5.4155
2020-02-04,2.7686
2020-02-05,-3.8846
2020-02-06,0.1747
2020-02-07,-1.514
2020-02-10,6.4064
2020-02-11,3.623
2020-02-12,0.9416
2020-02-13,0.5496
2020-02-14,-6.3286999999999995
2020-02-18,-2.38
2020-02-19,-0.464
2020-02-20,-1.9595
2020-02-21,-3.7879
2020-02-24,-2.002
2020-02-25,1.436
2020-02-26,-5.0223
2020-02-27,-2.3778
2020-02-28,3.3082
2020-03-02,0.8797
2020-03-03,-5.276
2020-03-04,0.9114
2020-03-05,-2.8921
2020-03-06,-4.1526
2020-03-09,-5.646
2020-03-10,1.0804
2020-03-11,-6.8551
2020-03-12,-13.042
2020-03-13,2.7154
2020-03-16,-21.1365
2020-03-17,8.8033
2020-03-18,-2.8218
2020-03-19,9.8074
2020-03-20,2.7118
2020-03-23,17.5095
2020-03-24,8.6519
2020-03-25,-2.4177
2020-03-26,-5.3769
2020-03-27,-2.5627
2020-03-30,2.4699999999999998
2020-03-31,-2.377
2020-04-01,-5.7842
2020-04-02,0.1335
2020-04-03,-1.2965
2020-04-06,9.8576
2020-04-07,-1.8885
2020-04-08,0.0114
2020-04-09,5.2841000000000005
2020-04-13,4.4456
2020-04-14,10.3252
2020-04-15,6.0734
2020-04-16,13.2743
2020-04-17,-0.9375
2020-04-20,2.5552
2020-04-21,-4.9831
2020-04-22,-1.1088
2020-04-23,0.712
2020-04-24,1.4383
2020-04-27,3.0441
2020-04-28,-7.2067
2020-04-29,0.134
2020-04-30,1.4307
2020-05-01,-5.9474
2020-05-04,9.016
2020-05-05,-0.6516
2020-05-06,3.2634
2020-05-07,7.8262
2020-05-08,-7.8836
2020-05-11,4.3581
2020-05-12,-3.7979000000000003
2020-05-13,-7.5495
2020-05-14,-0.8166
2020-05-15,-3.1475
2020-05-18,4.888
2020-05-19,-2.0515
2020-05-20,0.8792
2020-05-21,-1.9992999999999999
2020-05-22,-5.3967
2020-05-26,-0.8478
2020-05-27,-0.9573
2020-05-28,2.4775
2020-05-29,0.2839
2020-06-01,3.1413
2020-06-02,-1.8858000000000001
2020-06-03,-6.1902
2020-06-04,-0.9908
2020-06-05,1.4087
2020-06-08,8.2104
2020-06-09,0.2656
2020-06-10,0.4857
2020-06-11,-6.0193
2020-06-12,1.0472
2020-06-15,-0.5367
2020-06-16,12.3919
2020-06-17,-2.8888
2020-06-18,8.9243
2020-06-19,0.5556
2020-06-22,0.9961
2020-06-23,-1.464
2020-06-24,-3.5423999999999998
2020-06-25,0.2027
2020-06-26,-0.8495
2020-06-29,-6.12
2020-06-30,1.2864
2020-07-01,10.1776
2020-07-02,0.2025
2020-07-06,2.6273
2020-07-07,-1.2194
2020-07-08,2.561
2020-07-09,11.9094
2020-07-10,2.2446
2020-07-13,-2.607
2020-07-14,0.8721
2020-07-15,2.5605
2020-07-16,-0.5836
2020-07-17,-3.2288
2020-07-20,1.4155
2020-07-21,1.9274
2020-07-22,-0.776
2020-07-23,-1.3209
2020-07-24,0.6726
2020-07-27,3.1752
2020-07-28,-4.6291
2020-07-29,1.8958
2020-07-30,-0.8049
2020-07-31,3.0196
