ticker,LSXMA US Equity
2016-09-07,1.3314
2016-09-08,0.0
2016-09-09,-1.8686
2016-09-12,1.1604
2016-09-13,-1.4412
2016-09-14,0.2387
2016-09-15,0.5359
2016-09-16,-1.7027
2016-09-19,0.6477
2016-09-20,0.0
2016-09-21,1.0775
2016-09-22,0.533
2016-09-23,0.1473
2016-09-26,-1.1764999999999999
2016-09-27,0.2381
2016-09-28,-0.386
2016-09-29,0.0894
2016-09-30,1.1912
2016-10-03,1.0594
2016-10-04,-0.8154
2016-10-05,-1.2331
2016-10-06,0.0595
2016-10-07,-0.3862
2016-10-10,-0.5965
2016-10-11,-1.8601999999999999
2016-10-12,-0.2751
2016-10-13,-0.092
2016-10-14,-0.0614
2016-10-17,0.1535
2016-10-18,1.0116
2016-10-19,1.305
2016-10-20,0.0599
2016-10-21,0.509
2016-10-24,0.5362
2016-10-25,0.8593
2016-10-26,-0.0881
2016-10-27,-2.7639
2016-10-28,0.0907
2016-10-31,0.5136
2016-11-01,-0.8717
2016-11-02,-1.0612
2016-11-03,-0.7968
2016-11-04,0.3089
2016-11-07,2.0634
2016-11-08,1.207
2016-11-09,1.1032
2016-11-10,0.9732
2016-11-11,1.0514000000000001
2016-11-14,2.341
2016-11-15,1.7227000000000001
2016-11-16,-0.4997
2016-11-17,0.6138
2016-11-18,1.0261
2016-11-21,0.1098
2016-11-22,0.4387
2016-11-23,-0.3822
2016-11-25,0.0548
2016-11-28,-1.6707999999999998
2016-11-29,0.9471
2016-11-30,0.1656
2016-12-01,0.303
2016-12-02,-5.4655000000000005
2016-12-05,0.4648
2016-12-06,1.3881000000000001
2016-12-07,1.9681
2016-12-08,0.3916
2016-12-09,-0.2508
2016-12-12,-2.8212
2016-12-13,1.2647
2016-12-14,0.6812
2016-12-15,-1.5224
2016-12-16,-0.7443
2016-12-19,0.0577
2016-12-20,1.2684
2016-12-21,0.1423
2016-12-22,-0.5117
2016-12-23,-0.2571
2016-12-27,0.0573
2016-12-28,-1.1165
2016-12-29,-0.1448
2016-12-30,0.087
2017-01-03,-0.0579
2017-01-04,0.9855
2017-01-05,1.7795999999999998
2017-01-06,-1.2408
2017-01-09,0.6568
2017-01-10,0.9929
2017-01-11,-0.8427
2017-01-12,-0.5949
2017-01-13,1.4249
2017-01-17,-1.1239
2017-01-18,1.5061
2017-01-19,-1.1478
2017-01-20,0.5947
2017-01-23,-0.7038
2017-01-24,-0.1985
2017-01-25,0.3977
2017-01-26,2.0091
2017-01-27,1.1096
2017-01-30,-0.5213
2017-01-31,-0.0552
2017-02-01,1.5177
2017-02-02,-0.9513
2017-02-03,0.8233
2017-02-06,0.4083
2017-02-07,-0.8946
2017-02-08,-0.4376
2017-02-09,-0.0549
2017-02-10,-0.3573
2017-02-13,-0.0828
2017-02-14,-0.8283
2017-02-15,4.51
2017-02-16,1.0389
2017-02-17,0.2373
2017-02-21,2.3935
2017-02-22,1.2587
2017-02-23,-1.3445
2017-02-24,0.4114
2017-02-27,0.7682
2017-02-28,-0.0508
2017-03-01,0.7882
2017-03-02,-0.8073
2017-03-03,-0.8393
2017-03-06,-0.3847
2017-03-07,0.103
2017-03-08,-0.0257
2017-03-09,-0.8747
2017-03-10,-0.026
2017-03-13,3.4008
2017-03-14,-0.226
2017-03-15,-1.2833
2017-03-16,-0.051
2017-03-17,0.9181
2017-03-20,-0.2527
2017-03-21,-1.6722000000000001
2017-03-22,-1.546
2017-03-23,1.4918
2017-03-24,-1.1604
2017-03-27,0.0522
2017-03-28,0.5997
2017-03-29,0.2074
2017-03-30,1.3709
2017-03-31,-0.689
2017-04-03,-0.9764
2017-04-04,1.1936
2017-04-05,0.7436
2017-04-06,0.4836
2017-04-07,0.1013
2017-04-10,-0.6832
2017-04-11,-0.7134
2017-04-12,-0.077
2017-04-13,0.1541
2017-04-17,-0.4359
2017-04-18,-0.8499
2017-04-19,-0.1299
2017-04-20,1.8986
2017-04-21,1.3527
2017-04-24,2.7197
2017-04-25,-0.1226
2017-04-26,-2.4546
2017-04-27,-3.2461
2017-04-28,-0.9103
2017-05-01,0.7612
2017-05-02,-2.3444
2017-05-03,0.1867
2017-05-04,-0.5857
2017-05-05,0.9373
2017-05-08,-1.0613
2017-05-09,0.1073
2017-05-10,-1.1787
2017-05-11,0.3795
2017-05-12,-1.1612
2017-05-15,0.082
2017-05-16,0.2457
2017-05-17,-0.7898
2017-05-18,4.2547
2017-05-19,1.7114
2017-05-22,0.3106
2017-05-23,1.3935
2017-05-24,2.3161
2017-05-25,0.8706
2017-05-26,3.0333
2017-05-30,-1.1967
2017-05-31,0.9448
2017-06-01,3.2157
2017-06-02,-0.2558
2017-06-05,-2.0047
2017-06-06,-0.9515
2017-06-07,-0.2402
2017-06-08,0.6981
2017-06-09,-3.7772
2017-06-12,-0.6957
2017-06-13,1.376
2017-06-14,-1.925
2017-06-15,0.5284
2017-06-16,0.1001
2017-06-19,0.3501
2017-06-20,-1.0466
2017-06-21,1.3347
2017-06-22,-0.497
2017-06-23,1.9729999999999999
2017-06-26,-0.098
2017-06-27,-0.1471
2017-06-28,1.7431999999999999
2017-06-29,-0.1207
2017-06-30,1.4255
2017-07-03,-1.6198000000000001
2017-07-05,-0.0484
2017-07-06,-0.3391
2017-07-07,0.4132
2017-07-10,-1.1377
2017-07-11,0.8815
2017-07-12,0.534
2017-07-13,1.3761
2017-07-14,0.8097
2017-07-17,-0.6142
2017-07-18,-0.7369
2017-07-19,0.9579
2017-07-20,0.7116
2017-07-21,0.5417
2017-07-24,-1.3820999999999999
2017-07-25,0.3325
2017-07-26,0.8759
2017-07-27,7.5334
2017-07-28,-0.1309
2017-07-31,0.8086
2017-08-01,-1.0622
2017-08-02,-1.7748
2017-08-03,-0.6246
2017-08-04,-1.2346
2017-08-07,-0.25
2017-08-08,0.1367
2017-08-09,-2.1388
2017-08-10,-0.7208
2017-08-11,1.2646
2017-08-14,0.3932
2017-08-15,0.0461
2017-08-16,-0.3684
2017-08-17,-2.2417
2017-08-18,-0.5201
2017-08-21,1.212
2017-08-22,2.3949
2017-08-23,-0.7108
2017-08-24,0.1617
2017-08-25,0.0461
2017-08-28,-0.1152
2017-08-29,0.2538
2017-08-30,1.611
2017-08-31,1.2458
2017-09-01,-0.3803
2017-09-05,-2.9643
2017-09-06,0.2083
2017-09-07,-0.6467
2017-09-08,-1.0693
2017-09-11,0.3759
2017-09-12,0.6554
2017-09-13,-2.7907
2017-09-14,-0.3349
2017-09-15,1.4882
2017-09-18,-0.6623
2017-09-19,0.0952
2017-09-20,0.3092
2017-09-21,0.0237
2017-09-22,1.0669
2017-09-25,-0.9618
2017-09-26,-1.8001
2017-09-27,1.9296
2017-09-28,-1.7274
2017-09-29,0.8909
2017-10-02,-0.6205
2017-10-03,1.8492
2017-10-04,2.5701
2017-10-05,0.3908
2017-10-06,0.229
2017-10-09,0.0914
2017-10-10,-1.5293
2017-10-11,2.2021
2017-10-12,-0.5443
2017-10-13,-0.9122
2017-10-16,-0.4603
2017-10-17,0.3699
2017-10-18,0.3225
2017-10-19,0.3904
2017-10-20,0.0915
2017-10-23,-1.1654
2017-10-24,-0.0694
2017-10-25,-3.2855
2017-10-26,0.7656
2017-10-27,-0.1425
2017-10-30,0.0951
2017-10-31,-0.9264
2017-11-01,-0.2637
2017-11-02,-1.2981
2017-11-03,-0.5114
2017-11-06,0.2203
2017-11-07,0.4885
2017-11-08,-0.6077
2017-11-09,-1.0027
2017-11-10,1.334
2017-11-13,1.9746000000000001
2017-11-14,-3.2273
2017-11-15,0.8152
2017-11-16,-0.0735
2017-11-17,1.079
2017-11-20,-0.5337
2017-11-21,0.2195
2017-11-22,-0.6328
2017-11-24,-0.1959
2017-11-27,0.2699
2017-11-28,-0.8811
2017-11-29,0.7654
2017-11-30,-0.098
2017-12-01,3.3113
2017-12-04,1.2583
2017-12-05,0.3283
2017-12-06,-2.3136
2017-12-07,1.3397000000000001
2017-12-08,-0.0472
2017-12-11,0.6849
2017-12-12,0.3753
2017-12-13,-1.1218
2017-12-14,-0.1418
2017-12-15,-5.8225
2017-12-18,0.9047
2017-12-19,-1.345
2017-12-20,-1.0098
2017-12-21,0.306
2017-12-22,1.1187
2017-12-26,0.9806
2017-12-27,-0.7719
2017-12-28,-0.1255
2017-12-29,-0.3518
2018-01-02,-1.9163000000000001
2018-01-03,-0.2057
2018-01-04,2.2411
2018-01-05,0.6299
2018-01-08,-0.2003
2018-01-09,-0.2509
2018-01-10,3.0936
2018-01-11,0.2684
2018-01-12,-0.0973
2018-01-16,-1.6561
2018-01-17,0.3962
2018-01-18,0.7153
2018-01-19,2.1553
2018-01-22,0.5275
2018-01-23,0.9063
2018-01-24,0.3309
2018-01-25,0.9894
2018-01-26,2.4493
2018-01-29,0.9563
2018-01-30,-1.0825
2018-01-31,2.622
2018-02-01,-0.7998
2018-02-02,-0.5599
2018-02-05,-2.7927999999999997
2018-02-06,-0.6024
2018-02-07,-0.0466
2018-02-08,-3.5681000000000003
2018-02-09,-1.0883
2018-02-12,1.0758
2018-02-13,0.0726
2018-02-14,1.9338
2018-02-15,0.0237
2018-02-16,-0.3556
2018-02-20,-0.0238
2018-02-21,-0.476
2018-02-22,-0.2391
2018-02-23,1.3663
2018-02-26,0.2601
2018-02-27,-1.8632
2018-02-28,0.8171
2018-03-01,2.7175000000000002
2018-03-02,-0.1625
2018-03-05,-0.7671
2018-03-06,2.4127
2018-03-07,0.1144
2018-03-08,-0.8225
2018-03-09,0.7141
2018-03-12,-1.1436
2018-03-13,-0.5553
2018-03-14,-0.6282
2018-03-15,-1.077
2018-03-16,0.5444
2018-03-19,-2.048
2018-03-20,0.2644
2018-03-21,1.4142000000000001
2018-03-22,-2.8362
2018-03-23,-0.827
2018-03-26,2.1094
2018-03-27,-2.3541
2018-03-28,0.4428
2018-03-29,0.6613
2018-04-02,-2.2871
2018-04-03,0.7221
2018-04-04,1.7305000000000001
2018-04-05,0.0729
2018-04-06,-0.3885
2018-04-09,0.0975
2018-04-10,-0.6089
2018-04-11,-0.2695
2018-04-12,-0.172
2018-04-13,-1.3537
2018-04-16,0.7984
2018-04-17,0.198
2018-04-18,1.5069
2018-04-19,1.3385
2018-04-20,0.048
2018-04-23,-0.192
2018-04-24,-0.2165
2018-04-25,0.0964
2018-04-26,1.6374
2018-04-27,-0.8055
2018-04-30,-0.2388
2018-05-01,-0.0239
2018-05-02,-1.6284
2018-05-03,1.704
2018-05-04,1.1249
2018-05-07,0.7337
2018-05-08,-1.0573
2018-05-09,2.7784
2018-05-10,1.2015
2018-05-11,0.3196
2018-05-14,1.0014
2018-05-15,0.3831
2018-05-16,2.5814
2018-05-17,-1.0284
2018-05-18,2.6973000000000003
2018-05-21,-0.2153
2018-05-22,-1.2513
2018-05-23,0.284
2018-05-24,-0.3922
2018-05-25,0.6343
2018-05-29,-0.5651
2018-05-30,0.2623
2018-05-31,0.8284
2018-06-01,0.0
2018-06-04,-0.973
2018-06-05,-0.8079
2018-06-06,1.5628
2018-06-07,-0.065
2018-06-08,-0.1735
2018-06-11,-0.7386
2018-06-12,0.4596
2018-06-13,0.2614
2018-06-14,0.7605
2018-06-15,2.5016
2018-06-18,0.6733
2018-06-19,-1.6301
2018-06-20,0.7648
2018-06-21,-3.7529
2018-06-22,1.2486
2018-06-25,-0.5625
2018-06-26,-1.3925
2018-06-27,-2.2948
2018-06-28,2.3939
2018-06-29,-0.6396
2018-07-02,2.242
2018-07-03,-1.1724
2018-07-05,1.7574999999999998
2018-07-06,0.4534
2018-07-09,1.0316
2018-07-10,0.0425
2018-07-11,-0.4253
2018-07-12,0.8755
2018-07-13,0.381
2018-07-16,0.0633
2018-07-17,0.6533
2018-07-18,0.8375
2018-07-19,-0.0208
2018-07-20,0.7061
2018-07-23,-1.5261
2018-07-24,-2.199
2018-07-25,2.3555
2018-07-26,0.3766
2018-07-27,-1.0213
2018-07-30,-0.4843
2018-07-31,-0.2539
2018-08-01,-1.6334
2018-08-02,1.2939
2018-08-03,-0.3619
2018-08-06,0.5769
2018-08-07,-0.1487
2018-08-08,0.2553
2018-08-09,-0.573
2018-08-10,-0.4696
2018-08-13,-0.1072
2018-08-14,-0.7085
2018-08-15,-0.1946
2018-08-16,-0.3033
2018-08-17,0.3694
2018-08-20,-0.0866
2018-08-21,0.26
2018-08-22,-0.0216
2018-08-23,-1.6429
2018-08-24,0.0659
2018-08-27,1.1421000000000001
2018-08-28,-0.1303
2018-08-29,1.609
2018-08-30,-0.0428
2018-08-31,0.0642
2018-09-04,1.3051
2018-09-05,-2.8089
2018-09-06,0.1956
2018-09-07,0.347
2018-09-10,0.9942
2018-09-11,-0.4066
2018-09-12,0.2793
2018-09-13,0.7714
2018-09-14,-0.2339
2018-09-17,-0.7886
2018-09-18,0.623
2018-09-19,-0.6832
2018-09-20,-0.3224
2018-09-21,-0.6254
2018-09-24,-9.2665
2018-09-25,0.9328
2018-09-26,2.2038
2018-09-27,0.1159
2018-09-28,0.6021
2018-10-01,-1.2201
2018-10-02,0.3263
2018-10-03,1.3937
2018-10-04,-0.6873
2018-10-05,-0.9689
2018-10-08,0.4659
2018-10-09,-2.5041
2018-10-10,-2.9013
2018-10-11,-0.4164
2018-10-12,1.3281
2018-10-15,1.6019
2018-10-16,2.7234
2018-10-17,-0.1628
2018-10-18,-0.9317
2018-10-19,-1.2697
2018-10-22,-0.643
2018-10-23,-1.6539000000000001
2018-10-24,-5.6057
2018-10-25,3.0209
2018-10-26,-3.183
2018-10-29,-0.1294
2018-10-30,2.5402
2018-10-31,4.2467
2018-11-01,-0.3152
2018-11-02,-0.6081
2018-11-05,-0.8566
2018-11-06,3.3325
2018-11-07,-1.0272
2018-11-08,-1.7379
2018-11-09,-0.1965
2018-11-12,-1.9444
2018-11-13,1.004
2018-11-14,0.9692
2018-11-15,0.2215
2018-11-16,-1.1051
2018-11-19,-3.7497
2018-11-20,-3.7152
2018-11-21,3.2422
2018-11-23,-0.1038
2018-11-26,-0.0779
2018-11-27,-2.0801
2018-11-28,1.6729
2018-11-29,3.4735
2018-11-30,0.4291
2018-12-03,0.4272
2018-12-04,-2.1021
2018-12-06,-0.1022
2018-12-07,-1.1259000000000001
2018-12-10,1.5528
2018-12-11,-0.0765
2018-12-12,0.8416
2018-12-13,-1.998
2018-12-14,0.1032
2018-12-17,-0.5929
2018-12-18,0.9336
2018-12-19,-3.2631
2018-12-20,-1.6999
2018-12-21,-3.3504
2018-12-24,-0.9505
2018-12-26,2.9354
2018-12-27,0.0
2018-12-28,0.2194
2018-12-31,0.684
2019-01-02,1.6848
2019-01-03,-0.4543
2019-01-04,2.6846
2019-01-07,0.0261
2019-01-08,1.0977999999999999
2019-01-09,-2.1717
2019-01-10,0.3964
2019-01-11,0.0526
2019-01-14,-0.8945
2019-01-15,0.8495
2019-01-16,1.2635
2019-01-17,1.5337
2019-01-18,0.1792
2019-01-22,-3.3734
2019-01-23,0.2116
2019-01-24,-0.132
2019-01-25,2.1934
2019-01-28,-0.2327
2019-01-29,0.3629
2019-01-30,2.3244
2019-01-31,0.4038
2019-02-01,1.7345000000000002
2019-02-04,0.939
2019-02-05,0.3427
2019-02-06,-2.2932
2019-02-07,-1.2235
2019-02-08,0.2275
2019-02-11,-0.1009
2019-02-12,0.9341
2019-02-13,0.2501
2019-02-14,0.6737
2019-02-15,0.9418
2019-02-19,-0.8839
2019-02-20,0.0248
2019-02-21,0.1734
2019-02-22,0.1978
2019-02-25,-0.5922
2019-02-26,-0.4964
2019-02-27,-0.2245
2019-02-28,2.25
2019-03-01,-0.3423
2019-03-04,-1.2758
2019-03-05,0.0
2019-03-06,0.0
2019-03-07,0.2237
2019-03-08,-0.5703
2019-03-11,1.596
2019-03-12,0.7364
2019-03-13,-0.1706
2019-03-14,0.4882
2019-03-15,0.923
2019-03-18,-1.5162
2019-03-19,-0.6354
2019-03-20,-2.4594
2019-03-21,-0.1261
2019-03-22,-1.9944
2019-03-25,-1.1334
2019-03-26,-0.4429
2019-03-27,-0.6281
2019-03-28,0.0527
2019-03-29,0.5001
2019-04-01,2.462
2019-04-02,0.1789
2019-04-03,0.5103
2019-04-04,1.4217
2019-04-05,-0.8761
2019-04-08,-0.0505
2019-04-09,-0.5811
2019-04-10,0.4828
2019-04-11,0.5564
2019-04-12,1.3078
2019-04-15,-1.3902999999999999
2019-04-16,0.2769
2019-04-17,-0.1506
2019-04-18,0.4526
2019-04-22,1.6019999999999999
2019-04-23,0.9362
2019-04-24,-5.0769
2019-04-25,0.5143
2019-04-26,1.6884000000000001
2019-04-29,0.5535
2019-04-30,-0.0751
2019-05-01,0.8763
2019-05-02,-1.2162
2019-05-03,0.9799
2019-05-06,-1.1446
2019-05-07,-2.8693999999999997
2019-05-08,1.2698
2019-05-09,0.3071
2019-05-10,0.9694
2019-05-13,-1.996
2019-05-14,-0.7734
2019-05-15,-0.9353
2019-05-16,-0.1049
2019-05-17,0.1313
2019-05-20,-0.3933
2019-05-21,0.9213
2019-05-22,-1.3041
2019-05-23,-2.1934
2019-05-24,0.2432
2019-05-28,-0.4582
2019-05-29,-0.4603
2019-05-30,-0.2992
2019-05-31,-1.7189999999999999
2019-06-03,-0.3887
2019-06-04,1.087
2019-06-05,-1.3234
2019-06-06,-0.1118
2019-06-07,-0.1678
2019-06-10,1.401
2019-06-11,0.1934
2019-06-12,0.0
2019-06-13,1.572
2019-06-14,-0.9232
2019-06-17,0.7947
2019-06-18,1.3051
2019-06-19,0.8857
2019-06-20,0.2926
2019-06-21,-0.9284
2019-06-24,-0.4284
2019-06-25,-0.1613
2019-06-26,-0.2155
2019-06-27,0.8907
2019-06-28,1.1503
2019-07-01,1.5869
2019-07-02,0.1562
2019-07-03,0.8838
2019-07-05,0.5411
2019-07-08,0.3332
2019-07-09,0.5109
2019-07-10,0.6607
2019-07-11,-0.4797
2019-07-12,0.9132
2019-07-15,-0.1257
2019-07-16,0.151
2019-07-17,-0.7791
2019-07-18,-0.0507
2019-07-19,0.3801
2019-07-22,-0.3534
2019-07-23,-0.1013
2019-07-24,1.9275
2019-07-25,-0.0746
2019-07-26,1.5438
2019-07-29,-1.2506
2019-07-30,1.043
2019-07-31,2.3101
2019-08-01,0.3123
2019-08-02,0.0479
2019-08-05,-3.3988
2019-08-06,0.6442
2019-08-07,0.32
2019-08-08,1.4233
2019-08-09,-1.5727
2019-08-12,-1.6716
2019-08-13,0.225
2019-08-14,-1.5964
2019-08-15,0.1267
2019-08-16,1.5443
2019-08-19,1.0471
2019-08-20,-0.7402
2019-08-21,0.5717
2019-08-22,-0.5932
2019-08-23,-2.4117
2019-08-26,0.9936
2019-08-27,-0.5045
2019-08-28,2.5609
2019-08-29,-0.1978
2019-08-30,0.2973
2019-09-03,-0.5186
2019-09-04,1.6137000000000001
2019-09-05,1.0506
2019-09-06,-0.266
2019-09-09,0.5818
2019-09-10,0.3374
2019-09-11,1.5133
2019-09-12,-0.6626
2019-09-13,-0.3335
2019-09-16,-0.7409
2019-09-17,0.6501
2019-09-18,-0.3349
2019-09-19,-0.9361
2019-09-20,0.0727
2019-09-23,0.0969
2019-09-24,-1.3304
2019-09-25,1.9858
2019-09-26,-0.5288
2019-09-27,-0.0242
2019-09-30,0.4834
2019-10-01,-1.1547
2019-10-02,-0.0243
2019-10-03,1.6553
2019-10-04,0.4071
2019-10-07,-0.1431
2019-10-08,-0.2627
2019-10-09,0.0958
2019-10-10,0.7656
2019-10-11,0.4274
2019-10-14,0.6738
2019-10-15,0.951
2019-10-16,-0.0698
2019-10-17,0.838
2019-10-18,0.0
2019-10-21,-0.1847
2019-10-22,0.0231
2019-10-23,0.9017
2019-10-24,0.0229
2019-10-25,-0.4811
2019-10-28,0.5064
2019-10-29,-0.7787
2019-10-30,0.5309
2019-10-31,3.1228
2019-11-01,1.4919
2019-11-04,0.1097
2019-11-05,0.9204
2019-11-06,-1.5635
2019-11-07,1.1360999999999999
2019-11-08,0.7962
2019-11-11,1.385
2019-11-12,-0.0427
2019-11-13,0.7047
2019-11-14,1.039
2019-11-15,-1.3431
2019-11-18,-0.4893
2019-11-19,0.8978
2019-11-20,-0.7203
2019-11-21,2.0273
2019-11-22,0.0627
2019-11-25,0.0627
2019-11-26,0.2507
2019-11-27,1.5836999999999999
2019-11-29,-0.1026
2019-12-02,-1.1191
2019-12-03,-0.9656
2019-12-04,0.1887
2019-12-05,0.6279
2019-12-06,-0.6864
2019-12-09,-0.6911
2019-12-10,-0.0633
2019-12-11,0.9074
2019-12-12,0.4391
2019-12-13,-0.9161
2019-12-16,-0.4413
2019-12-17,0.1055
2019-12-18,0.0843
2019-12-19,0.4635
2019-12-20,0.9855
2019-12-23,-0.0623
2019-12-24,0.3532
2019-12-26,-0.207
2019-12-27,-0.0622
2019-12-30,-0.7474
2019-12-31,1.1086
2020-01-02,-0.3827
2020-01-03,0.0727
2020-01-06,0.1245
2020-01-07,-0.5803
2020-01-08,0.0417
2020-01-09,-0.0208
2020-01-10,-0.792
2020-01-13,0.6513
2020-01-14,1.8784999999999998
2020-01-15,1.1678
2020-01-16,0.2025
2020-01-17,-0.1011
2020-01-21,-0.263
2020-01-22,0.0811
2020-01-23,0.1013
2020-01-24,-1.0124
2020-01-27,-0.2045
2020-01-28,-0.2869
2020-01-29,-0.2055
2020-01-30,1.2358
2020-01-31,-1.1801
2020-02-03,0.6177
2020-02-04,-0.2046
2020-02-05,0.2871
2020-02-06,-0.2249
2020-02-07,-0.2869
2020-02-10,0.6987
2020-02-11,0.0204
2020-02-12,0.7243
2020-02-13,-0.1317
2020-02-14,0.1014
2020-02-18,-0.1013
2020-02-19,1.0953
2020-02-20,2.187
2020-02-21,-1.1781
2020-02-24,-1.6491
2020-02-25,-1.2525
2020-02-26,-2.8642
2020-02-27,-5.5813
2020-02-28,-0.3569
2020-03-02,1.388
2020-03-03,-1.0819
2020-03-04,3.3482
2020-03-05,-0.4104
2020-03-06,-4.7495
2020-03-09,-7.9918
2020-03-10,4.7513
2020-03-11,-5.4807
2020-03-12,-11.1222
2020-03-13,3.3746
2020-03-16,-21.0827
2020-03-17,4.171
2020-03-18,-22.8657
2020-03-19,22.5225
2020-03-20,-11.3095
2020-03-23,-3.79
2020-03-24,14.2388
2020-03-25,7.4713
2020-03-26,3.5094
2020-03-27,-0.226
2020-03-30,-2.0712
2020-03-31,4.7257
2020-04-01,-5.5854
2020-04-02,0.9358
2020-04-03,-10.2649
2020-04-06,6.9004
2020-04-07,3.4173
2020-04-08,6.0414
2020-04-09,0.8813
2020-04-13,-3.1513
2020-04-14,5.2513
2020-04-15,-3.6731
2020-04-16,-0.1589
2020-04-17,-0.191
2020-04-20,-2.9656000000000002
2020-04-21,-4.4364
2020-04-22,3.2325
2020-04-23,3.2312
2020-04-24,-1.1294
2020-04-27,7.2128
2020-04-28,4.8402
2020-04-29,2.9907
2020-04-30,-4.9619
2020-05-01,-2.9665
2020-05-04,1.3146
2020-05-05,-0.8449
2020-05-06,-2.7389
2020-05-07,-2.597
2020-05-08,6.5853
2020-05-11,-0.9343
2020-05-12,-3.2248
2020-05-13,-4.4954
2020-05-14,1.0862
2020-05-15,3.5493
2020-05-18,5.4089
2020-05-19,1.5179
2020-05-20,-4.5156
2020-05-21,0.5324
2020-05-22,1.1838
2020-05-26,4.1564
2020-05-27,7.5081
2020-05-28,-1.3473
2020-05-29,1.728
2020-06-01,2.3562
2020-06-02,-1.1777
2020-06-03,4.6858
2020-06-04,1.0608
2020-06-05,0.1792
2020-06-08,2.7089
2020-06-09,-3.583
2020-06-10,-3.1226
2020-06-11,-7.6985
2020-06-12,3.29
2020-06-15,2.2632
2020-06-16,1.1202
2020-06-17,-0.8106
2020-06-18,0.8172
2020-06-19,-3.5666
2020-06-22,-0.8966
2020-06-23,0.6503
2020-06-24,-3.5955
2020-06-25,-0.6702
2020-06-26,-5.7202
2020-06-29,4.1693
2020-06-30,3.1063
2020-07-01,1.3035999999999999
2020-07-02,1.5156
2020-07-06,0.0845
2020-07-07,-1.6324
2020-07-08,0.2003
2020-07-09,-3.1411
2020-07-10,-0.3243
2020-07-13,-2.4253
2020-07-14,2.1522
2020-07-15,6.6469000000000005
2020-07-16,-0.8625
2020-07-17,-0.8701
2020-07-20,-0.7928
2020-07-21,-0.9989
2020-07-22,0.7063
2020-07-23,-1.3597000000000001
2020-07-24,-0.5514
2020-07-27,1.459
2020-07-28,-0.4026
2020-07-29,-0.7219
2020-07-30,0.1454
2020-07-31,1.0456
