ticker,MARA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-02-29,-0.9901
2012-03-05,15.0
2012-03-06,0.0
2012-03-19,95.6522
2012-03-20,-37.7778
2012-03-21,39.2857
2012-03-22,-2.5641
2012-03-23,-15.7895
2012-03-26,-3.125
2012-03-27,-9.6774
2012-03-28,7.1429
2012-03-29,0.0
2012-03-30,-6.6667
2012-04-02,10.0
2012-04-03,-9.0909
2012-04-04,-5.0
2012-04-09,-9.7744
2012-04-11,20.8333
2012-04-17,3.4483
2012-04-18,-10.0
2012-04-19,-11.1111
2012-04-20,0.0
2012-04-23,-4.1667
2012-05-02,8.6957
2012-05-04,-8.0
2012-05-08,-13.0435
2012-05-11,1.0
2012-05-14,1.9802
2012-05-15,-1.9417
2012-05-17,-6.9307
2012-05-31,6.383
2012-06-01,-25.0
2012-06-04,33.3333
2012-06-05,-1.0
2012-06-25,-48.4848
2012-06-26,76.4706
2012-07-17,12.2222
2012-08-31,0.0
2012-09-05,-0.9901
2012-09-06,0.0
2012-09-10,-71.0
2012-09-11,244.8276
2012-11-06,0.0
2012-11-08,-49.5
2012-11-09,0.0
2012-11-12,98.0198
2012-12-03,0.0
2012-12-07,0.0
2012-12-18,-49.5
2012-12-19,98.0198
2012-12-24,0.0
2012-12-31,0.0
2013-01-02,-5.0125
2013-01-03,-22.095
2013-01-11,35.1351
2013-01-22,-30.0
2013-01-23,0.0
2013-01-30,34.2857
2013-01-31,-9.5745
2013-02-04,-69.4118
2013-02-05,188.4615
2013-02-06,0.0
2013-02-07,0.0
2013-02-19,13.3333
2013-03-04,-41.1765
2013-03-07,0.0
2013-03-11,0.0
2013-03-14,-2.0
2013-03-15,0.0
2013-03-18,-18.3673
2013-03-20,-25.0
2013-03-21,33.3333
2013-03-22,0.0
2013-03-25,-12.5
2013-03-26,11.4286
2013-03-27,2.5641
2013-03-28,0.0
2013-04-01,-12.4219
2013-04-02,11.3292
2013-04-03,0.0
2013-04-04,2.5641
2013-04-05,-12.5
2013-04-08,0.0
2013-04-09,12.857099999999999
2013-04-11,-13.9241
2013-04-12,11.7647
2013-04-15,-15.7895
2013-04-16,21.875
2013-04-17,0.0
2013-04-18,-12.8205
2013-04-19,11.7647
2013-04-23,-7.8947
2013-04-24,5.7143
2013-04-25,2.7027
2013-04-26,-5.2632
2013-04-29,8.3333
2013-04-30,2.5641
2013-05-01,0.0469
2013-05-02,17.4449
2013-05-03,-5.6383
2013-05-06,2.593
2013-05-07,-1.0989
2013-05-08,2.2222
