ticker,AGEN US Equity
2000-06-26,0.8
2000-06-27,2.3810000000000002
2000-06-28,3.876
2000-06-29,-1.4925
2000-06-30,0.7576
2000-07-03,-1.8797000000000001
2000-07-05,14.1762
2000-07-06,1.7617
2000-07-07,0.2473
2000-07-10,-0.9868
2000-07-11,11.6279
2000-07-12,-5.3571
2000-07-13,-7.5472
2000-07-14,2.7211
2000-07-17,-3.9735
2000-07-18,6.2069
2000-07-19,-9.7403
2000-07-20,3.5971
2000-07-21,-5.2083
2000-07-24,1.8315000000000001
2000-07-25,1.7986
2000-07-26,1.7668
2000-07-27,-4.8611
2000-07-28,-2.9196999999999997
2000-07-31,5.2632
2000-08-01,-3.5714
2000-08-02,-5.9259
2000-08-03,-0.7874
2000-08-04,4.7619
2000-08-07,1.1364
2000-08-08,-4.4944
2000-08-09,-2.7451
2000-08-10,4.8387
2000-08-11,1.1538
2000-08-14,-1.1407
2000-08-15,0.0
2000-08-16,-3.8462
2000-08-17,-0.4
2000-08-18,2.008
2000-08-21,1.9685000000000001
2000-08-22,-1.1583
2000-08-23,-2.3437
2000-08-24,3.2
2000-08-25,1.5504
2000-08-28,-0.3817
2000-08-29,-4.2146
2000-08-30,-0.4
2000-08-31,8.4337
2000-09-01,7.7778
2000-09-05,0.6873
2000-09-06,-5.802
2000-09-07,-1.8115999999999999
2000-09-08,-1.845
2000-09-11,-4.1353
2000-09-12,0.3922
2000-09-13,-0.3906
2000-09-14,-1.5686
2000-09-15,-0.3984
2000-09-18,2.4
2000-09-19,-2.3437
2000-09-20,0.8
2000-09-21,-1.5873
2000-09-22,2.0161
2000-09-25,-2.7668
2000-09-26,-3.6585
2000-09-27,-8.8608
2000-09-28,13.4259
2000-09-29,-3.6734999999999998
2000-10-02,-3.3898
2000-10-03,1.7544
2000-10-04,-0.8621
2000-10-05,-0.8696
2000-10-06,-7.0175
2000-10-09,-1.4151
2000-10-10,-5.2632
2000-10-11,-5.0505
2000-10-12,-9.5745
2000-10-13,8.2353
2000-10-16,-7.0652
2000-10-17,12.2807
2000-10-18,-2.6042
2000-10-19,24.5989
2000-10-20,3.0043
2000-10-23,-5.4167
2000-10-24,-3.0837
2000-10-25,5.0
2000-10-26,4.329
2000-10-27,-5.3942
2000-10-30,4.8246
2000-10-31,0.0
2000-11-01,0.4184
2000-11-02,0.0
2000-11-03,7.0833
2000-11-06,-4.6693
2000-11-07,-2.449
2000-11-08,-2.9289
2000-11-09,-2.5862
2000-11-10,-4.4248
2000-11-13,-9.2593
2000-11-14,13.7755
2000-11-15,-2.2422
2000-11-16,-0.9174
2000-11-17,5.5556
2000-11-20,-7.8947
2000-11-21,1.9048
2000-11-22,-6.0748
2000-11-24,-0.4975
2000-11-27,6.5
2000-11-28,-10.7981
2000-11-29,4.2105
2000-11-30,-2.5253
2000-12-01,3.6269
2000-12-04,-7.0
2000-12-05,37.6344
2000-12-06,-17.5781
2000-12-07,2.3697
2000-12-08,3.7037
2000-12-11,-3.5714
2000-12-12,7.4074
2000-12-13,0.0
2000-12-14,-5.1724
2000-12-15,-4.0909
2000-12-18,6.1611
2000-12-19,7.1429
2000-12-20,-10.8333
2000-12-21,-7.4766
2000-12-22,1.5152
2000-12-26,-1.99
2000-12-27,3.0457
2000-12-28,-6.4039
2000-12-29,-6.8421
2001-01-02,0.0
2001-01-03,11.8644
2001-01-04,2.5253
2001-01-05,-15.2709
2001-01-08,0.0
2001-01-09,2.907
2001-01-10,2.2599
2001-01-11,6.0773
2001-01-12,-4.1667
2001-01-16,3.8043
2001-01-17,14.6597
2001-01-18,-0.4566
2001-01-19,-0.4587
2001-01-22,9.6774
2001-01-23,4.2017
2001-01-24,8.0645
2001-01-25,-4.4776
2001-01-26,-0.7813
2001-01-29,0.7874
2001-01-30,-4.9805
2001-01-31,3.5971
2001-02-01,0.0
2001-02-02,2.3810000000000002
2001-02-05,1.938
2001-02-06,6.4639
2001-02-07,-2.8571
2001-02-08,-0.3676
2001-02-09,-5.5351
2001-02-12,-6.25
2001-02-13,0.4167
2001-02-14,1.2448
2001-02-15,-0.8197
2001-02-16,0.4132
2001-02-20,1.9546999999999999
2001-02-21,-3.1282
2001-02-22,-2.9167
2001-02-23,0.0
2001-02-26,6.4378
2001-02-27,-2.4194
2001-02-28,3.3058
2001-03-01,8.4
2001-03-02,-2.952
2001-03-05,-2.2814
2001-03-06,1.9455
2001-03-07,-0.3817
2001-03-08,-2.682
2001-03-09,-1.1811
2001-03-12,-4.3825
2001-03-13,2.0833
2001-03-14,4.4898
2001-03-15,2.7344
2001-03-16,-5.7034
2001-03-19,-2.8226
2001-03-20,3.7344
2001-03-21,-4.0
2001-03-22,-6.6667
2001-03-23,0.8929
2001-03-26,6.1947
2001-03-27,-2.9167
2001-03-28,-3.8627000000000002
2001-03-29,0.4464
2001-03-30,6.6667
2001-04-02,-2.5
2001-04-03,4.2735
2001-04-04,-6.9672
2001-04-05,-3.9648
2001-04-06,-0.9174
2001-04-09,3.3333
2001-04-10,16.129
2001-04-11,-6.6667
2001-04-12,-0.7937
2001-04-16,-0.6
2001-04-17,-1.6097000000000001
2001-04-18,1.2952
2001-04-19,6.3257
2001-04-20,-4.3671
2001-04-23,2.912
2001-04-24,10.9325
2001-04-25,-4.2318999999999996
2001-04-26,2.3002000000000002
2001-04-27,2.8994
2001-04-30,-0.2875
2001-05-01,0.6344
2001-05-02,-1.9484
2001-05-03,0.2338
2001-05-04,1.0496
2001-05-07,-4.9625
2001-05-08,-2.3679
2001-05-09,5.7836
2001-05-10,1.4109
2001-05-11,-3.4783
2001-05-14,-2.1622
2001-05-15,12.9527
2001-05-16,-2.8261
2001-05-17,-2.5727
2001-05-18,0.3444
2001-05-21,6.6362
2001-05-22,7.8326
2001-05-23,-0.995
2001-05-24,-2.9146
2001-05-25,-0.1035
2001-05-29,-2.8497
2001-05-30,-1.6
2001-05-31,7.3171
2001-06-01,-3.9899
2001-06-04,2.0516
2001-06-05,-1.7526000000000002
2001-06-06,0.5247
2001-06-07,-1.8789
2001-06-08,-2.6064
2001-06-11,8.6838
2001-06-12,-1.407
2001-06-13,-0.6116
2001-06-14,-1.7949000000000002
2001-06-15,1.2533
2001-06-18,-6.3435
2001-06-19,-2.0374
2001-06-20,0.0562
2001-06-21,6.5169
2001-06-22,-3.7975
2001-06-25,3.3443
2001-06-26,-0.2653
2001-06-27,-2.5532
2001-06-28,1.8013
2001-06-29,5.8981
2001-07-02,-4.7089
2001-07-03,0.7439
2001-07-05,-5.2215
2001-07-06,-1.0573
2001-07-09,2.081
2001-07-10,-1.6529
2001-07-11,-3.0812
2001-07-12,0.6358
2001-07-13,1.6657
2001-07-16,1.4123999999999999
2001-07-17,-0.8357
2001-07-18,-1.0674
2001-07-19,-2.3282
2001-07-20,-4.3605
2001-07-23,1.7629000000000001
2001-07-24,-4.3608
2001-07-25,-7.6202
2001-07-26,10.0744
2001-07-27,-1.1057
2001-07-30,0.3727
2001-07-31,0.8663
2001-08-01,1.227
2001-08-02,-2.7879
2001-08-03,4.7382
2001-08-06,2.0833
2001-08-07,-6.7055
2001-08-08,0.0
2001-08-09,3.3125
2001-08-10,2.5972
2001-08-13,0.1809
2001-08-14,-4.3555
2001-08-15,-1.8462
2001-08-16,-0.0627
2001-08-17,1.2547
2001-08-20,-0.2478
2001-08-21,0.6832
2001-08-22,1.1721
2001-08-23,-1.2195
2001-08-24,-1.2346
2001-08-27,0.1875
2001-08-28,0.0624
2001-08-29,0.6858
2001-08-30,-0.8669
2001-08-31,-0.1249
2001-09-04,0.0625
2001-09-05,4.6875
2001-09-06,-2.6866
2001-09-07,-3.3742
2001-09-10,-6.2222
2001-09-17,-11.8483
2001-09-18,-0.0768
2001-09-19,-0.1537
2001-09-20,3.0023
2001-09-21,-10.3139
2001-09-24,8.5833
2001-09-25,-3.2233
2001-09-26,-6.82
2001-09-27,6.383
2001-09-28,2.0
2001-10-01,2.4314
2001-10-02,0.2297
2001-10-03,14.5913
2001-10-04,-4.9333
2001-10-05,1.4025
2001-10-08,-3.0429
2001-10-09,5.4922
2001-10-10,1.9607999999999999
2001-10-11,0.9947
2001-10-12,0.394
2001-10-15,9.6141
2001-10-16,-5.4296
2001-10-17,-3.1546
2001-10-18,0.6515
2001-10-19,0.5825
2001-10-22,2.1236
2001-10-23,-5.419
2001-10-24,-1.3324
2001-10-25,3.9163
2001-10-26,-0.4548
2001-10-29,-3.3943
2001-10-30,-5.3378
2001-10-31,4.2827
2001-11-01,6.7762
2001-11-02,-6.9872
2001-11-05,5.3756
2001-11-06,4.6436
2001-11-07,-3.125
2001-11-08,-4.129
2001-11-09,0.8075
2001-11-12,0.2003
2001-11-13,1.4657
2001-11-14,3.086
2001-11-15,-2.5478
2001-11-16,-3.2026
2001-11-19,3.1734999999999998
2001-11-20,4.712
2001-11-21,-2.375
2001-11-23,1.9846
2001-11-26,3.0132
2001-11-27,-4.0219
2001-11-28,1.1429
2001-11-29,6.6541
2001-11-30,0.412
2001-12-03,-0.3517
2001-12-04,-0.0588
2001-12-05,-1.1772
2001-12-06,1.6080999999999999
2001-12-07,-1.6999
2001-12-10,-1.6099999999999999
2001-12-11,-1.5758
2001-12-12,-1.8473000000000002
2001-12-13,0.3764
2001-12-14,0.0625
2001-12-17,3.0606
2001-12-18,-0.6061
2001-12-19,-1.2195
2001-12-20,0.3086
2001-12-21,3.0769
2001-12-24,4.4776
2001-12-26,2.2857
2001-12-27,-0.2793
2001-12-28,-5.3221
2001-12-31,-2.9586
2002-01-02,-5.5488
2002-01-03,0.9684
2002-01-04,4.5396
2002-01-07,1.4067
2002-01-08,1.5078
2002-01-09,-3.4462
2002-01-10,-3.0769
2002-01-11,-4.7619
2002-01-14,-3.2
2002-01-15,2.2039
2002-01-16,-4.1105
2002-01-17,2.0379
2002-01-18,-6.6804
2002-01-22,-3.321
2002-01-23,0.0
2002-01-24,1.2977
2002-01-25,5.8779
2002-01-28,-5.6228
2002-01-29,1.2821
2002-01-30,-0.2978
2002-01-31,4.1822
2002-02-01,0.4301
2002-02-04,-7.2091
2002-02-05,1.5385
2002-02-06,-4.6212
2002-02-07,-4.2891
2002-02-08,4.9793
2002-02-11,0.0791
2002-02-12,-0.8689
2002-02-13,3.745
2002-02-14,2.3041
2002-02-15,-1.6517
2002-02-19,-9.1603
2002-02-20,1.0924
2002-02-21,-2.3275
2002-02-22,5.1064
2002-02-25,-2.996
2002-02-26,2.6711
2002-02-27,4.065
2002-02-28,1.875
2002-03-01,-1.6871
2002-03-04,3.1201
2002-03-05,2.118
2002-03-06,2.7407
2002-03-07,5.5516
2002-03-08,2.0492
2002-03-11,-0.7363
2002-03-12,-0.2023
2002-03-13,0.3378
2002-03-14,0.0
2002-03-15,1.0101
2002-03-18,-2.1333
2002-03-19,-0.2725
2002-03-20,-1.8443
2002-03-21,2.9228
2002-03-22,0.0676
2002-03-25,-2.973
2002-03-26,0.2786
2002-03-27,-3.4722
2002-03-28,0.6475
2002-04-01,-0.2144
2002-04-02,-0.2149
2002-04-03,-0.9332
2002-04-04,-0.5072
2002-04-05,-3.496
2002-04-08,-4.6038
2002-04-09,1.7405
2002-04-10,3.7325
2002-04-11,-1.4243000000000001
2002-04-12,-1.0646
2002-04-15,2.4596
2002-04-16,-0.5326
2002-04-17,-2.3305
2002-04-18,-0.3861
2002-04-19,-1.0853
2002-04-22,-5.1724
2002-04-23,0.2479
2002-04-24,3.2976
2002-04-25,-1.9234
2002-04-26,-4.9557
2002-04-29,-5.8219
2002-04-30,6.9091000000000005
2002-05-01,-6.4626
2002-05-02,-2.7273
2002-05-03,2.1495
2002-05-06,-4.849
2002-05-07,-0.6731
2002-05-08,8.1317
2002-05-09,-2.8648
2002-05-10,1.3825
2002-05-13,0.4545
2002-05-14,3.1765
2002-05-15,1.7455
2002-05-16,-4.1379
2002-05-17,-1.4388
2002-05-20,-4.0146
2002-05-21,-2.0913
2002-05-22,0.0
2002-05-23,1.165
2002-05-24,-4.0307
2002-05-28,0.0
2002-05-29,3.975
2002-05-30,0.3126
2002-05-31,-3.4516
2002-06-03,-10.3277
2002-06-04,0.2215
2002-06-05,5.0829
2002-06-06,-5.3628
2002-06-07,3.8889
2002-06-10,3.8503
2002-06-11,-6.2822
2002-06-12,0.1099
2002-06-13,-1.2075
2002-06-14,8.0
2002-06-17,1.8519
2002-06-18,0.0
2002-06-19,-7.1717
2002-06-20,-0.9793
2002-06-21,3.956
2002-06-24,2.537
2002-06-25,-2.0619
2002-06-26,2.1053
2002-06-27,0.8247
2002-06-28,0.7157
2002-07-01,-0.7107
2002-07-02,-8.998
2002-07-03,-6.1685
2002-07-05,-0.7305
2002-07-08,-2.4125
2002-07-09,-3.5846999999999998
2002-07-10,-5.2564
2002-07-11,-0.1353
2002-07-12,-5.0136
2002-07-15,13.4094
2002-07-16,9.1824
2002-07-17,-2.8802
2002-07-18,-3.2028
2002-07-19,-12.6225
2002-07-22,10.9397
2002-07-23,-2.7813
2002-07-24,10.5332
2002-07-25,-0.3529
2002-07-26,0.3542
2002-07-29,10.0
2002-07-30,4.2781
2002-07-31,-1.4359
2002-08-01,-8.3247
2002-08-02,-0.1135
2002-08-05,-3.8636
2002-08-06,4.2553
2002-08-07,0.2268
2002-08-08,4.0724
2002-08-09,5.9783
2002-08-12,5.5385
2002-08-13,-6.1224
2002-08-14,8.5921
2002-08-15,-1.8112
2002-08-16,1.6505
2002-08-19,0.6686
2002-08-20,-4.1746
2002-08-21,3.3663
2002-08-22,-1.0536
2002-08-23,-3.2914
2002-08-26,-0.9009
2002-08-27,-6.0606
2002-08-28,-2.2580999999999998
2002-08-29,0.22
2002-08-30,-3.0845
2002-09-03,-6.8977
2002-09-04,-0.6083
2002-09-05,-0.7344
2002-09-06,5.1788
2002-09-09,4.3376
2002-09-10,-1.9101
2002-09-11,0.9164
2002-09-12,-1.8161
2002-09-13,4.0462
2002-09-16,-4.3333
2002-09-17,-0.2323
2002-09-18,0.6985
2002-09-19,-0.4624
2002-09-20,-5.5748999999999995
2002-09-23,-0.0984
2002-09-24,-4.5802
2002-09-25,1.9355
2002-09-26,2.9114
2002-09-27,-3.444
2002-09-30,2.9299
2002-10-01,-3.9604
2002-10-02,2.3196
2002-10-03,2.0151
2002-10-04,-3.4568
2002-10-07,1.1509
2002-10-08,-2.5284
2002-10-09,-11.0117
2002-10-10,0.8599
2002-10-11,2.3121
2002-10-14,9.4633
2002-10-15,2.1935000000000002
2002-10-16,0.5051
2002-10-17,6.7839
2002-10-18,5.8824
2002-10-21,3.7778
2002-10-22,-6.7452
2002-10-23,1.0333
2002-10-24,3.7386
2002-10-25,2.6399
2002-10-28,-0.7471
2002-10-29,0.5376
2002-10-30,1.6042999999999998
2002-10-31,-0.3158
2002-11-01,1.3728
2002-11-04,6.0417
2002-11-05,6.5815
2002-11-06,-0.7373
2002-11-07,0.65
2002-11-08,1.0148
2002-11-11,0.4566
2002-11-12,-1.8182
2002-11-13,-1.5741
2002-11-14,4.7036999999999995
2002-11-15,0.1797
2002-11-18,-0.4484
2002-11-19,-4.7748
2002-11-20,3.122
2002-11-21,2.2936
2002-11-22,4.6637
2002-11-25,0.0857
2002-11-26,-4.1096
2002-11-27,6.875
2002-11-29,1.9215
2002-12-02,-1.7213
2002-12-03,-2.9191000000000003
2002-12-04,0.5155
2002-12-05,-2.9915000000000003
2002-12-06,2.3877
2002-12-09,-0.611
2002-12-10,-6.4935
2002-12-11,0.9259
2002-12-12,0.367
2002-12-13,-2.8336
2002-12-16,4.3744
2002-12-17,0.5047
2002-12-18,-2.4303
2002-12-19,1.1029
2002-12-20,-5.9818
2002-12-23,-1.8565
2002-12-24,2.9557
2002-12-26,1.4354
2002-12-27,-3.3019
2002-12-30,-0.1951
2002-12-31,0.0978
2003-01-02,4.4922
2003-01-03,1.9626000000000001
2003-01-06,7.6994
2003-01-07,-2.2979
2003-01-08,-1.1324
2003-01-09,-6.2555
2003-01-10,0.4699
2003-01-13,1.4967
2003-01-14,1.8433000000000002
2003-01-15,-1.629
2003-01-16,-0.736
2003-01-17,-3.4291
2003-01-21,-2.2073
2003-01-22,-1.5702
2003-01-23,4.3868
2003-01-24,-1.5282
2003-01-27,-2.9098
2003-01-28,-0.1998
2003-01-29,-1.6016
2003-01-30,-2.7976
2003-01-31,-0.157
2003-02-03,-0.6289
2003-02-04,0.3165
2003-02-05,-1.5773000000000001
2003-02-06,-0.9615
2003-02-07,-2.589
2003-02-10,-0.443
2003-02-11,-3.8932
2003-02-12,-2.7778
2003-02-13,-0.3571
2003-02-14,8.6022
2003-02-18,-3.9604
2003-02-19,-5.0401
2003-02-20,0.7238
2003-02-21,-1.3174000000000001
2003-02-24,-5.9466
2003-02-25,-0.3871
2003-02-26,-0.2591
2003-02-27,2.7273
2003-02-28,2.7813
2003-03-03,-7.0725999999999996
2003-03-04,-0.0662
2003-03-05,-1.8542999999999998
2003-03-06,2.5641
2003-03-07,0.9079
2003-03-10,-0.1174
2003-03-11,-1.6971
2003-03-12,-1.0624
2003-03-13,0.0
2003-03-14,-4.2953
2003-03-17,12.202
2003-03-18,3.9352
2003-03-19,2.8285
2003-03-20,0.9357
2003-03-21,4.4032
2003-03-24,-8.99
2003-03-25,4.2683
2003-03-26,1.7544
2003-03-27,2.2989
2003-03-28,-5.2809
2003-03-31,-1.6606999999999998
2003-04-01,0.1206
2003-04-02,3.012
2003-04-03,2.2222
2003-04-04,-5.7208
2003-04-07,-0.4854
2003-04-08,1.2195
2003-04-09,-0.8434
2003-04-10,-1.5796000000000001
2003-04-11,-1.2346
2003-04-14,2.0
2003-04-15,-1.9607999999999999
2003-04-16,2.875
2003-04-17,5.4678
2003-04-21,0.3456
2003-04-22,4.1332
2003-04-23,3.1974
2003-04-24,1.9231
2003-04-25,-3.0398
2003-04-28,8.1081
2003-04-29,0.7
2003-04-30,-2.4826
2003-05-01,1.833
2003-05-02,-0.8
2003-05-05,0.0
2003-05-06,-0.3024
2003-05-07,0.1011
2003-05-08,-1.0101
2003-05-09,0.9184
2003-05-12,-0.2022
2003-05-13,6.383
2003-05-14,8.0
2003-05-15,-1.4990999999999999
2003-05-16,-3.2229
2003-05-19,-0.9251
2003-05-20,-1.0271
2003-05-21,-0.0943
2003-05-22,0.1983
2003-05-23,5.0796
2003-05-27,8.7892
2003-05-28,1.8961000000000001
2003-05-29,-2.9126
2003-05-30,2.25
2003-06-02,8.965
2003-06-03,-1.2715
2003-06-04,0.1515
2003-06-05,5.9758
2003-06-06,11.7059
2003-06-09,-5.2396
2003-06-10,1.8881000000000001
2003-06-11,4.5665
2003-06-12,-0.5063
2003-06-13,-1.7176
2003-06-16,-4.0129
2003-06-17,-4.383
2003-06-18,-9.732
2003-06-19,-11.0938
2003-06-20,5.4482
2003-06-23,-2.675
2003-06-24,-0.6764
2003-06-25,0.6897
2003-06-26,5.3082
2003-06-27,0.1626
2003-06-30,-6.5747
2003-07-01,0.2606
2003-07-02,-0.26
2003-07-03,2.9539999999999997
2003-07-07,5.4852
2003-07-08,2.4
2003-07-09,4.1406
2003-07-10,-1.2753
2003-07-11,-1.5957
2003-07-14,0.5405
2003-07-15,-1.0753
2003-07-16,-4.0373
2003-07-17,-4.0453
2003-07-18,1.3491
2003-07-21,-1.0815
2003-07-22,0.9251
2003-07-23,3.8333
2003-07-24,3.8523
2003-07-25,2.3957
2003-07-28,0.3774
2003-07-29,-0.3759
2003-07-30,-5.283
2003-07-31,0.7968
2003-08-01,-1.502
2003-08-04,-0.0803
2003-08-05,-3.7751
2003-08-06,-7.3456
2003-08-07,0.5405
2003-08-08,-1.4337
2003-08-11,-1.7273
2003-08-12,1.9426
2003-08-13,-2.9038
2003-08-14,-0.7477
2003-08-15,-1.2241
2003-08-18,2.0972
2003-08-19,14.8459
2003-08-20,-0.0813
2003-08-21,9.5199
2003-08-22,0.6686
2003-08-25,-1.4022000000000001
2003-08-26,0.6737
2003-08-27,4.0149
2003-08-28,2.5661
2003-08-29,-1.4565000000000001
2003-09-02,-0.6365
2003-09-03,-7.2598
2003-09-04,0.921
2003-09-05,5.7034
2003-09-08,-0.4317
2003-09-09,0.6503
2003-09-10,-1.0768
2003-09-11,0.8708
2003-09-12,-1.0791
2003-09-15,-1.0909
2003-09-16,2.9412000000000003
2003-09-17,5.3571
2003-09-18,1.6949
2003-09-19,4.4667
2003-09-22,-4.2757
2003-09-23,-2.6667
2003-09-24,-6.7808
2003-09-25,-3.086
2003-09-26,-6.4443
2003-09-29,2.188
2003-09-30,-4.203
2003-10-01,7.5331
2003-10-02,1.8476
2003-10-03,1.2094
2003-10-06,-2.9873
2003-10-07,0.8468
2003-10-08,-3.2061
2003-10-09,2.2871
2003-10-10,-0.2313
2003-10-13,2.0093
2003-10-14,-1.2879
2003-10-15,-2.4559
2003-10-16,-0.0787
2003-10-17,-1.811
2003-10-20,-1.2029
2003-10-21,4.3019
2003-10-22,-4.5837
2003-10-23,-2.8627000000000002
2003-10-24,-2.9387
2003-10-27,-1.8166
2003-10-28,2.6432
2003-10-29,-1.4592
2003-10-30,-0.8711
2003-10-31,-3.8664
2003-11-03,-8.0439
2003-11-04,0.8946
2003-11-05,-1.1823
2003-11-06,2.7916
2003-11-07,1.2609
2003-11-10,-6.4176
2003-11-11,-1.74
2003-11-12,10.2083
2003-11-13,-1.0397
2003-11-14,-7.3543
2003-11-17,-1.9588
2003-11-18,-2.5131
2003-11-19,2.0386
2003-11-20,2.537
2003-11-21,-0.8247
2003-11-24,20.9979
2003-11-25,-1.9759
2003-11-26,3.0675
2003-11-28,4.932
2003-12-01,-2.9173
2003-12-02,4.1736
2003-12-03,-3.766
2003-12-04,-0.9159
2003-12-05,-0.1681
2003-12-08,-1.936
2003-12-09,-3.5279
2003-12-10,-3.5501
2003-12-11,-0.369
2003-12-12,0.6481
2003-12-15,-3.3119
2003-12-16,1.1418
2003-12-17,1.317
2003-12-18,-2.5998
2003-12-19,0.3813
2003-12-22,5.4131
2003-12-23,1.7117
2003-12-24,-1.6829
2003-12-26,-0.3604
2003-12-29,3.5262000000000002
2003-12-30,-1.7467000000000001
2003-12-31,0.8
2004-01-02,1.0582
2004-01-05,-1.2216
2004-01-06,0.1767
2004-01-07,-1.1464
2004-01-08,1.2489
2004-01-09,0.4405
2004-01-12,0.5614
2004-01-13,-1.8667
2004-01-14,1.4222000000000001
2004-01-15,-1.227
2004-01-16,3.1056
2004-01-20,0.6885
2004-01-21,2.5641
2004-01-22,-0.6667
2004-01-23,-1.2584
2004-01-26,3.4834
2004-01-27,-1.7159
2004-01-28,-4.6863
2004-01-29,-2.6292999999999997
2004-01-30,-2.2502
2004-02-02,-0.3683
2004-02-03,-0.5545
2004-02-04,-5.5762
2004-02-05,0.4921
2004-02-06,3.2321
2004-02-09,-1.4231
2004-02-10,1.3474
2004-02-11,0.1899
2004-02-12,0.0
2004-02-13,-1.4218
2004-02-17,-0.3846
2004-02-18,-0.5792
2004-02-19,-1.9417
2004-02-20,0.0
2004-02-23,-1.9802
2004-02-24,-0.6061
2004-02-25,-0.3049
2004-02-26,0.7136
2004-02-27,2.834
2004-03-01,-1.1811
2004-03-02,0.5976
2004-03-03,-1.3860999999999999
2004-03-04,7.0281
2004-03-05,0.6567
2004-03-08,0.7456
2004-03-09,-3.4228
2004-03-10,-2.4904
2004-03-11,0.3929
2004-03-12,2.0548
2004-03-15,-3.0681
2004-03-16,-2.0772
2004-03-17,0.7071
2004-03-18,1.5045
2004-03-19,0.4941
2004-03-22,-3.0482
2004-03-23,-2.6369
2004-03-24,-1.4583
2004-03-25,10.0423
2004-03-26,-1.9212
2004-03-29,3.3301
2004-03-30,2.1801
2004-03-31,-1.1132
2004-04-01,3.94
2004-04-02,3.0686
2004-04-05,0.3503
2004-04-06,-3.1414
2004-04-07,1.1712
2004-04-08,-2.9386
2004-04-12,2.9358
2004-04-13,-2.1390000000000002
2004-04-14,-0.2732
2004-04-15,-1.9178
2004-04-16,1.1173
2004-04-19,1.8416000000000001
2004-04-20,-3.9783
2004-04-21,-4.8023
2004-04-22,1.7804
2004-04-23,-2.9154999999999998
2004-04-26,1.2012
2004-04-27,1.7804
2004-04-28,-1.3605
2004-04-29,2.069
2004-04-30,-7.6255
2004-05-03,4.1797
2004-05-04,-1.003
2004-05-05,-2.6342
2004-05-06,-1.0406
2004-05-07,-1.1567
2004-05-10,-4.2553
2004-05-11,-1.4444
2004-05-12,-0.9019
2004-05-13,0.7964
2004-05-14,0.4515
2004-05-17,0.0
2004-05-18,0.1124
2004-05-19,-0.3367
2004-05-20,-4.2793
2004-05-21,-0.7059
2004-05-24,-3.5545
2004-05-25,3.317
2004-05-26,0.0
2004-05-27,-1.9024999999999999
2004-05-28,-2.1818
2004-06-01,2.2305
2004-06-02,3.6364
2004-06-03,-4.5614
2004-06-04,-0.2451
2004-06-07,0.7371
2004-06-08,-2.9268
2004-06-09,-6.0302
2004-06-10,-2.2727
2004-06-14,-1.5048
2004-06-15,1.9444
2004-06-16,1.2262
2004-06-17,8.21
2004-06-18,-1.2438
2004-06-21,2.3929
2004-06-22,-1.599
2004-06-23,4.375
2004-06-24,1.1976
2004-06-25,1.3018
2004-06-28,-2.6869
2004-06-29,2.1609
2004-06-30,0.5875
