ticker,SCPJ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,-3.3149
2000-01-06,-2.2857
2000-01-07,-2.924
2000-01-10,1.2048
2000-01-18,2.3810000000000002
2000-01-21,1.1628
2000-01-24,2.2989
2000-01-25,0.0
2000-01-26,-6.1798
2000-01-28,1.4969999999999999
2000-01-31,3.5398
2000-02-01,-7.1225
2000-02-10,-2.454
2000-02-11,-2.5157
2000-02-18,0.0
2000-02-22,0.0
2000-02-23,3.871
2000-02-24,-0.6211
2000-02-25,0.0
2000-02-28,-1.875
2000-03-07,1.9108
2000-03-08,2.5
2000-03-10,-4.878
2000-03-13,2.5641
2000-03-14,-1.875
2000-03-15,0.0
2000-03-17,22.293
2000-03-20,3.125
2000-03-21,-2.0202
2000-03-22,2.0619
2000-03-24,0.0
2000-03-28,-2.0202
2000-03-30,-4.1237
2000-03-31,0.0
2000-04-03,1.0753
2000-04-04,2.1277
2000-04-05,0.0
2000-04-06,1.0417
2000-04-10,-2.0619
2000-04-11,-1.0526
2000-04-12,-2.1277
2000-04-13,0.0
2000-04-14,-1.087
2000-04-17,1.6484
2000-04-18,2.1622
2000-04-20,0.0
2000-05-01,-1.5873
2000-05-10,-3.2258
2000-05-12,-1.1111
2000-05-15,-1.9663
2000-05-16,2.2923
2000-05-17,0.0
2000-05-19,3.3613
2000-06-01,-7.8591
2000-06-05,-3.5294
2000-06-06,2.439
2000-06-08,2.3810000000000002
2000-06-14,2.3256
2000-06-20,1.1364
2000-06-21,0.0
2000-06-23,0.5618
2000-06-27,-2.2346
2000-06-29,-2.2857
2000-06-30,4.6784
2000-07-05,-2.2346
2000-07-06,2.2857
2000-07-10,0.0
2000-07-12,0.0
2000-07-13,2.2346
2000-07-14,-4.918
2000-07-17,-1.1494
2000-07-19,-1.1628
2000-07-25,-2.3529
2000-07-26,2.4096
2000-07-28,2.3529
2000-07-31,2.0115
2000-08-01,3.662
2000-08-02,2.1739
2000-08-03,7.9787
2000-08-04,0.0
2000-08-08,1.4778
2000-08-09,0.4854
2000-08-10,1.9324
2000-08-14,1.8957000000000002
2000-08-16,1.8605
2000-08-18,-4.7945
2000-08-23,1.9184999999999999
2000-08-24,-1.8824
2000-08-25,0.0
2000-08-28,1.9184999999999999
2000-08-29,3.5294
2000-08-30,-6.8182
2000-09-01,-1.4634
2000-09-06,-1.9802
2000-09-07,0.0
2000-09-11,-4.0404
2000-09-18,0.0
2000-09-19,-4.2105
2000-09-20,-4.9451
2000-09-21,1.7341
