ticker,MTOR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-07-11,-0.722
2000-07-12,-2.9091
2000-07-13,-2.6217
2000-07-14,-1.9231
2000-07-17,0.0
2000-07-18,-3.1373
2000-07-19,-3.2389
2000-07-20,1.2551999999999999
2000-07-21,0.4132
2000-07-24,2.0576
2000-07-25,0.8065
2000-07-26,-5.2
2000-07-27,-0.8439
2000-07-28,3.4043
2000-07-31,2.8807
2000-08-01,-0.8
2000-08-02,6.0484
2000-08-03,11.0266
2000-08-04,-3.4247
2000-08-07,1.0638
2000-08-08,0.7018
2000-08-09,0.3484
2000-08-10,-0.1667
2000-08-11,2.1127
2000-08-14,0.3448
2000-08-15,-0.6873
2000-08-16,2.0761
2000-08-17,-0.339
2000-08-18,-0.3401
2000-08-21,-3.0717
2000-08-22,-2.8169
2000-08-23,3.9855
2000-08-24,-0.3484
2000-08-25,-5.2448
2000-08-28,-0.369
2000-08-29,2.2222
2000-08-30,-2.1739
2000-08-31,-2.2222
2000-09-01,0.3788
2000-09-05,1.1320999999999999
2000-09-06,4.8507
2000-09-07,2.1352
2000-09-08,-0.6969
2000-09-11,-0.3509
2000-09-12,-3.169
2000-09-13,-1.8182
2000-09-14,-0.7407
2000-09-15,-14.1791
2000-09-18,0.4348
2000-09-19,-2.5974
2000-09-20,0.4444
2000-09-21,-0.4425
2000-09-22,-0.8889
2000-09-25,-0.8969
2000-09-26,1.3575
2000-09-27,-0.8929
2000-09-28,4.0541
2000-09-29,1.7316
2000-10-02,4.6809
2000-10-03,2.439
2000-10-04,1.9841
2000-10-05,-0.7782
2000-10-06,-4.3137
2000-10-09,1.6393
2000-10-10,-0.4032
2000-10-11,-4.0486
2000-10-12,0.0
2000-10-13,2.5316
2000-10-16,0.823
2000-10-17,0.0
2000-10-18,-0.4082
2000-10-19,0.0
2000-10-20,0.0
2000-10-23,0.8197
2000-10-24,-1.626
2000-10-25,3.719
2000-10-26,1.992
2000-10-27,1.5625
2000-10-30,3.8462
2000-10-31,-0.7407
2000-11-01,-2.9851
2000-11-02,-0.7692
2000-11-03,-1.1628
2000-11-06,-1.5686
2000-11-07,-0.7968
2000-11-08,-3.2129
2000-11-09,-0.4149
2000-11-10,-1.25
2000-11-13,-2.5316
2000-11-14,-3.4632
2000-11-15,0.0
2000-11-16,-1.1121
2000-11-17,0.0
2000-11-20,1.8433000000000002
2000-11-21,1.3575
2000-11-22,-2.2321
2000-11-24,1.3699
2000-11-27,-0.9009
2000-11-28,-2.7273
