ticker,VYST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-12-14,0.0
2009-12-15,25.0
2009-12-16,28.0
2009-12-18,28.125
2009-12-21,2.439
2009-12-22,-9.5238
2009-12-23,10.526299999999999
2009-12-28,0.0
2009-12-29,-4.7619
2009-12-30,0.5
2009-12-31,4.4776
2010-01-04,-3.3333
2010-01-05,0.0
2010-01-06,-0.9852
2010-01-07,0.995
2010-01-08,-2.9557
2010-01-11,-1.0152
2010-01-12,-2.5641
2010-01-13,0.0
2010-01-14,-10.0
2010-01-15,2.3392
2010-01-19,0.0
2010-01-20,0.0
2010-01-21,-14.2857
2010-01-22,23.3333
2010-01-26,-5.4054
2010-01-27,2.8571
2010-01-28,-8.8889
2010-01-29,0.6098
2010-02-03,-9.0909
2010-02-04,0.0
2010-02-08,16.6667
2010-02-09,0.0
2010-02-10,-2.8571
2010-02-11,1.1764999999999999
2010-02-16,-12.7907
2010-02-18,0.0
2010-02-19,-9.3333
2010-02-22,-7.3529
2010-02-24,19.0476
2010-02-25,0.0
2010-03-02,0.0
2010-03-03,16.6667
2010-03-04,10.857099999999999
2010-03-05,-12.3711
2010-03-08,0.0
2010-03-09,-8.8235
2010-03-10,0.0
2010-03-11,1.2903
2010-03-12,5.0955
2010-03-15,0.0
2010-03-17,0.0
2010-03-18,-9.0909
2010-03-19,0.0
2010-03-22,10.0
2010-03-23,0.0
2010-03-24,0.0
2010-03-26,0.0
2010-03-29,-3.0303
2010-03-31,0.0
2010-04-01,-5.625
2010-04-05,2.649
2010-04-06,9.6774
2010-04-07,-0.5882
2010-04-08,0.5917
2010-04-09,-8.8235
2010-04-12,12.9032
2010-04-13,-11.4286
2010-04-14,6.4516
2010-04-19,0.0
2010-04-20,0.0
2010-04-21,-6.0606
2010-04-22,3.2258
2010-04-23,-3.125
2010-04-26,-2.5806
2010-04-27,2.649
2010-04-28,0.0
2010-04-29,-1.9355
2010-04-30,5.2632
2010-05-03,-6.25
2010-05-04,-3.3333
2010-05-05,0.0
2010-05-06,0.0
2010-05-07,-4.1379
2010-05-10,0.0
2010-05-11,0.0
2010-05-12,0.0
2010-05-13,0.0
2010-05-14,0.7194
2010-05-17,-0.7143
2010-05-18,0.7194
2010-05-24,-17.1429
2010-05-25,12.069
2010-05-26,-6.1538
2010-05-27,27.0492
2010-05-28,0.0
2010-06-01,3.2258
2010-06-02,-1.5625
2010-06-03,-0.3095
2010-06-04,-14.0196
2010-06-07,3.7037
2010-06-08,17.8571
2010-06-09,0.0
