ticker,OVID US Equity
2017-09-22,-2.3095
2017-09-25,1.5366
2017-09-26,-1.1641
2017-09-27,3.4158
2017-09-28,-2.164
2017-09-29,-0.2328
2017-10-02,0.4667
2017-10-03,0.3484
2017-10-04,-0.3472
2017-10-05,0.1161
2017-10-06,-2.7842000000000002
2017-10-09,0.5967
2017-10-10,8.4223
2017-10-11,1.0941
2017-10-12,0.0
2017-10-13,-4.9784
2017-10-16,-0.3417
2017-10-17,-0.3429
2017-10-18,-5.6193
2017-10-19,-10.0851
2017-10-20,0.0
2017-10-23,-5.4054
2017-10-24,-9.857099999999999
2017-10-25,-3.0111
2017-10-26,2.1242
2017-10-27,5.28
2017-10-30,-3.1915
2017-10-31,1.7268
2017-11-01,0.463
2017-11-02,9.063
2017-11-03,9.0141
2017-11-06,14.2119
2017-11-07,-12.1041
2017-11-08,0.9009
2017-11-09,-5.102
2017-11-10,21.371
2017-11-13,6.9767
2017-11-14,-2.2774
2017-11-15,0.4237
2017-11-16,-0.5274
2017-11-17,2.2269
2017-11-20,-0.2075
2017-11-21,1.2474
2017-11-22,15.0924
2017-11-24,-4.3711
2017-11-27,0.653
2017-11-28,-0.7414
2017-11-29,4.6685
2017-11-30,9.8127
2017-12-01,-6.4175
2017-12-04,-5.5122
2017-12-05,1.7915
2017-12-06,2.9783
2017-12-07,4.9956
2017-12-08,-2.0033
2017-12-11,-10.9881
2017-12-12,-1.1482999999999999
2017-12-13,0.8712
2017-12-14,-0.2879
2017-12-15,-6.4485
2017-12-18,-4.4239
2017-12-19,7.2121
2017-12-20,0.1004
2017-12-21,0.1003
2017-12-22,-0.6012
2017-12-26,0.9073
2017-12-27,-0.4995
2017-12-28,0.2008
2017-12-29,-1.1022
2018-01-02,-0.6079
2018-01-03,-1.3252
2018-01-04,0.1033
2018-01-05,-0.516
2018-01-08,-9.2324
2018-01-09,5.1429
2018-01-10,3.3696
2018-01-11,3.2597
2018-01-12,-3.055
2018-01-16,-8.4034
2018-01-17,4.9312000000000005
2018-01-18,-2.7321999999999997
2018-01-19,3.1461
2018-01-22,3.4858000000000002
2018-01-23,-1.7894999999999999
2018-01-24,-6.4309
2018-01-25,-0.3436
2018-01-26,2.2989
2018-01-29,-6.2921
2018-01-30,-0.2398
2018-01-31,2.1635
2018-02-01,3.8824
2018-02-02,-4.8698
2018-02-05,-4.7619
2018-02-06,-1.25
2018-02-07,-6.4557
2018-02-08,-8.931000000000001
2018-02-09,1.0401
2018-02-12,3.5294
2018-02-13,-2.0597
2018-02-14,3.5533
2018-02-15,-1.5406
2018-02-16,0.1422
2018-02-20,-0.142
2018-02-21,-2.8449999999999998
2018-02-22,1.6105
2018-02-23,-1.0086
2018-02-26,-1.1645
2018-02-27,-3.8292
2018-02-28,0.9188
2018-03-01,4.7041
2018-03-02,5.5072
2018-03-05,1.0989
2018-03-06,5.2989
2018-03-07,1.2903
2018-03-08,1.9108
2018-03-09,6.125
2018-03-12,-1.8846
2018-03-13,-0.6002
2018-03-14,1.3285
2018-03-15,3.0989
2018-03-16,0.0
2018-03-19,-1.7341
2018-03-20,-8.4706
2018-03-21,0.8997
2018-03-22,4.7134
2018-03-23,-6.326
2018-03-26,-2.3377
2018-03-27,-4.5213
2018-03-28,-1.2535
2018-03-29,-0.2821
2018-04-02,-12.8713
2018-04-03,1.9481000000000002
2018-04-04,9.0764
2018-04-05,19.854
2018-04-06,-2.6797
2018-04-09,-1.8773
2018-04-10,11.2245
2018-04-11,2.1789
2018-04-12,0.5612
2018-04-13,1.2277
2018-04-16,2.9768
2018-04-17,3.9615
2018-04-18,0.103
2018-04-19,4.321
2018-04-20,-1.5779
2018-04-23,0.7014
2018-04-24,-0.6965
2018-04-25,-3.006
2018-04-26,3.5124
2018-04-27,-3.992
2018-04-30,-1.4553
2018-05-01,1.5823
2018-05-02,0.2077
2018-05-03,-5.0777
2018-05-04,-2.8384
2018-05-07,0.7865
2018-05-08,-0.223
2018-05-09,5.0279
2018-05-10,-4.2553
2018-05-11,-2.2222
2018-05-14,1.8182
2018-05-15,-1.3393
2018-05-16,-0.6787
2018-05-17,2.0501
2018-05-18,-2.567
2018-05-21,-5.1546
2018-05-22,0.6039
2018-05-23,-2.1609
2018-05-24,-5.8896
2018-05-25,-0.2608
2018-05-29,1.0458
2018-05-30,0.0
2018-05-31,2.0699
2018-06-01,3.0418
2018-06-04,-1.476
2018-06-05,2.7466
2018-06-06,5.9538
2018-06-07,-6.8807
2018-06-08,-0.4926
2018-06-11,4.5792
2018-06-12,1.0651
2018-06-13,-4.5667
2018-06-14,-1.1043
2018-06-15,0.3722
2018-06-18,-0.2472
2018-06-19,1.487
2018-06-20,6.2271
2018-06-21,-6.3218
2018-06-22,3.8037
2018-06-25,-1.0638
2018-06-26,-1.1947
2018-06-27,-3.2648
2018-06-28,-1.0
2018-06-29,-1.5152
2018-07-02,4.359
2018-07-03,2.5799
2018-07-05,3.9520999999999997
2018-07-06,6.3364
2018-07-09,4.8754
2018-07-10,-3.5124
2018-07-11,2.3555
2018-07-12,4.0795
2018-07-13,10.5528
2018-07-16,-6.5455
2018-07-17,1.1673
2018-07-18,2.6923
2018-07-19,-0.9363
2018-07-20,1.4178
2018-07-23,-2.5163
2018-07-24,-2.6769
2018-07-25,-0.3929
2018-07-26,-5.0296
2018-07-27,0.0
2018-07-30,5.1921
2018-07-31,-1.4808
2018-08-01,-1.1022
2018-08-02,-1.0132
2018-08-03,-2.5589
2018-08-06,-36.1345
2018-08-07,-6.7434
2018-08-08,6.1728
2018-08-09,0.0
2018-08-10,2.3256
2018-08-13,-1.6234
2018-08-14,8.0858
2018-08-15,-0.3053
2018-08-16,0.6126
2018-08-17,4.5662
2018-08-20,-3.9301
2018-08-21,0.4545
2018-08-22,-1.0558
2018-08-23,-1.5244
2018-08-24,2.1672
2018-08-27,-3.0303
2018-08-28,3.2813
2018-08-29,-0.5295
2018-08-30,-1.2928
2018-08-31,2.7735
2018-09-04,-1.1994
2018-09-05,-3.9454000000000002
2018-09-06,-3.6334999999999997
2018-09-07,-1.4754
2018-09-10,0.8319
2018-09-11,3.1353
2018-09-12,-2.24
2018-09-13,-0.491
2018-09-14,-4.7697
2018-09-17,1.5544
2018-09-18,1.0204
2018-09-19,-1.3468
2018-09-20,1.5358
2018-09-21,-5.8824
2018-09-24,6.4286
2018-09-25,-5.0336
2018-09-26,3.1802
2018-09-27,0.5137
2018-09-28,-3.4072
2018-10-01,0.8818
2018-10-02,-5.0699
2018-10-03,7.3665
2018-10-04,-1.8868
2018-10-05,-0.6993
2018-10-08,5.1056
2018-10-09,-1.1724999999999999
2018-10-10,1.1864
2018-10-11,0.1675
2018-10-12,0.5017
2018-10-15,-3.3278
2018-10-16,3.9587
2018-10-17,9.2715
2018-10-18,-11.0606
2018-10-19,4.9404
2018-10-22,-2.7597
2018-10-23,-0.6678
2018-10-24,-9.5798
2018-10-25,1.8587
2018-10-26,-0.5474
2018-10-29,-4.4037
2018-10-30,-5.5662
2018-10-31,4.2683
2018-11-01,10.3314
2018-11-02,-1.9435
2018-11-05,-1.2612999999999999
2018-11-06,-0.7299
2018-11-07,2.9412000000000003
2018-11-08,-0.7143
2018-11-09,-7.3741
2018-11-12,-7.767
2018-11-13,8.6316
2018-11-14,-11.6279
2018-11-15,-1.0965
2018-11-16,1.7738
2018-11-19,-9.3682
2018-11-20,-3.125
2018-11-21,1.2407
2018-11-23,3.6765
2018-11-26,-3.5461
2018-11-27,-4.4118
2018-11-28,4.1026
2018-11-29,-0.9852
2018-11-30,0.2488
2018-12-03,0.9926
2018-12-04,-14.2506
2018-12-06,-2.5788
2018-12-07,0.2941
2018-12-10,-2.6393
2018-12-11,-3.9157
2018-12-12,-3.7618
2018-12-13,-1.9544000000000001
2018-12-14,-0.3322
2018-12-17,-0.3333
2018-12-18,-2.0067
2018-12-19,-6.8259
2018-12-20,-2.5641
2018-12-21,-0.3759
2018-12-24,2.2641999999999998
2018-12-26,-2.583
2018-12-27,-4.5455
2018-12-28,-1.1905000000000001
2018-12-31,-2.8112
2019-01-02,11.5702
2019-01-03,-1.8519
2019-01-04,11.6981
2019-01-07,2.3649
2019-01-08,5.6106
2019-01-09,-3.125
2019-01-10,2.9032
2019-01-11,8.1505
2019-01-14,-5.7971
2019-01-15,2.7692
2019-01-16,2.3952
2019-01-17,0.731
2019-01-18,3.193
2019-01-22,-1.8284
2019-01-23,-5.1576
2019-01-24,-1.5106000000000002
2019-01-25,0.3067
2019-01-28,-2.1407
2019-01-29,0.3125
2019-01-30,-0.6231
2019-01-31,-11.2853
2019-02-01,7.4205
2019-02-04,-4.9342
2019-02-05,-11.4187
2019-02-06,2.7344
2019-02-07,0.0
2019-02-08,-1.5209000000000001
2019-02-11,-1.1583
2019-02-12,2.3438
2019-02-13,-5.7252
2019-02-14,-6.8826
2019-02-15,8.6957
2019-02-19,2.8
2019-02-20,-28.0156
2019-02-21,-2.1622
2019-02-22,4.4199
2019-02-25,2.1164
2019-02-26,6.2176
2019-02-27,0.4878
2019-02-28,0.0
2019-03-01,-1.4563
2019-03-04,1.4778
2019-03-05,-1.4563
2019-03-06,-2.4631
2019-03-07,0.5051
2019-03-08,-2.5126
2019-03-11,0.0
2019-03-12,3.0928
2019-03-13,-1.0
2019-03-14,-3.0303
2019-03-15,-0.5208
2019-03-18,2.0942
2019-03-19,1.0256
2019-03-20,-3.5533
2019-03-21,2.6316
2019-03-22,-3.0769
2019-03-25,-1.0582
2019-03-26,-4.8128
2019-03-27,2.2472
2019-03-28,-1.0989
2019-03-29,-1.6667
2019-04-01,-0.565
2019-04-02,10.2273
2019-04-03,-1.0309
2019-04-04,-3.125
2019-04-05,0.0
2019-04-08,1.0753
2019-04-09,-0.5319
2019-04-10,-1.0695000000000001
2019-04-11,-0.5405
2019-04-12,-0.5435
2019-04-15,0.0
2019-04-16,0.0
2019-04-17,-2.1858
2019-04-18,-1.1173
2019-04-22,1.6949
2019-04-23,8.8889
2019-04-24,-0.5102
2019-04-25,0.0
2019-04-26,-1.0256
2019-04-29,6.2176
2019-04-30,-0.4878
2019-05-01,-9.3137
2019-05-02,-3.2432
2019-05-03,2.2346
2019-05-06,16.9399
2019-05-07,-11.6822
2019-05-08,-2.6455
2019-05-09,-7.0652
2019-05-10,0.0
2019-05-13,-2.924
2019-05-14,0.0
2019-05-15,4.8193
2019-05-16,0.5747
2019-05-17,0.0
2019-05-20,-1.1429
2019-05-21,-0.578
2019-05-22,-4.6512
2019-05-23,0.6098
2019-05-24,3.0303
2019-05-28,-5.2941
2019-05-29,4.9689
2019-05-30,-5.9172
2019-05-31,0.6289
2019-06-03,5.0
2019-06-04,0.0
2019-06-05,-4.7619
2019-06-06,0.625
2019-06-07,-0.6211
2019-06-10,3.125
2019-06-11,-0.6061
2019-06-12,0.0
2019-06-13,6.0976
2019-06-14,1.7241
2019-06-17,-4.5198
2019-06-18,14.2012
2019-06-19,-7.772
2019-06-20,5.618
2019-06-21,-3.7234
2019-06-24,-2.7624
2019-06-25,3.4091
2019-06-26,-2.1978
2019-06-27,3.3708
2019-06-28,0.5435
2019-07-01,24.8649
2019-07-02,9.0909
2019-07-03,2.7778
2019-07-05,4.6332
2019-07-08,0.0
2019-07-09,0.0
2019-07-10,3.321
2019-07-11,-1.0714
2019-07-12,-7.5812
2019-07-15,0.3906
2019-07-16,-7.7821
2019-07-17,-5.4852
2019-07-18,8.9286
2019-07-19,-3.6885
2019-07-22,-6.383
2019-07-23,-1.3636
2019-07-24,1.3825
2019-07-25,-4.0909
2019-07-26,0.4739
2019-07-29,-1.4151
2019-07-30,0.4785
2019-07-31,-2.8571
2019-08-01,0.9804
2019-08-02,-2.9126
2019-08-05,-4.5
2019-08-06,1.5707
2019-08-07,-1.5464
2019-08-08,-0.5236
2019-08-09,-1.0526
2019-08-12,-2.1277
2019-08-13,7.6087
2019-08-14,-5.5556
2019-08-15,-0.5348
2019-08-16,3.7634
2019-08-19,9.8446
2019-08-20,1.4151
2019-08-21,0.4651
2019-08-22,-5.5556
2019-08-23,-5.8824
2019-08-26,1.5625
2019-08-27,-3.5897
2019-08-28,-4.7872
2019-08-29,0.5587
2019-08-30,-1.6667
2019-09-03,-0.565
2019-09-04,13.0682
2019-09-05,-4.0201
2019-09-06,13.6126
2019-09-09,-1.3825
2019-09-10,11.215
2019-09-11,6.3025
2019-09-12,-2.3715
2019-09-13,-3.6437
2019-09-16,4.6218
2019-09-17,-5.2209
2019-09-18,-4.2373
2019-09-19,-0.4425
2019-09-20,-0.4444
2019-09-23,10.267900000000001
2019-09-24,25.5061
2019-09-25,13.2258
2019-09-26,-3.9886
2019-09-27,-8.3086
2019-09-30,4.8544
2019-10-01,-2.1605
2019-10-02,-1.2618
2019-10-03,4.4728
2019-10-04,-26.7584
2019-10-07,0.2088
2019-10-08,1.6667
2019-10-09,-10.2459
2019-10-10,-2.7397
2019-10-11,7.5117
2019-10-14,4.8035
2019-10-15,-0.4167
2019-10-16,-0.8368
2019-10-17,0.8439
2019-10-18,-3.3473
2019-10-21,-6.9264
2019-10-22,3.7209
2019-10-23,-2.2422
2019-10-24,-4.5872
2019-10-25,0.9615
2019-10-28,6.6667
2019-10-29,-0.4464
2019-10-30,0.8969
2019-10-31,2.6667
2019-11-01,6.4935
2019-11-04,15.0407
2019-11-05,-3.8869
2019-11-06,-4.0441
2019-11-07,-0.3831
2019-11-08,-1.9231
2019-11-11,0.3922
2019-11-12,-3.5156
2019-11-13,-1.6194
2019-11-14,4.5267
2019-11-15,1.9685000000000001
2019-11-18,6.5637
2019-11-19,4.7101
2019-11-20,-6.2284
2019-11-21,-1.107
2019-11-22,4.4776
2019-11-25,8.9286
2019-11-26,2.2951
2019-11-27,19.2308
2019-11-29,14.5161
2019-12-02,-0.7042
2019-12-03,-5.2009
2019-12-04,0.2494
2019-12-05,-0.7463
2019-12-06,0.5013
2019-12-09,0.4988
2019-12-10,7.196
2019-12-11,-3.9352
2019-12-12,-1.2048
2019-12-13,-1.7073
2019-12-16,2.9777
2019-12-17,7.2289
2019-12-18,-0.6742
2019-12-19,-1.1312
2019-12-20,3.4325
2019-12-23,5.9735
2019-12-24,5.6367
2019-12-26,-2.7668
2019-12-27,-6.3008
2019-12-30,-5.423
2019-12-31,-4.8165
2020-01-02,-1.2048
2020-01-03,-5.3659
2020-01-06,1.0309
2020-01-07,5.102
2020-01-08,-2.1845
2020-01-09,0.4963
2020-01-10,-4.9383
2020-01-13,-9.3506
2020-01-14,3.1519
2020-01-15,0.8333
2020-01-16,7.438
2020-01-17,1.5385
2020-01-21,-2.7778
2020-01-22,0.2597
2020-01-23,-5.4404
2020-01-24,-2.7397
2020-01-27,-3.3803
2020-01-28,-1.4577
2020-01-29,6.213
2020-01-30,-4.4568
2020-01-31,4.9563
2020-02-03,1.1111
2020-02-04,0.2747
2020-02-05,9.3151
2020-02-06,-1.2530999999999999
2020-02-07,-2.7919
2020-02-10,-1.0444
2020-02-11,4.7493
2020-02-12,9.5718
2020-02-13,-5.0575
2020-02-14,-7.5061
2020-02-18,-0.7853
2020-02-19,-4.4855
2020-02-20,0.8287
2020-02-21,-3.0137
2020-02-24,-2.2599
2020-02-25,-5.7803
2020-02-26,-0.9202
2020-02-27,-3.4056
2020-02-28,5.1282
2020-03-02,1.5244
2020-03-03,-4.5045
2020-03-04,11.0063
2020-03-05,-0.8499
2020-03-06,-9.7143
2020-03-09,-7.5949
2020-03-10,5.4795
2020-03-11,-12.987
2020-03-12,-16.0448
2020-03-13,0.0
2020-03-16,-6.2222
2020-03-17,12.7962
2020-03-18,-14.7059
2020-03-19,6.4039
2020-03-20,6.0185
2020-03-23,5.6769
2020-03-24,4.1322
2020-03-25,3.5714
2020-03-26,9.1954
2020-03-27,1.4035
2020-03-30,-0.346
2020-03-31,3.4722
2020-04-01,-10.4027
2020-04-02,7.8652
2020-04-03,-3.8194
2020-04-06,3.2491
2020-04-07,-2.4476
2020-04-08,1.4337
2020-04-09,0.3534
2020-04-13,10.9155
2020-04-14,10.4762
2020-04-15,-2.5862
2020-04-16,2.3599
2020-04-17,-2.0173
2020-04-20,1.7647
2020-04-21,-8.0925
2020-04-22,6.9182
2020-04-23,-1.1764999999999999
2020-04-24,1.4881
2020-04-27,5.8651
2020-04-28,1.662
2020-04-29,4.0872
2020-04-30,-4.712
2020-05-01,-8.7912
2020-05-04,5.7229
2020-05-05,4.2735
2020-05-06,0.5464
2020-05-07,-4.3478
2020-05-08,4.2614
2020-05-11,7.3568999999999996
2020-05-12,3.2995
2020-05-13,2.7027
2020-05-14,-1.6745999999999999
2020-05-15,0.0
2020-05-18,1.4599
2020-05-19,6.4748
2020-05-20,6.982
2020-05-21,7.1579
2020-05-22,14.9312
2020-05-26,14.359
2020-05-27,-14.3498
2020-05-28,-8.2897
2020-05-29,1.8077999999999999
2020-06-01,-0.1869
2020-06-02,3.5581
2020-06-03,-3.9783
2020-06-04,2.4482
2020-06-05,-2.7574
2020-06-08,2.8355
2020-06-09,-1.4706000000000001
2020-06-10,2.2388
2020-06-11,-11.8613
2020-06-12,8.6957
2020-06-15,8.0
2020-06-16,-3.4392
2020-06-17,-0.8219
2020-06-18,35.7274
2020-06-19,0.4071
2020-06-22,-1.7568000000000001
2020-06-23,-3.1637
2020-06-24,12.358
2020-06-25,-0.2528
2020-06-26,-2.2814
2020-06-29,-0.3891
2020-06-30,-4.0365
2020-07-01,-0.8141
2020-07-02,-1.6416
2020-07-06,-0.5563
2020-07-07,4.3357
2020-07-08,4.9597999999999995
2020-07-09,-0.2554
2020-07-10,-4.3534
2020-07-13,-6.2918
2020-07-14,5.5714
2020-07-15,-0.5413
2020-07-16,-1.9048
2020-07-17,0.8322
2020-07-20,1.5131000000000001
2020-07-21,-2.439
2020-07-22,-1.8056
2020-07-23,-2.6874000000000002
2020-07-24,-3.7791
2020-07-27,2.8701
2020-07-28,-5.7269
2020-07-29,-1.5575999999999999
2020-07-30,4.4304
2020-07-31,-2.2727
