ticker,VTVT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-07-30,-27.4
2015-07-31,-8.1726
2015-08-03,0.0
2015-08-04,0.4
2015-08-05,-0.3984
2015-08-06,-5.0
2015-08-07,-6.2105
2015-08-10,-5.3872
2015-08-11,-6.5243
2015-08-12,-2.2843
2015-08-13,3.8961
2015-08-14,0.375
2015-08-17,11.7061
2015-08-18,11.7057
2015-08-19,0.5988
2015-08-20,-1.5377
2015-08-21,-10.8312
2015-08-24,-0.113
2015-08-25,-5.0905
2015-08-26,6.913
2015-08-27,-0.6689
2015-08-28,5.7239
2015-08-31,-7.431
2015-09-01,2.867
2015-09-02,0.0
2015-09-03,5.9086
2015-09-04,-1.8947
2015-09-08,3.4335
2015-09-09,-4.3568
2015-09-10,-2.82
2015-09-11,2.7902
2015-09-14,-1.4115
2015-09-15,-0.6057
2015-09-16,2.8255
2015-09-17,0.5388
2015-09-18,-18.9711
2015-09-21,-4.3651
2015-09-22,0.6916
2015-09-23,-1.7856999999999998
2015-09-24,-5.1748
2015-09-25,-5.0147
2015-09-28,0.6211
2015-09-29,5.8642
2015-09-30,-4.9563
2015-10-01,-3.8344
2015-10-02,7.6555
2015-10-05,4.5926
2015-10-06,-5.2408
2015-10-07,18.5351
2015-10-08,-5.4224
2015-10-09,-5.7333
2015-10-12,-1.1315
2015-10-13,-3.4335
2015-10-14,1.7778
2015-10-15,8.7336
2015-10-16,8.7015
2015-10-19,-1.1084
2015-10-20,-1.3699
2015-10-21,-1.0101
2015-10-22,-5.3571
2015-10-23,3.0997
2015-10-26,-1.5686
2015-10-27,-4.9137
2015-10-28,4.6089
2015-10-29,-3.7382999999999997
2015-10-30,1.8031000000000001
2015-11-02,-0.1362
2015-11-03,-2.0464
2015-11-04,3.4819
2015-11-05,1.0767
2015-11-06,-5.5925
2015-11-09,4.7955
2015-11-10,-1.8843
2015-11-11,-2.6063
2015-11-12,-2.3944
2015-11-13,-3.6075
2015-11-16,0.1497
2015-11-17,-7.6233
2015-11-18,9.3851
2015-11-19,-4.7337
2015-11-20,1.5528
2015-11-23,0.6116
2015-11-24,-3.0395
2015-11-25,7.6803
2015-11-27,-4.0757
2015-11-30,3.0349
2015-12-01,2.5037000000000003
2015-12-02,4.8850999999999996
2015-12-03,-2.3288
2015-12-04,-3.7868
2015-12-07,1.1662
2015-12-08,-1.4409
2015-12-09,-0.1462
2015-12-10,-2.489
2015-12-11,1.0511
2015-12-14,-3.8632999999999997
2015-12-15,-4.4822
