ticker,SCYT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-28,0.0
2000-01-31,0.0
2000-02-01,0.0
2000-02-04,0.0
2000-02-18,-3.125
2000-04-27,0.0
2000-05-02,-1.6129
2000-05-04,0.0
2000-05-15,1.6393
2000-05-22,0.0
2000-05-30,0.1642
2000-06-29,1.6393
2000-07-20,-1.6129
2000-07-25,-0.4098
2000-07-26,-1.2346
2000-07-28,-13.3333
2000-08-01,13.461500000000001
2000-08-17,-1.6949
2000-08-21,-3.4483
2000-08-24,3.5714
2000-08-29,0.0
2000-10-09,-3.4483
2000-10-25,0.0
2000-11-21,10.7143
2000-11-22,0.0
2000-11-27,0.0
2000-11-29,-12.9032
2000-12-01,0.0
2000-12-29,0.9259
2001-02-12,1.8349
2001-02-13,0.0
2001-04-05,-0.9009
2001-04-06,1.8182
2001-04-11,1.7856999999999998
2001-05-07,1.7544
2001-05-17,8.6207
2001-06-01,1.5873
2001-06-22,5.0955
2001-07-17,0.0
2001-07-27,0.0
2001-08-09,8.7879
2001-08-15,-8.078
2001-10-18,0.9091
2001-11-15,5.8258
2001-12-07,-3.5187
2002-01-14,2.6471
2002-01-23,0.2865
2002-01-24,2.8571
2002-01-25,3.3333
2002-01-28,7.5269
2002-02-05,-4.75
2002-02-07,0.3675
2002-03-11,12.4477
2002-04-15,0.4651
2002-05-01,0.0
2002-05-08,-7.4074
2002-05-13,7.5
2002-05-30,2.8855
2002-06-27,-5.7471
2002-07-19,0.4878
2002-07-22,3.1553
2002-07-23,-5.8824
2002-07-24,6.25
2002-07-31,10.5882
2002-08-05,-14.6809
2002-08-13,0.4988
2002-08-16,0.2481
2002-08-19,0.099
2002-08-28,-0.2967
2002-09-04,2.1825
2002-09-05,-2.9126
2002-09-12,-1.4
2002-10-04,-0.355
2002-10-22,-2.0356
2002-10-29,1.2987
2002-11-01,-1.2821
2002-11-07,0.2597
2002-11-13,0.0518
2002-11-18,3.5733
2002-11-22,-3.5
2002-12-02,1.0363
2002-12-03,2.5641
2002-12-05,-2.3
2002-12-06,3.6336
2002-12-23,-3.1605
2002-12-30,4.7935
2003-01-06,-4.4282
2003-01-07,2.5967000000000002
2003-02-07,-0.4963
2003-02-12,0.4988
2003-03-05,-0.7444
2003-03-06,-2.0
2003-03-18,0.5102
2003-03-19,1.5228000000000002
2003-03-24,0.0
2003-04-16,0.0
2003-05-07,-0.85
2003-05-15,5.9002
2003-05-23,-4.6667
2003-06-06,7.3926
2003-06-16,6.9767
