ticker,SCYT US Equity
2003-06-30,2.1267
2003-07-21,4.1215
2003-07-28,1.0417
2003-08-01,-2.0619
2003-08-12,5.2632
2003-08-18,-2.0
2003-08-21,2.0408
2003-10-15,-1.8
2003-10-24,-0.2037
2003-11-03,8.1633
2003-11-19,-4.717
2004-01-06,-0.5149
2004-01-13,-0.2787
2004-01-14,0.7984
2004-01-22,-0.2772
2004-02-03,3.2566
2004-02-04,7.6923
2004-02-05,7.1429
2004-02-09,-9.6667
2004-02-12,-3.69
2004-02-18,7.2797
2004-02-23,0.0
2004-03-08,-4.4643
2004-09-13,33.3333
2004-10-14,42.8571
2004-10-18,-46.0
2004-10-19,0.0
2004-11-10,3.7037
2005-01-14,-1.7856999999999998
2005-02-24,9.0909
2005-02-28,6.6667
2005-06-15,-12.4204
2005-06-23,0.0
2005-07-06,3.6364
2005-07-19,-5.2632
2005-07-25,1.8519
2005-07-26,5.4545
2005-10-18,-3.4483
2005-11-14,0.0
2005-11-21,0.8929
2005-11-29,-0.885
2005-11-30,1.7856999999999998
2005-12-05,-0.8772
2006-01-20,1.9468999999999999
2006-01-30,-0.5208
2006-02-03,2.0942
2006-02-16,-0.8547
2006-02-27,0.0
2006-03-15,17.2414
2006-03-27,-8.5294
2006-05-05,3.6977
2006-05-25,0.0
2006-05-30,2.3256
2006-06-14,-1.5504
2006-07-25,0.7874
2006-07-26,3.125
2006-07-28,-4.3939
2006-07-31,2.2187
2006-09-06,2.3256
2006-09-08,3.0303
2006-09-11,-2.7941000000000003
2006-12-11,8.9259
2006-12-12,2.0833
2007-01-10,-2.0408
2007-01-11,2.0833
2007-02-22,0.0
2007-02-23,0.6803
2007-02-27,2.027
2007-05-21,-4.6358
2007-05-22,2.7778
2007-06-14,0.5556
2007-07-10,2.2099
2007-07-18,-3.3784
2007-09-12,0.0
2007-09-13,0.6993
2007-11-09,2.7778
2008-05-08,-0.6757
2008-05-12,0.6803
2008-07-08,1.8056
2008-10-10,-1.7734999999999999
2008-10-24,0.0
2008-11-04,-6.9444
2008-12-04,0.0
2008-12-08,0.0
2008-12-15,-8.6567
2008-12-22,0.0
2009-02-09,0.0
2009-02-11,0.0
2009-03-09,0.0
2009-04-13,0.0
2009-04-16,0.0
2009-06-30,-5.4054
2009-07-20,10.7143
2009-12-10,-6.4516
2010-01-12,0.0
2010-01-14,0.0
2010-01-15,0.0
2010-03-05,-6.8966
2010-03-08,1.2963
2010-07-20,11.9545
2010-07-23,13.5593
2011-01-28,-16.4179
2011-05-02,0.4286
2011-06-15,3.2448
2011-07-11,17.8571
2011-08-09,0.0
2011-10-27,-13.3939
2012-02-21,3.464
2012-05-18,1.8262
2012-05-24,-0.1993
2012-06-29,1.5491000000000001
2012-07-30,0.1695
2012-09-13,3.3841
2012-10-23,-1.7675999999999998
2012-11-15,-0.0333
2012-11-19,1.0
2013-01-02,-0.9901
2013-01-08,1.0
2013-01-10,-0.231
2013-05-30,3.6057
2013-05-31,0.9894
2013-07-11,7.7727
2013-07-24,20.6061
2013-07-25,-3.5176
2013-11-01,-16.4063
2013-12-16,18.3801
2013-12-20,-13.1579
2014-01-16,26.9394
2014-01-17,-18.835
2014-02-25,-0.7353
2014-02-27,1.0667
2014-04-25,-0.3225
2014-04-28,1.0
2014-04-30,-0.6698
2014-05-01,0.0
2014-05-07,1.5831
2014-05-08,-0.9235
2014-05-09,-0.0291
2014-05-15,0.9907
2014-05-23,-0.3751
2014-05-28,0.0
2014-07-07,18.5506
2014-07-18,-13.836500000000001
2014-08-05,5.1095
2014-08-13,2.7778
2014-08-25,-5.4054
2014-09-02,1.5714000000000001
2014-11-10,1.2658
2014-12-26,0.0
2015-01-02,2.7778
2015-04-17,-2.5676
2015-04-23,0.5548
2015-06-24,2.1277
2015-07-01,-1.8611
2015-07-10,0.4812
2015-10-29,1.4085
2015-11-09,2.7778
2015-11-18,-2.7027
2015-12-22,1.3889
2016-01-15,0.0
2016-03-04,4.0822
2016-05-02,-3.8958
2016-07-11,9.8282
2016-07-12,1.2821
2016-11-23,1.2658
2016-12-07,2.5
2016-12-22,2.439
2017-03-27,9.5238
2017-03-28,-4.3478
2017-03-30,4.5455
2017-05-05,4.3478
2017-05-12,0.0
2017-08-15,6.383
2017-10-19,3.5
2017-10-30,0.4831
2018-01-03,0.0
2018-02-23,0.0
2018-05-21,5.2885
2018-07-09,3.2558
2018-07-18,0.4685
2018-08-07,3.5689
2018-09-07,0.1732
2018-09-20,0.0
2018-09-27,0.0173
2018-10-15,0.0173
2018-10-26,0.0
2018-11-21,-0.4147
2018-11-26,0.642
2018-12-14,0.3448
2018-12-24,-2.0619
2018-12-26,-0.9649
2019-02-14,0.2657
2019-03-20,4.2403
2019-05-17,-3.8983
2019-05-28,0.5291
2019-11-27,5.3571
2020-03-18,0.0
2020-03-19,-6.7797
2020-03-20,0.0
2020-03-23,0.0
2020-04-02,-5.4545
