ticker,ICCH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-03-29,5.7639
2017-03-30,2.7577
2017-03-31,4.9277
2017-04-03,-6.8277
2017-04-04,0.1307
2017-04-05,1.5013
2017-04-06,-0.7918
2017-04-07,-1.0817
2017-04-10,1.1796
2017-04-11,-0.9067
2017-04-12,0.0
2017-04-17,-1.3725
2017-04-18,0.8615
2017-04-19,0.1971
2017-04-20,-0.459
2017-04-21,-0.3944
2017-04-24,0.3563
2017-04-25,0.8304
2017-04-26,-1.1764999999999999
2017-04-27,0.1984
2017-04-28,1.1881
2017-05-01,2.7397
2017-05-02,0.5079
2017-05-03,0.7581
2017-05-04,0.0
2017-05-08,-0.9404
2017-05-10,-1.2025000000000001
2017-05-11,1.4094
2017-05-12,0.5749
2017-05-15,0.0565
2017-05-16,1.6949
2017-05-17,0.6173
2017-05-18,0.9202
2017-05-19,6.079
2017-05-22,-0.5158
2017-05-23,-0.6912
2017-05-24,-1.0441
2017-05-25,0.0
2017-05-26,0.9965
2017-05-30,0.058
2017-05-31,4.4084
2017-06-01,-0.2222
2017-06-02,0.0557
2017-06-05,-0.2226
2017-06-06,-0.0558
2017-06-07,0.1674
2017-06-08,-0.0557
2017-06-09,0.0557
2017-06-12,0.0
2017-06-13,-0.2786
2017-06-14,0.5587
2017-06-15,-0.1111
2017-06-16,-4.9498999999999995
2017-06-19,0.5851
2017-06-20,-0.5817
2017-06-21,2.3991
2017-06-22,-2.2286
2017-06-23,2.2794
2017-06-26,0.6857
2017-06-27,-1.7026
2017-07-03,2.1363
2017-07-07,0.0565
2017-07-12,0.113
2017-07-13,0.0564
2017-07-14,0.1128
2017-07-17,-0.169
2017-07-25,-1.9752
2017-07-26,2.1244
2017-08-01,-3.3198
2017-08-08,3.0898
2017-08-16,0.0566
2017-08-17,0.3392
2017-08-18,-0.0569
2017-08-21,-0.2249
2017-08-31,0.1362
2017-09-06,-4.4803
2017-09-07,-0.1772
2017-09-08,0.7692
2017-09-11,0.9947
2017-09-12,-0.4035
2017-09-15,0.5254
2017-09-18,3.0778
2017-09-19,-1.1268
2017-09-25,2.5641
2017-09-27,-1.1694
2017-09-29,1.1833
2017-10-04,-4.4444
2017-10-06,-2.0349
2017-10-11,0.8902
2017-10-12,0.0
2017-10-20,1.4712
2017-10-24,-0.0006
2017-10-25,-1.4493
2017-10-26,-0.9188
2017-10-27,-0.5426
2017-10-30,0.4035
2017-10-31,2.5505
2017-11-01,-2.0233
2017-11-02,-0.7568
