ticker,ICCH US Equity
2017-11-03,-0.1318
2017-11-06,-0.597
2017-11-07,-2.2192
2017-11-13,3.1909
2017-11-14,-3.0357
2017-11-15,2.4555
2017-11-20,-0.4793
2017-11-30,0.5087
2017-12-01,-0.8656
2017-12-06,-1.5831
2017-12-11,1.4243999999999999
2017-12-12,-1.5133
2017-12-13,0.0074
2017-12-14,-0.1303
2017-12-15,0.4308
2017-12-18,0.4902
2017-12-19,0.0
2017-12-20,-1.5238
2017-12-21,-0.2483
2017-12-22,1.8845
2017-12-26,-2.4589
2017-12-29,1.624
2018-01-02,-1.2907
2018-01-08,-4.5
2018-01-16,4.9885
2018-01-17,0.2329
2018-01-29,-2.6635999999999997
2018-02-05,-3.8192
2018-02-07,1.7207
2018-02-08,-1.0631
2018-02-16,-0.701
2018-02-20,0.0
2018-02-21,0.3311
2018-02-22,-0.33
2018-02-23,-1.1921
2018-02-26,0.6702
2018-02-27,-0.7989
2018-02-28,-0.6034
2018-03-01,2.9703
2018-03-02,-1.5082
2018-03-05,1.1984
2018-03-06,-0.5921
2018-03-07,-0.0662
2018-03-09,2.649
2018-03-12,3.2258
2018-03-13,-0.1875
2018-03-14,5.0094
2018-03-15,-1.6099999999999999
2018-03-19,-2.9091
2018-03-21,-3.6748
2018-03-22,-0.138
2018-03-23,0.0649
2018-03-29,1.7205
2018-04-02,0.3487
2018-04-05,-1.3982999999999999
2018-04-10,-2.7056
2018-04-11,-0.2649
2018-04-12,-0.3984
2018-04-13,0.3333
2018-04-16,2.99
2018-04-17,0.0
2018-04-18,0.0
2018-04-19,0.0
2018-04-20,-0.6452
2018-04-23,0.0
2018-04-24,-0.6494
2018-04-25,1.3072
2018-04-26,-0.5368
2018-04-27,0.2166
2018-04-30,-1.943
2018-05-01,-0.7261
2018-05-02,0.5652
2018-05-03,-1.8182
2018-05-08,-0.3367
2018-05-09,0.4054
2018-05-10,-0.5384
2018-05-11,0.0
2018-05-15,4.3708
2018-05-16,-1.1409
2018-05-17,-0.8525
2018-05-18,-0.0661
2018-05-21,4.5665
2018-05-23,-0.3165
2018-05-24,0.0
2018-05-25,0.3175
2018-05-30,-1.2658
2018-05-31,0.7878
2018-06-01,-0.082
2018-06-04,2.9917
2018-06-06,-3.5846999999999998
2018-06-07,0.45
2018-06-08,0.1902
2018-06-11,1.9108
2018-06-12,-1.25
2018-06-13,0.0
2018-06-14,0.443
2018-06-15,-3.5286999999999997
2018-06-18,1.241
2018-06-19,0.0
2018-06-20,3.0323
2018-06-21,0.1879
2018-06-28,-0.0625
2018-07-09,-2.0638
2018-07-10,2.1711
2018-07-11,-1.25
2018-07-16,-1.2658
2018-07-17,0.0
2018-07-19,-0.5769
2018-07-20,0.2321
2018-07-27,-0.2959
2018-07-31,-1.9355
2018-08-01,0.0
2018-08-02,0.0
2018-08-08,-0.9868
2018-08-09,0.3787
2018-08-10,-0.6421
2018-08-13,-0.0666
2018-08-14,0.8
2018-08-15,-0.7275
2018-08-16,0.9327
2018-08-17,0.0
2018-08-23,-0.33
2018-08-24,0.0
2018-08-27,0.0
2018-08-30,0.2497
2018-08-31,-0.249
2018-09-04,0.6623
2018-09-06,-1.1842
2018-09-07,1.1984
2018-09-10,-0.4066
2018-09-11,0.3422
2018-09-12,-1.1843
2018-09-13,1.1319
2018-09-14,-0.8564
2018-09-17,0.8638
2018-09-18,0.0
2018-09-20,-1.1199
2018-09-21,0.0
2018-09-24,0.008
2018-09-25,1.2577
2018-09-26,-0.7559
2018-09-28,-0.4972
2018-10-01,0.3991
2018-10-02,-0.0431
2018-10-03,0.7395
2018-10-10,-1.0867
2018-10-12,0.5996
2018-10-15,-0.1656
2018-10-16,0.4922
2018-10-23,0.5056
2018-10-24,0.1589
2018-10-26,-2.6302
2018-11-01,-0.464
2018-11-06,-3.1035
2018-11-07,1.0956
2018-11-08,2.2227
2018-11-16,-2.027
2018-11-20,-2.0
2018-11-26,3.9409
2018-11-28,-2.6066000000000003
2018-11-30,2.5374
2018-12-03,-6.7112
2018-12-04,-1.8176
2018-12-06,-1.6047
2018-12-07,1.5556999999999999
2018-12-10,-1.4074
2018-12-12,8.565
2018-12-13,-1.3841
2018-12-14,-5.2632
2018-12-17,5.2593
2018-12-18,-0.4222
2018-12-19,-0.2827
2018-12-20,-0.8505
2018-12-21,0.0
2018-12-24,0.0
2018-12-27,-2.3588
2018-12-31,-0.0732
2019-01-02,2.2344
2019-01-07,-0.0358
2019-01-09,2.8674
2019-01-11,-4.1115
2019-01-14,-1.8169
2019-01-16,0.0
2019-01-17,0.0
2019-01-18,5.0333
2019-01-24,-4.3157
2019-01-25,-0.4979
2019-01-28,0.0
2019-01-29,3.5529
2019-01-31,-2.7877
2019-02-01,-0.5882
2019-02-05,1.3314
2019-02-07,-0.7299
2019-02-08,0.0735
2019-02-11,-0.8817
2019-02-12,0.0741
2019-02-14,-1.4074
2019-02-15,-0.0331
2019-02-19,0.5592
2019-02-21,5.8296
2019-02-22,-3.6017
2019-02-25,-0.7326
2019-02-27,4.7668
2019-02-28,-2.4366
2019-03-01,-1.8051
2019-03-04,0.6618
2019-03-05,0.073
2019-03-06,0.0
2019-03-07,2.7737
2019-03-08,0.8523
2019-03-11,0.0
2019-03-12,-1.2373
2019-03-13,-2.0272
2019-03-14,-1.0189
2019-03-15,0.2206
2019-03-18,-0.8804
2019-03-19,0.6662
2019-03-20,-1.0294
2019-03-22,4.7548
2019-03-26,0.0709
2019-03-27,-4.3232
2019-03-28,0.1481
2019-04-03,5.1036
2019-04-04,-4.4504
2019-04-09,4.6577
2019-04-15,-4.5039
2019-04-16,3.1688
2019-04-22,-1.1521
2019-04-25,-0.4314
2019-04-29,0.7896
2019-05-01,1.546
2019-05-03,-1.7649
2019-05-06,1.4177
2019-05-07,1.1388
2019-05-08,3.589
2019-05-09,1.9022000000000001
2019-05-10,0.0
2019-05-14,-3.344
2019-05-15,-2.6631
2019-05-21,0.5045
2019-05-22,2.1983
2019-05-29,-1.2038
2019-05-30,-2.1004
2019-05-31,0.301
2019-06-03,1.1527
2019-06-04,-0.7333
2019-06-10,0.5333
2019-06-12,0.0141
2019-06-13,-1.9419
2019-06-14,1.0667
2019-06-28,-1.4932
2019-07-05,-1.8037999999999998
2019-07-08,2.8655
2019-07-09,0.025
2019-07-10,-3.4527
2019-07-12,-0.4438
2019-07-16,-5.2749
2019-07-23,6.2745
2019-07-24,5.0531
2019-07-25,-5.7936
2019-07-26,-1.3423
2019-07-29,4.8911999999999995
2019-07-30,-0.5556
2019-07-31,-0.2899
2019-08-01,0.6541
2019-08-02,-1.444
2019-08-05,0.3099
2019-08-08,2.2472
2019-08-12,0.0
2019-08-16,2.5
2019-08-19,-0.3443
2019-08-21,-3.081
2019-08-22,1.5152
2019-08-27,-2.2743
2019-08-28,-1.1636
2019-08-29,3.2288
2019-09-05,-2.5997
2019-09-11,2.4583
2019-09-12,-3.5
2019-09-18,0.564
2019-09-19,-0.6345
2019-09-20,0.4444
2019-09-23,-0.3687
2019-09-24,0.0007
2019-09-25,1.7757
2019-10-02,-1.7455
2019-10-08,0.8882
2019-10-09,0.807
2019-10-14,-0.5822
2019-10-15,-0.8009
2019-10-17,0.3646
2019-10-28,0.6265
2019-10-30,-0.4918
2019-10-31,-0.7189
2019-11-01,1.7012
2019-11-06,-0.1455
2019-11-07,-1.5295
2019-11-08,3.4024
2019-11-13,-2.7003
2019-11-14,0.805
2019-11-15,-1.4002
2019-11-20,0.0
2019-11-21,0.1479
2019-11-25,-0.1477
2019-11-27,0.1479
2019-11-29,0.1477
2019-12-02,1.1799
2019-12-04,-1.4577
2019-12-05,0.9615
2019-12-06,0.0
2019-12-10,0.7326
2019-12-11,-0.8545
2019-12-16,-0.8333
2019-12-17,0.0081
2019-12-18,1.0244
2019-12-20,9.8217
2019-12-27,-3.3333
2019-12-31,-2.8214
2020-01-02,-2.0552
2020-01-03,-1.5535
2020-01-09,2.4141
2020-01-10,-1.4725
2020-01-13,0.6207
2020-01-14,0.4088
2020-01-17,-1.9325999999999999
2020-01-21,2.2115
2020-01-22,-1.3267
2020-01-23,-1.3869
2020-01-24,0.2961
2020-01-27,0.738
2020-01-29,0.5531
2020-02-03,-1.5701
2020-02-04,0.0
2020-02-06,0.5181
2020-02-11,-0.4418
2020-02-12,0.2263
2020-02-13,-0.2996
2020-02-14,0.5922
2020-02-18,1.7476
2020-02-20,-1.8384
2020-02-21,-0.319
2020-02-25,-2.7879
2020-02-26,3.8463000000000003
2020-02-27,-4.0882
2020-02-28,-0.0969
2020-03-03,3.9442
2020-03-04,-1.4981
2020-03-06,3.5716
2020-03-10,-1.6471
2020-03-11,-7.2527
2020-03-12,4.6501
2020-03-13,-9.2734
2020-03-16,-4.3269
2020-03-17,-10.7739
2020-03-23,-6.4419
2020-03-24,8.3333
2020-03-26,6.6346
2020-03-30,-1.0821
2020-03-31,0.5005
2020-04-01,0.0463
2020-04-02,1.9946000000000002
2020-04-03,-6.0889
2020-04-06,-1.0885
2020-04-08,-1.0526
2020-04-29,0.1006
2020-04-30,-4.0626
2020-05-05,-2.3152
2020-05-07,1.5464
2020-05-08,1.0051
2020-05-11,0.0101
2020-05-12,4.9749
2020-05-15,8.6644
2020-05-20,-3.0837
2020-05-26,0.0
2020-05-29,-4.0391
2020-06-01,-0.432
2020-06-02,0.0
2020-06-03,9.6089
2020-06-05,4.0799
2020-06-18,0.5004
2020-06-19,-8.7137
2020-06-23,8.1818
2020-06-25,-7.563
2020-06-26,1.2273
2020-07-13,7.7683
2020-07-14,0.5833
2020-07-17,-4.3911
2020-07-21,-0.8666
2020-07-24,-1.6608
2020-07-27,1.0311
2020-07-30,-3.2201
