ticker,OTOW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-07-28,25.0
2006-08-08,16.0
2006-08-09,-22.4138
2006-08-10,26.6667
2006-08-11,-28.0702
2006-08-14,21.4634
2006-08-17,0.0
2006-08-21,-15.6627
2006-08-23,-4.7619
2006-08-28,5.0
2006-09-08,-4.7619
2006-09-11,-12.5
2006-09-14,-2.8571
2006-09-22,-40.5882
2006-09-27,-24.7525
2006-09-29,-25.0
2006-10-02,77.193
2006-10-03,-79.2079
2006-10-04,-4.7619
2006-10-05,50.0
2006-10-06,66.6667
2006-10-10,20.0
2006-10-11,-16.6667
2006-10-12,20.0
2006-10-13,-33.3333
2006-10-16,50.0
2006-10-18,-16.6667
2006-10-25,0.0
2006-10-31,0.0
2006-11-06,0.0
2006-11-07,50.0
2006-11-09,-32.0
2006-11-14,0.0
2006-11-16,47.0588
2006-11-17,-30.6667
2006-11-27,-23.0769
2006-11-28,22.5
2006-12-06,0.0
2006-12-08,-4.0816
2006-12-21,6.383
2007-01-08,16.0
2007-01-11,70.6897
2007-01-16,-64.6465
2007-01-17,0.0
2007-01-18,0.0
2007-01-30,71.4286
2007-01-31,-41.6667
2007-02-15,111.4286
2007-03-02,-39.1892
2007-03-07,-13.3333
2007-03-09,-7.6923
2007-03-12,-2.7778
2007-03-27,2.8571
2007-04-02,-2.7778
2007-04-09,0.0
2007-04-10,-11.4286
2007-04-11,-45.1613
2007-04-16,52.9412
2007-04-18,0.0
2007-04-19,-3.8462
2007-04-20,0.0
2007-04-23,0.0
2007-05-01,-8.0
2007-05-09,-8.6957
2007-05-10,-4.7619
2007-05-11,0.0
2007-05-18,-40.0
2007-05-21,0.0
2007-05-23,-8.3333
2007-05-24,-9.0909
2007-05-29,0.0
2007-06-27,0.0
2007-07-05,89.5
2007-07-06,0.0
2007-07-10,-26.1214
2007-07-11,7.1429
2007-07-16,0.0
2007-07-19,0.0
2007-07-24,-13.3333
2007-07-25,15.3846
2007-07-30,-13.3333
2007-08-06,0.0
2007-08-13,-7.6923
2007-08-21,316.6667
2007-08-22,-44.0
2007-08-23,-25.0
2007-08-24,-4.7619
2007-08-28,-30.0
2007-08-30,0.0
2007-08-31,0.0
2007-09-04,14.2857
2007-09-05,-37.5
2007-09-06,30.0
2007-09-07,0.0
2007-09-10,92.3077
2007-09-13,-32.0
2007-09-14,-11.7647
2007-09-17,0.0
2007-09-18,46.6667
2007-09-19,0.0
2007-09-21,0.0
2007-09-24,0.0
2007-09-25,-22.7273
