ticker,SITM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-11-21,43.4615
2019-11-22,-3.2172
2019-11-25,-4.9861
2019-11-26,-0.8163
2019-11-27,2.8219
2019-11-29,-0.5146
2019-12-02,-4.5977
2019-12-03,0.8434
2019-12-04,1.1947
2019-12-05,-0.8264
2019-12-06,7.3214
2019-12-09,13.6994
2019-12-10,-4.1951
2019-12-11,3.5642
2019-12-12,-5.3589
2019-12-13,1.974
2019-12-16,8.4564
2019-12-17,4.5561
2019-12-18,-3.3243
2019-12-19,-2.0911
2019-12-20,2.7053000000000003
2019-12-23,-2.4492
2019-12-24,0.4737
2019-12-26,1.7915999999999999
2019-12-27,5.3265
2019-12-30,7.168
2019-12-31,4.6368
2020-01-02,-4.549
2020-01-03,-4.1495
2020-01-06,-5.0579
2020-01-07,-0.0903
2020-01-08,1.8979
2020-01-09,-1.0643
2020-01-10,2.1963
2020-01-13,-1.6228
2020-01-14,4.6366
2020-01-15,2.2582
2020-01-16,3.75
2020-01-17,2.0482
2020-01-21,-2.8729
2020-01-22,-2.7958
2020-01-23,-1.8758
2020-01-24,6.2447
2020-01-27,-3.5986000000000002
2020-01-28,9.664
2020-01-29,-1.6263
2020-01-30,-4.3829
2020-01-31,2.2115
2020-02-03,1.2589000000000001
2020-02-04,3.9239
2020-02-05,2.1682
2020-02-06,10.7574
2020-02-07,2.4116
2020-02-10,-0.7097
2020-02-11,1.9167999999999998
2020-02-12,0.5738
2020-02-13,-5.42
2020-02-14,-3.3177
2020-02-18,-2.9463
2020-02-19,8.0357
2020-02-20,3.0744
2020-02-21,-2.4054
2020-02-24,-6.1124
2020-02-25,-5.0753
2020-02-26,-1.1062
2020-02-27,-4.176
2020-02-28,-11.8288
2020-03-02,8.8703
2020-03-03,0.527
2020-03-04,3.0242
2020-03-05,-3.3659
2020-03-06,-5.2248
2020-03-09,-10.1709
2020-03-10,1.0942
2020-03-11,-9.2706
2020-03-12,-11.9295
2020-03-13,20.318
2020-03-16,-10.1811
2020-03-17,18.365099999999998
2020-03-18,-22.6519
2020-03-19,6.8452
2020-03-20,31.532
2020-03-23,-18.0856
2020-03-24,8.7901
2020-03-25,5.9411000000000005
2020-03-26,-3.3199
2020-03-27,-3.6659
2020-03-30,8.6224
2020-03-31,-3.459
2020-04-01,-3.9045
2020-04-02,-5.0191
2020-04-03,-0.8556
2020-04-06,19.2893
2020-04-07,-5.2766
2020-04-08,-4.3126999999999995
2020-04-09,-1.2676
2020-04-13,-6.3718
2020-04-14,5.739
2020-04-15,-3.9385
2020-04-16,-2.95
2020-04-17,0.7213
2020-04-20,-3.5806
2020-04-21,-6.1008
2020-04-22,8.8701
2020-04-23,1.972
2020-04-24,-0.6107
2020-04-27,8.2437
2020-04-28,3.5951
2020-04-29,2.8311
2020-04-30,-3.8188
2020-05-01,-1.7544
2020-05-04,1.3628
2020-05-05,5.3315
2020-05-06,-0.154
2020-05-07,10.6458
2020-05-08,3.0677
2020-05-11,-0.8891
2020-05-12,-0.819
2020-05-13,-2.3987
2020-05-14,1.5310000000000001
2020-05-15,-0.4762
2020-05-18,11.7225
2020-05-19,10.3854
2020-05-20,5.1406
2020-05-21,-0.6765
2020-05-22,3.4056
2020-05-26,-5.8982
2020-05-27,1.8454000000000002
2020-05-28,-3.2177
2020-05-29,-3.7766
2020-06-01,3.9919000000000002
2020-06-02,3.0968
2020-06-03,4.7559000000000005
2020-06-04,1.2246
2020-06-05,-0.2951
2020-06-08,5.623
2020-06-09,8.1535
2020-06-10,-1.7617
2020-06-11,-13.6603
2020-06-12,9.1936
2020-06-15,9.6783
2020-06-16,5.8403
2020-06-17,12.4337
2020-06-18,0.3858
2020-06-19,-1.2596
2020-06-22,1.1676
2020-06-23,2.6929
2020-06-24,-0.7076
2020-06-25,-1.4882
2020-06-26,-2.3617
2020-06-29,-2.4188
2020-06-30,5.8732
2020-07-01,-1.139
2020-07-02,-2.1762
2020-07-06,5.8451
2020-07-07,-5.3575
2020-07-08,0.3701
2020-07-09,1.3449
2020-07-10,0.2783
2020-07-13,-2.0918
2020-07-14,3.6407
2020-07-15,2.2087
2020-07-16,0.638
2020-07-17,9.0184
2020-07-20,9.3416
2020-07-21,-7.3254
2020-07-22,-0.3517
2020-07-23,0.8545
2020-07-24,-5.5075
2020-07-27,1.7934
2020-07-28,-2.9874
2020-07-29,2.5069
2020-07-30,4.8334
2020-07-31,-2.3696
