ticker,MSI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.1885
2000-01-04,-7.4664
2000-01-05,-2.6292
2000-01-06,-11.3594
2000-01-07,8.2458
2000-01-10,8.491
2000-01-11,-5.0089
2000-01-12,0.8004
2000-01-13,3.5497
2000-01-14,8.9761
2000-01-18,-4.6358
2000-01-19,-2.2569
2000-01-20,0.9964
2000-01-21,1.5636
2000-01-24,-3.5498
2000-01-25,2.0646
2000-01-26,-1.847
2000-01-27,-2.509
2000-01-28,-5.6985
2000-01-31,6.0429
2000-02-01,0.6434
2000-02-02,5.6621
2000-02-03,5.618
2000-02-04,2.1277
2000-02-07,1.8429
2000-02-08,0.6294
2000-02-09,-3.9484
2000-02-10,1.1193
2000-02-11,-2.5961
2000-02-14,-2.6446
2000-02-15,1.146
2000-02-16,-0.7134
2000-02-17,-0.4227
2000-02-18,-1.5705
2000-02-22,8.1501
2000-02-23,2.5518
2000-02-24,2.1773
2000-02-25,-3.0441
2000-02-28,-0.471
2000-02-29,8.5174
2000-03-01,-1.0901
2000-03-02,2.388
2000-03-03,0.6459
2000-03-06,3.0303
2000-03-07,-1.8338999999999999
2000-03-08,-4.4413
2000-03-09,-3.2091
2000-03-10,6.7073
2000-03-13,-4.2171
2000-03-14,-3.7687
2000-03-15,-6.3978
2000-03-16,0.58
2000-03-17,-1.4827
2000-03-20,3.0936
2000-03-21,3.1225
2000-03-22,3.1459
2000-03-23,-1.4868000000000001
2000-03-24,1.2771
2000-03-27,-0.0382
2000-03-28,0.3058
2000-03-29,-5.4878
2000-03-30,-7.0968
2000-03-31,1.3889
2000-04-03,-5.3082
2000-04-04,-2.6221
2000-04-05,9.1922
2000-04-06,-1.5306
2000-04-07,6.2176
2000-04-10,-1.7886
2000-04-11,-17.8808
2000-04-12,-6.5524000000000004
2000-04-13,0.9709
2000-04-14,-6.8376
2000-04-17,6.8807
2000-04-18,1.2876
2000-04-19,-9.1102
2000-04-20,3.4965
2000-04-24,-5.4054
2000-04-25,7.1429
2000-04-26,4.8889
2000-04-27,-1.2711999999999999
2000-04-28,2.1459
2000-05-01,2.2059
2000-05-02,-4.3165
2000-05-03,-2.2556
2000-05-04,-2.6374
2000-05-05,-1.1287
2000-05-08,-2.3973
2000-05-09,-2.2222
2000-05-10,-16.9856
2000-05-11,6.268
2000-05-12,3.7965999999999998
2000-05-15,0.5879
2000-05-16,2.013
2000-05-17,-3.2463
2000-05-18,-1.3158
2000-05-19,-3.8667
2000-05-22,-2.4965
