ticker,DRNG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-10-23,1500.0
2015-02-13,100.0
2015-03-02,-49.5
2015-03-16,-75.2475
2015-03-17,0.0
2015-03-18,0.0
2015-03-19,0.0
2015-03-31,0.0
2015-04-23,60.0
2015-04-29,0.0
2015-05-05,-47.5
2015-05-06,138.0952
2015-05-07,0.0
2015-06-04,-5.2
2015-06-05,5.4852
2015-06-10,-52.0
2015-06-23,108.3333
2015-06-26,-52.0
2015-07-01,12.5
2015-07-14,-11.1111
2015-07-21,-4.1667
2015-07-22,-13.0435
2015-08-27,10.0
2015-08-28,9.0909
2015-08-31,6.25
2015-09-03,-13.7255
2015-09-11,0.0568
2015-10-07,31.7433
2015-10-08,0.0
2015-10-14,-20.6897
2015-10-15,-8.6957
2015-10-19,-9.5238
2015-10-20,-1.5789
2015-10-21,12.2995
2015-10-29,0.0
2015-11-13,-2.8571
2015-11-19,42.1569
2015-11-20,3.4052
2015-11-23,0.0417
2015-11-24,9.9375
2015-11-25,-12.3745
2015-11-27,14.1869
2015-11-30,-9.053
2015-12-01,6.6222
2015-12-02,-3.125
2015-12-03,-8.4274
2015-12-04,2.1576
2015-12-07,-3.4483
2015-12-08,-33.9286
2015-12-09,0.0
2015-12-10,0.0
2015-12-11,21.6216
2015-12-14,-23.5556
2015-12-15,-1.1628
2015-12-16,5.8824
2015-12-17,0.0
2015-12-18,27.7778
2015-12-22,-34.7826
2015-12-23,-3.4167
2015-12-24,-17.17
2015-12-28,-40.8333
2015-12-29,-12.5
2015-12-31,44.8692
2016-01-05,44.4444
2016-01-06,15.3846
2016-01-07,-19.3333
2016-01-11,23.9669
2016-01-12,-33.3333
2016-01-13,9.625
2016-01-14,-13.3409
2016-01-15,36.8421
2016-01-20,-26.9231
2016-01-21,0.0
2016-01-22,-21.0526
2016-01-27,6.6667
2016-01-28,0.0
2016-02-01,-4.1406
2016-02-03,-8.7205
2016-02-08,7.1429
2016-02-10,0.0
2016-02-17,3.0
2016-02-18,-0.3236
2016-02-25,-35.0649
2016-02-26,2.375
2016-03-01,-7.2039
2016-03-08,0.0
2016-03-23,5.2632
2016-03-24,9.75
2016-03-28,0.2278
2016-03-31,0.0
2016-04-05,0.0
2016-04-20,-9.0909
2016-04-22,9.0
2016-04-28,-8.2569
2016-05-02,0.0
2016-05-13,20.0
2016-05-16,0.0
2016-05-18,0.0
2016-05-24,-10.0
2016-06-24,-25.9259
2016-06-28,16.25
2016-08-22,-13.9785
2016-08-25,5.7813
