ticker,OOIL US Equity
2018-01-03,1.55
2018-01-04,0.0
2018-01-05,-5.2632
2018-01-08,-4.8889
2018-01-09,4.9439
2018-01-10,-2.7073
2018-01-11,0.6865
2018-01-12,-3.4091
2018-01-16,1.4706000000000001
2018-01-17,-12.463799999999999
2018-01-18,15.894
2018-01-19,0.0
2018-01-22,-13.7143
2018-01-23,0.3311
2018-01-24,12.2112
2018-01-25,-11.7647
2018-01-26,8.3333
2018-01-29,-13.8462
2018-01-30,-6.4286
2018-01-31,3.3588
2018-02-02,-66.6174
2018-02-05,74.3363
2018-02-09,-41.6244
2018-02-12,-4.3478
2018-02-13,-1.8182
2018-02-14,0.9259
2018-02-15,-1.8349
2018-02-20,-1.8692
2018-02-21,0.0
2018-02-22,-3.8095
2018-02-23,-15.8416
2018-02-28,0.0
2018-03-01,0.0
2018-03-05,17.647100000000002
2018-03-09,-6.0
2018-03-16,-4.2553
2018-03-19,14.4444
2018-03-20,0.0
2018-03-22,-17.4757
2018-03-26,0.0
2018-04-11,17.6353
2018-04-12,0.01
2018-04-17,-25.0
2018-04-18,0.0
2018-04-19,0.0
2018-04-24,0.0
2018-04-30,20.0
2018-05-01,0.0
2018-05-10,11.1111
2018-05-14,5.0
2018-05-15,0.9524
2018-05-16,-5.6604
2018-05-17,0.0
2018-05-21,0.0
2018-05-22,-30.0
2018-05-24,35.7143
2018-05-25,0.0
2018-05-29,2.6316
2018-05-30,7.6923
2018-06-01,-9.0476
2018-06-08,-21.466
2018-06-22,2.6667
2018-06-29,-2.5974
2018-07-13,-28.0
2018-07-27,0.0
2018-08-06,20.3704
2018-08-07,-15.3846
2018-08-09,-1.8182
2018-08-13,0.0
2018-08-22,0.0
2018-08-23,14.8148
2018-09-05,-4.0323
2018-09-10,9.2437
2018-09-17,-18.4615
2018-09-20,18.8679
2018-09-25,-15.873
2018-09-28,-1.8868
2018-10-04,92.3077
2018-10-11,-35.0
2018-10-16,-6.1538
2018-10-18,-2.459
2018-10-19,-12.605
2018-10-24,1.9231
2018-10-26,3.7736
2018-10-29,-45.4545
2018-11-08,83.3333
2018-11-19,36.3636
2018-12-07,-44.0
2018-12-10,22.619
2018-12-11,-22.3301
2018-12-12,17.5
2018-12-13,8.5106
2018-12-14,143.1373
2018-12-17,-24.1935
2018-12-18,18.617
2018-12-19,1.3453
2018-12-20,-16.8142
2018-12-21,48.9362
2018-12-24,17.1429
2018-12-26,-8.5366
2018-12-27,0.0
2018-12-28,-11.3333
2018-12-31,-9.0226
2019-01-02,2.1074
2019-01-03,-18.2517
2019-01-04,-0.9901
2019-01-07,5.0
2019-01-10,-0.9524
2019-01-11,-2.8846
2019-01-14,0.0
2019-01-16,0.0
2019-01-17,13.8614
2019-01-18,24.3478
2019-01-22,-2.0979
2019-01-23,-7.8571
2019-01-24,-3.876
2019-01-28,8.871
2019-01-29,-14.8148
2019-01-31,-7.8261
2019-02-01,12.2642
2019-02-04,-15.1261
2019-02-05,23.7624
2019-02-06,-8.0
2019-02-07,4.3478
2019-02-08,-15.8333
2019-02-11,18.8119
2019-02-12,18.3333
2019-02-13,-8.4507
2019-02-14,10.0
2019-02-15,-23.0769
2019-02-19,9.0909
2019-02-20,0.0
2019-02-21,-12.5
2019-02-22,-13.3333
2019-02-25,8.7912
2019-02-26,0.0
2019-02-27,-4.0404
2019-02-28,-3.2632
2019-03-01,-11.8607
2019-03-04,4.9383
2019-03-05,0.0
2019-03-06,-5.8824
2019-03-07,-6.25
2019-03-08,26.6667
2019-03-13,5.2632
2019-03-14,13.0
2019-03-18,-11.5044
2019-03-19,0.0
2019-03-20,-35.0
2019-03-21,93.8462
2019-03-22,15.0794
2019-03-25,17.2414
2019-03-26,17.647100000000002
2019-03-27,-18.0
2019-03-28,23.1646
2019-03-29,9.4114
2019-04-01,14.3439
2019-04-02,10.0119
2019-04-03,-3.2374
2019-04-04,10.7807
2019-04-05,4.0268
2019-04-08,-9.6774
2019-04-09,-39.2857
2019-04-10,-79.4118
2019-04-11,22.0
2019-04-12,-34.4262
2019-04-15,-23.2143
2019-04-16,19.7674
2019-04-17,4.8155
2019-04-18,-22.1934
2019-04-22,18.5714
2019-04-23,-7.6305
2019-04-24,-8.6957
2019-04-25,0.0
2019-04-26,-13.8476
2019-04-29,4.9635
2019-04-30,-13.7783
2019-05-01,3.7652
2019-05-02,-5.827
2019-05-03,8.125
2019-05-06,5.7803
2019-05-07,-4.5628
2019-05-08,-13.5414
2019-05-28,-86.755
2019-05-30,200.0
2019-05-31,33.3333
2019-06-03,25.0
2019-06-04,50.0
2019-06-05,-6.6667
2019-06-10,0.0
2019-06-11,-28.5714
2019-06-12,-59.0
2019-06-13,143.9024
2019-06-14,10.0
2019-06-17,-13.6364
2019-06-18,0.0
2019-06-20,-5.2632
2019-06-24,-22.2222
2019-06-26,-28.5714
2019-06-28,0.0
2019-07-01,10.0
2019-07-02,9.0909
2019-07-08,33.3333
2019-07-11,-32.5
2019-07-12,-16.6667
2019-07-15,33.3333
2019-07-16,-50.0
2019-07-17,233.3333
2019-07-18,-10.0
2019-07-19,-22.2222
2019-07-22,-34.2857
2019-07-25,-13.0435
2019-07-29,0.0
2019-07-30,97.5
2019-07-31,-34.1772
2019-08-02,-23.0769
2019-08-06,12.5
2019-08-07,-11.1111
2019-08-12,25.0
2019-08-15,4.0
2019-08-16,-23.0769
2019-08-20,0.0
2019-08-21,30.0
2019-08-23,1.9231
2019-08-26,-22.6415
2019-08-28,0.0
2019-08-29,-2.439
2019-08-30,0.0
2019-09-05,25.0
2019-09-09,-40.0
2019-09-10,33.3333
2019-09-23,25.0
2019-09-25,0.0
2019-09-27,0.0
2019-10-01,-40.0
2019-10-07,0.0
2019-10-08,33.3333
2019-10-11,-25.0
2019-10-14,0.0
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,0.0
2019-10-18,0.0
2019-10-21,0.0
2019-10-22,-14.3333
2019-10-24,5.0584
2019-10-25,-25.9259
2019-10-29,0.0
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,0.0
2019-11-04,0.0
2019-11-05,0.0
2019-11-06,5.0
2019-11-07,0.0
2019-11-11,0.0
2019-11-12,0.0
2019-11-13,0.0
2019-11-14,0.0
2019-11-15,0.0
2019-11-18,-4.7619
2019-11-19,50.0
2019-11-20,0.0
2019-11-22,-33.3333
2019-11-26,0.0
2019-12-03,5.0
2019-12-04,0.0
2019-12-06,0.0
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,0.0
2019-12-12,-4.7619
2019-12-13,50.0
2019-12-16,-33.3333
2019-12-17,-50.0
2019-12-18,500.0
2019-12-19,-83.3333
2019-12-20,0.0
2019-12-23,0.0
2019-12-24,0.0
2019-12-26,10.0
2019-12-30,36.3636
2019-12-31,-13.3333
2020-01-07,53.8462
2020-01-08,0.0
2020-01-09,0.0
2020-01-13,10.0
2020-01-14,-9.0909
2020-01-16,-45.0
2020-01-17,9.0909
2020-01-21,16.6667
2020-01-22,7.1429
2020-01-23,0.0
2020-01-29,566.6667
2020-01-30,-75.0
2020-01-31,-56.0
2020-02-03,0.0
2020-02-04,9.0909
2020-02-06,16.6667
2020-02-07,0.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,7.1429
2020-02-13,13.3333
2020-02-14,-29.4118
2020-02-19,45.8333
2020-02-20,0.0
2020-02-21,-2.8571
2020-02-26,0.5882
2020-02-27,-0.5848
2020-03-04,0.0
2020-03-06,-17.647100000000002
2020-03-09,0.0
2020-03-10,0.0
2020-03-12,42.8571
2020-03-16,-50.0
2020-03-19,0.0
2020-03-23,0.0
2020-03-24,50.0
2020-03-25,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,33.3333
2020-04-07,-25.0
2020-04-09,566.6667
2020-04-13,-90.0
2020-04-14,100.0
2020-04-16,0.0
2020-04-20,350.0
2020-04-21,-44.4444
2020-04-22,-60.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,0.0
2020-04-30,350.0
2020-05-01,-61.1111
2020-05-08,100.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-14,-75.0
2020-05-15,14.2857
2020-05-20,0.0
2020-05-21,0.0
2020-05-26,0.0
2020-05-27,250.0
2020-05-28,-50.0
2020-06-01,-42.8571
2020-06-03,5.0
2020-06-04,4.7619
2020-06-08,0.0
2020-06-09,2.2727
2020-06-10,2.2222
2020-06-15,0.0
2020-06-16,204.3478
2020-06-17,-67.1429
2020-06-18,73.913
2020-06-19,-42.5
2020-06-22,156.5217
2020-06-23,-2.5423999999999998
2020-06-25,-17.3913
2020-06-29,-5.2632
2020-07-01,-48.8889
2020-07-06,150.0
2020-07-07,-60.0
2020-07-08,95.6522
2020-07-09,55.5556
2020-07-10,-28.5714
2020-07-13,-46.0
2020-07-14,3.7037
2020-07-15,7.1429
2020-07-16,0.0
2020-07-17,133.3333
2020-07-20,-64.2857
2020-07-21,10.0
2020-07-23,-9.0909
2020-07-27,4.0
2020-07-28,15.3846
2020-07-29,-13.3333
2020-07-30,0.0
2020-07-31,0.0
