ticker,SSPKU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-08-08,0.0
2019-08-09,0.0
2019-08-12,0.0
2019-08-13,0.03
2019-08-14,-0.03
2019-08-15,0.3
2019-08-16,-0.1994
2019-08-19,0.0
2019-08-20,-0.05
2019-08-21,-0.05
2019-08-22,0.3
2019-08-23,-0.0997
2019-08-26,-0.0998
2019-08-27,0.0999
2019-08-29,0.0
2019-08-30,-0.1996
2019-09-03,0.1
2019-09-04,0.0999
2019-09-05,0.0
2019-09-06,0.0
2019-09-09,0.0
2019-09-10,0.1996
2019-09-11,-0.0996
2019-09-12,-0.1994
2019-09-13,0.1728
2019-09-16,-0.1725
2019-09-17,0.0999
2019-09-18,-0.1996
2019-09-19,-0.2
2019-09-23,0.2004
2019-09-24,0.3
2019-09-25,-0.0997
2019-09-26,0.499
2019-09-27,0.1927
2019-09-30,0.0059
2019-10-01,0.4955
2019-10-02,-0.2465
2019-10-03,-0.1483
2019-10-04,0.297
2019-10-07,-0.2962
2019-10-08,-0.198
2019-10-09,0.1984
2019-10-10,-0.198
2019-10-11,0.3968
2019-10-14,-0.1976
2019-10-15,0.198
2019-10-16,0.1976
2019-10-18,-0.1972
2019-10-21,0.1976
2019-10-22,-0.3945
2019-10-24,0.099
2019-10-25,0.6914
2019-10-28,-0.4902
2019-10-29,0.1974
2019-10-30,-0.2463
2019-10-31,0.0494
2019-11-06,0.0987
2019-11-07,-0.0986
2019-11-08,-0.1382
2019-11-12,0.0395
2019-11-13,0.0
2019-11-14,-0.1976
2019-11-15,-0.0248
2019-11-19,0.4209
2019-11-20,-0.2071
2019-11-21,-0.1878
2019-11-22,0.198
2019-11-25,0.0
2019-11-27,0.0988
2019-11-29,0.0494
2019-12-03,-0.148
2019-12-04,-0.0988
2019-12-05,0.1978
2019-12-06,0.0
2019-12-11,0.0
2019-12-13,-0.3949
2019-12-17,0.9911
2019-12-19,-0.2041
2019-12-27,0.0079
2020-01-08,0.295
2020-01-09,-0.1961
2020-01-13,0.0
2020-01-31,0.1965
2020-02-03,0.0
2020-02-05,0.0
2020-02-14,-0.5882
2020-02-21,0.4931
2020-02-27,0.0
2020-03-05,-0.6869
2020-03-06,-0.1976
2020-03-09,-0.6931
2020-03-10,0.6979
2020-03-12,-0.9901
2020-03-16,0.5
2020-03-18,-2.4876
2020-03-20,-2.0408
2020-03-23,0.0
2020-03-25,0.6688
2020-03-27,2.9573
2020-03-31,0.0
2020-04-01,-0.5025
2020-04-03,0.7576
2020-04-06,2.7569
2020-04-07,-0.9756
2020-04-09,-1.7872
2020-04-14,-0.1866
2020-04-16,1.005
2020-04-21,-0.995
2020-04-22,0.8693
2020-04-24,0.1106
2020-05-07,0.0239
2020-05-14,-0.4975
2020-05-18,0.1
2020-05-22,0.3996
2020-05-26,0.0
2020-06-17,1.99
2020-06-18,0.0
2020-06-19,0.2927
2020-07-02,0.5837
2020-07-08,0.1934
2020-07-09,0.3861
2020-07-10,0.0
2020-07-13,0.0
2020-07-16,0.0
2020-07-17,-0.5769
2020-07-20,0.5793
2020-07-23,-0.9606
2020-07-28,0.2913
2020-07-30,-0.7744
