ticker,LAZY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-12-09,-0.627
2015-12-10,-0.1052
2015-12-11,0.1053
2015-12-15,0.0
2015-12-16,-0.5258
2015-12-22,1.4799
2015-12-24,-0.5208
2015-12-28,-0.5236
2015-12-29,0.0
2015-12-30,-0.1053
2015-12-31,0.1054
2016-01-04,-0.1053
2016-01-05,-0.4215
2016-01-22,0.6733
2016-02-02,-0.6688
2016-02-08,1.164
2016-02-09,-0.1046
2016-02-23,0.3141
2016-02-24,-0.4175
2016-03-01,0.2096
2016-03-02,-0.3138
2016-03-03,0.6296
2016-03-08,-0.3128
2016-03-09,0.2092
2016-03-14,0.5219
2016-03-15,0.1038
2016-03-21,0.3112
2016-03-22,0.0
2016-03-29,0.3102
2016-04-04,0.0
2016-04-05,0.1044
2016-04-06,-0.0013
2016-04-11,0.309
2016-04-12,0.0
2016-04-14,0.0
2016-04-15,-0.0013
2016-04-18,-0.7174
2016-04-20,0.3102
2016-04-26,0.1031
2016-04-27,0.206
2016-05-18,-0.6166
2016-06-17,0.6205
2016-06-28,0.0
2016-07-05,0.0
2016-08-02,0.7657
2016-08-09,0.7701
2016-08-11,-0.7085
2016-09-08,0.5097
2016-09-09,-0.1014
2016-09-15,0.203
2016-09-16,-0.1013
2016-09-26,0.0
2016-09-27,0.3043
2016-10-10,0.1011
2016-10-11,0.0
2016-10-13,0.0
2016-10-14,0.0
2016-10-19,0.0
2016-10-20,0.0
2016-10-25,0.0
2016-11-07,0.202
2016-11-10,0.0
2016-11-15,0.005
2016-11-16,0.2974
2016-11-23,-0.402
2016-11-25,0.4036
2016-12-08,-0.201
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-29,0.0101
2017-01-19,0.6948
2017-01-20,0.5
2017-01-23,-0.0995
2017-01-25,-0.3984
2017-01-27,0.0
2017-01-30,3.5
2017-02-02,-3.285
2017-02-03,0.3497
2017-02-06,0.9445
2017-02-16,-1.0207
2017-02-21,-0.2628
2017-02-28,1.2987
2017-03-01,0.0
2017-03-06,0.0
2017-03-20,0.0
2017-03-27,-0.1972
2017-03-31,-0.2964
2017-04-07,0.1982
2017-04-10,0.0
2017-04-20,0.3956
2017-05-15,-0.5881
2017-05-16,0.7897
2017-05-19,0.0
2017-05-30,-0.4916
2017-06-07,-0.0988
2017-06-13,-0.2967
2017-06-15,0.0992
2017-06-20,0.0
2017-06-23,-0.0991
2017-06-27,0.0992
2017-06-30,0.1903
2017-07-05,0.3047
