ticker,TELA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-11-08,2.6923
2019-11-11,-3.7453
2019-11-12,0.0
2019-11-13,-2.7237
2019-11-14,1.4592
2019-11-15,-4.671
2019-11-18,-5.2936
2019-11-19,0.4367
2019-11-20,3.9130000000000003
2019-11-21,-4.4351
2019-11-22,-0.4378
2019-11-25,3.3421
2019-11-26,-3.0638
2019-11-27,5.18
2019-11-29,15.192
2019-12-02,-10.7971
2019-12-03,5.2803
2019-12-04,1.3889
2019-12-05,-8.1431
2019-12-06,2.4855
2019-12-09,-1.7785
2019-12-10,-1.893
2019-12-11,-0.9228
2019-12-12,-1.1854
2019-12-13,-0.4284
2019-12-16,-1.1188
2019-12-17,-2.0017
2019-12-18,11.4565
2019-12-19,2.2311
2019-12-20,-6.0016
2019-12-23,1.5755
2019-12-24,0.7347
2019-12-26,0.6483
2019-12-27,1.8519
2019-12-30,-1.0277
2019-12-31,3.4345
2020-01-02,0.0
2020-01-03,-4.6332
2020-01-06,0.8097
2020-01-07,5.9437999999999995
2020-01-08,5.5344999999999995
2020-01-09,-6.4655000000000005
2020-01-10,4.9923
2020-01-13,2.8529999999999998
2020-01-14,2.276
2020-01-15,2.0167
2020-01-16,3.2038
2020-01-17,-1.3871
2020-01-21,-2.6792
2020-01-22,6.5382
2020-01-23,1.5504
2020-01-24,-1.3995
2020-01-27,0.0
2020-01-28,-2.0
2020-01-29,-0.2633
2020-01-30,-2.4422
2020-01-31,0.8119
2020-02-03,1.6779
2020-02-04,1.9142000000000001
2020-02-05,-0.4534
2020-02-06,2.147
2020-02-07,-2.8662
2020-02-10,0.918
2020-02-11,1.0396
2020-02-12,0.9646
2020-02-13,-1.5924
2020-02-14,2.2654
2020-02-18,13.9241
2020-02-19,-0.2778
2020-02-20,-2.2841
2020-02-21,0.4561
2020-02-24,4.0579
2020-02-25,-3.1906
2020-02-26,-1.7465000000000002
2020-02-27,-9.289
2020-02-28,-2.086
2020-03-02,3.2279
2020-03-03,-2.7517
2020-03-04,-6.4309
2020-03-05,1.7182
2020-03-06,0.6757
2020-03-09,-19.396
2020-03-10,14.4047
2020-03-11,-13.3916
2020-03-12,-8.4874
2020-03-13,2.0202
2020-03-16,-17.7318
2020-03-17,-4.267
2020-03-18,-38.4
2020-03-19,20.2226
2020-03-20,1.3889
2020-03-23,-6.8493
2020-03-24,20.4248
2020-03-25,9.905
2020-03-26,-1.2346
2020-03-27,0.125
2020-03-30,0.4994
2020-03-31,-2.8571
2020-04-01,1.9182000000000001
2020-04-02,-2.7603999999999997
2020-04-03,3.2258
2020-04-06,-0.75
2020-04-07,1.0076
2020-04-08,5.7357
2020-04-09,-0.3538
2020-04-13,-6.1538
2020-04-14,1.2610000000000001
2020-04-15,-0.4981
2020-04-16,-0.6258
2020-04-17,-0.1259
2020-04-20,6.1791
2020-04-21,0.5938
2020-04-22,11.098
2020-04-23,3.5069
2020-04-24,10.0616
2020-04-27,1.0261
2020-04-28,-12.1884
2020-04-29,13.1441
2020-04-30,6.5985
2020-05-01,-3.0514
2020-05-04,7.554
2020-05-05,4.5151
2020-05-06,-2.32
2020-05-07,2.457
2020-05-08,-5.1159
2020-05-11,3.3698
2020-05-12,-10.2689
2020-05-13,8.7193
2020-05-14,-2.005
2020-05-15,0.8525
2020-05-18,7.7768
2020-05-19,11.7647
2020-05-20,-0.5614
2020-05-21,-1.976
2020-05-22,3.4557
2020-05-26,-2.9923
2020-05-27,2.9412000000000003
2020-05-28,-4.4599
2020-05-29,0.2918
2020-06-01,2.0364
2020-06-02,10.4775
2020-06-03,9.6774
2020-06-04,0.0
2020-06-05,-2.9412000000000003
2020-06-08,0.4848
2020-06-09,1.4475
2020-06-10,-1.843
2020-06-11,3.0285
2020-06-12,-0.823
2020-06-15,8.417300000000001
2020-06-16,4.866
2020-06-17,3.806
2020-06-18,8.8398
2020-06-19,4.3378
2020-06-22,-7.563
2020-06-23,1.866
2020-06-24,-6.5759
2020-06-25,-8.1448
2020-06-26,-24.74
2020-06-29,-5.4545
2020-06-30,-0.3077
2020-07-01,-4.1667
2020-07-02,9.9034
2020-07-06,1.978
2020-07-07,-8.477
2020-07-08,3.6892
2020-07-09,-1.2112
2020-07-10,3.6015
2020-07-13,-2.2189
2020-07-14,4.4629
2020-07-15,2.7516
2020-07-16,-0.2819
2020-07-17,0.1413
2020-07-20,-0.988
2020-07-21,6.6287
2020-07-22,-4.9465
2020-07-23,-2.391
2020-07-24,1.2248
2020-07-27,-7.6868
2020-07-28,-2.9298
2020-07-29,-1.0326
2020-07-30,-2.0064
2020-07-31,-4.6683
