ticker,MSMY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-10-15,0.0
2010-08-02,150.0
2010-08-06,-44.0
2010-10-20,292.8571
2010-10-21,-7.2727
2010-11-01,0.0
2010-11-04,17.647100000000002
2010-12-01,20.0
2010-12-09,11.1111
2010-12-10,0.0
2010-12-13,15.0
2010-12-14,0.0
2010-12-15,0.0
2010-12-17,0.0
2010-12-20,13.0435
2010-12-27,15.3846
2010-12-29,-16.6667
2010-12-31,-36.0
2011-01-03,24.375
2011-01-04,-14.5729
2011-01-05,-11.7647
2011-01-06,13.3333
2011-01-07,-11.7647
2011-01-10,0.0
2011-01-11,0.0
2011-01-12,-19.3333
2011-01-13,-0.8264
2011-01-14,8.3333
2011-01-18,-7.6923
2011-01-19,8.3333
2011-01-20,0.0
2011-01-21,0.0
2011-01-24,-7.6923
2011-01-25,-16.6667
2011-01-26,10.0
2011-01-27,-31.8182
2011-01-28,-6.6667
2011-01-31,0.0
2011-02-01,-28.3036
2011-02-02,29.5143
2011-02-03,0.0
2011-02-04,7.6923
2011-02-07,-14.2857
2011-02-08,31.6667
2011-02-09,-11.3924
2011-02-10,7.1429
2011-02-11,-20.0
2011-02-14,-8.3333
2011-02-15,0.0
2011-02-16,0.2273
2011-02-17,-0.2268
2011-02-18,9.0909
2011-02-22,30.0
2011-02-23,-23.0769
2011-02-24,-10.0
2011-02-25,-14.8148
2011-02-28,-23.913
2011-03-01,2.8571
2011-03-02,11.1111
2011-03-03,12.5
2011-03-04,0.0
2011-03-07,-22.2222
2011-03-08,14.2857
2011-03-09,-15.0
2011-03-10,-8.8235
2011-03-11,12.9032
2011-03-14,0.0
2011-03-15,2.8571
2011-03-16,-16.6667
2011-03-17,16.6667
2011-03-18,8.5714
2011-03-21,-2.6316
2011-03-22,-18.9189
2011-03-23,23.3333
2011-03-24,-18.9189
2011-03-25,10.0
2011-03-28,33.3333
2011-03-29,25.0
2011-03-30,-20.0
2011-03-31,0.0
2011-04-01,-15.9091
2011-04-04,10.8108
2011-04-05,-2.439
2011-04-06,7.5
2011-04-07,-4.6512
2011-04-08,0.0
2011-04-11,9.7561
2011-04-12,2.2222
2011-04-13,-2.1739
2011-04-14,-6.6667
2011-04-15,0.0
2011-04-18,7.1429
2011-04-19,-2.2222
2011-04-20,-6.8182
2011-04-21,4.878
2011-04-25,0.0
2011-04-26,-4.6512
2011-04-27,7.3171
2011-04-28,-9.0909
2011-04-29,7.5
2011-05-02,-6.9767
2011-05-03,0.0
