ticker,TTRHF US Equity
2005-12-30,6.962
2006-01-05,-3.5503
2006-01-10,-0.6135
2006-01-18,-0.6404
2006-02-07,-4.6362
2006-03-10,10.0977
2006-03-13,0.5917
2006-03-22,-5.8824
2006-03-27,2.5
2006-03-28,1.5244
2006-04-12,22.2222
2006-04-13,-0.4423
2006-04-28,-8.687100000000001
2006-05-04,8.098
2006-05-08,-0.4907
2006-05-18,-3.0842
2006-05-19,-7.447
2006-05-26,7.8782
2006-06-12,-20.026
2006-06-21,5.7143
2006-06-29,-4.5762
2006-07-13,-5.4957
2006-08-02,12.4904
2006-08-04,-5.1166
2006-08-28,-1.2963
2006-09-05,7.508
2006-09-07,-4.9803
2006-09-12,-2.2587
2006-09-13,-2.9746
2006-09-15,-1.2263
2006-10-04,-10.8108
2006-10-05,1.8939
2006-10-06,-1.1152
2006-10-11,-3.0075
2006-11-01,4.9225
2006-11-13,-1.2791000000000001
2006-12-01,-7.9704
2006-12-27,-19.8983
2007-01-12,-2.5381
2007-01-29,-4.2708
2007-02-05,-6.2024
2007-02-07,4.4084
2007-02-15,-7.7778
2007-02-16,1.2048
2007-02-22,2.3810000000000002
2007-02-23,0.0
2007-03-09,4.8401
2007-03-15,23.5686
2007-05-16,19.2303
2007-06-08,1.7644
2007-06-11,-8.0494
2007-07-17,4.1331
2007-08-02,-17.1318
2007-08-08,6.6076
2007-08-14,-3.8041
2007-08-15,-5.9091000000000005
2007-08-16,-9.2754
2007-08-27,11.8211
2007-08-28,-7.619
2007-08-29,4.9871
2007-08-31,-5.0448
2007-09-05,1.3961000000000001
2007-09-06,0.8159
2007-09-10,-0.8599
2007-09-12,-3.0612
2007-09-19,4.2237
2007-10-11,-3.0552
2007-10-24,4.3756
2007-10-30,16.4816
2007-11-02,-4.6272
2007-11-05,9.872
2007-11-09,6.1995000000000005
2007-11-15,-4.365
2007-11-20,-5.163
2007-11-21,-10.1772
2007-11-29,0.8507
2007-12-18,-4.3286999999999995
2007-12-28,-3.6858
2007-12-31,1.71
2008-01-07,-0.9188
2008-01-10,11.0515
2008-01-25,2.0165
2008-02-04,-6.9042
2008-02-13,31.3756
2008-02-14,11.445
2008-02-20,-7.5041
2008-02-25,8.8195
2008-02-27,1.9683000000000002
2008-02-28,-1.9303
2008-02-29,5.1948
2008-03-04,-0.4321
2008-04-01,-11.4616
2008-04-04,3.7504999999999997
2008-04-14,18.4376
2008-04-15,0.6268
2008-04-16,0.1487
2008-04-21,-0.728
2008-04-22,0.6978
2008-04-23,-6.6676
2008-04-28,-2.2652
2008-04-29,3.9997
2008-05-05,0.7267
2008-05-06,6.9074
2008-05-08,-1.4396
2008-05-14,5.9551
2008-05-15,-3.1813
2008-05-16,0.7872
2008-05-22,7.5392
2008-05-23,-6.9633
2008-06-10,1.076
2008-06-11,3.0022
2008-06-12,1.3563
2008-06-17,14.2563
2008-06-19,-9.9155
2008-06-20,1.1813
2008-06-23,1.6555
2008-06-24,-3.4759
2008-07-02,1.6369
2008-07-10,-0.8672
2008-07-11,1.006
2008-07-23,0.0835
2008-07-25,-3.1307
2008-07-28,0.7721
2008-08-12,-14.8484
2008-09-12,-5.7406
2008-09-19,13.5453
2008-09-22,3.8665000000000003
2008-09-23,-2.4115
2008-09-26,0.3941
2008-09-29,-14.3618
2008-09-30,2.324
2008-10-02,-2.1310000000000002
2008-10-06,-19.4013
2008-10-07,3.0028
2008-10-08,-8.6306
2008-12-05,-40.0504
2008-12-08,-0.2801
2008-12-30,1.8784999999999998
2009-01-02,24.7631
2009-01-05,0.9392
2009-01-08,2.1894
2009-01-15,-23.3396
2009-01-28,18.1747
2009-01-29,0.5321
2009-01-30,-5.293
2009-02-03,-0.1475
2009-02-10,13.806000000000001
2009-02-11,1.0383
2009-03-02,7.9502
2009-03-09,7.2144
2009-03-11,4.3458
2009-03-12,-0.5822
2009-03-16,-6.83
2009-03-24,5.8984
2009-04-06,10.8486
2009-04-14,10.1318
2009-05-07,3.7304
2009-05-08,2.5686999999999998
2009-05-11,3.4095
2009-05-12,-0.3059
2009-05-28,-9.1971
2009-06-16,-6.7023
2009-06-22,-5.413
2009-06-30,-1.6966
2009-07-06,-2.2832
2009-07-08,-7.7792
2009-07-16,4.611
2009-07-17,-1.2856
2009-07-27,5.5814
2009-08-17,1.4537
2009-08-24,-2.1385
2009-08-27,2.5846
2009-09-04,-0.519
2009-09-08,3.5652
2009-09-10,5.6675
2009-09-15,6.0091
2009-09-17,5.2281
2009-09-30,-6.531
2009-10-16,7.0731
2009-10-19,-5.3158
2009-12-02,4.4867
2009-12-07,-3.5881
2009-12-30,-1.0167
2009-12-31,5.8047
2010-01-05,9.9973
2010-01-08,-2.1335
2010-01-11,0.2854
2010-01-15,-3.1143
2010-01-22,0.9877
2010-01-25,0.3373
2010-01-28,-5.7815
2010-02-16,22.0969
2010-02-19,-2.407
2010-02-26,-9.4611
2010-03-03,8.664
2010-03-05,3.0736
2010-03-08,0.3912
2010-03-10,-3.6541
2010-03-31,0.5495
2010-04-13,5.0395
2010-04-15,-1.7919
2010-04-16,-1.5965
2010-04-23,-3.7009
2010-05-04,-2.9387
2010-05-17,-7.5631
2010-05-21,-9.3371
2010-06-01,-0.2529
2010-06-10,10.4636
2010-07-14,-0.8533
2010-07-19,-6.2688
2010-08-25,-6.4877
2010-08-26,0.0797
2010-08-30,0.2639
2010-08-31,-2.25
2010-09-02,1.4634
2010-09-13,-0.8313
2010-09-21,3.9794
2010-09-24,1.5007000000000001
2010-10-04,-5.6653
2010-10-05,-0.9891
2010-10-18,-3.8217
2010-10-21,-0.9268
2010-10-22,-3.4301
2010-11-01,8.5291
2010-11-02,4.5963
2010-11-11,-5.4929
2010-11-16,-6.549
2010-11-17,1.9546999999999999
2010-11-23,0.4194
2010-11-24,-2.5709
2010-12-01,-2.5441000000000003
2010-12-02,3.873
2010-12-03,-4.6744
2010-12-06,0.6404
2010-12-07,1.5019
2010-12-09,-3.4393000000000002
2010-12-13,-0.3509
2010-12-14,1.1504
2010-12-16,-0.2785
2010-12-20,8.9724
2010-12-21,0.598
2010-12-22,6.465
2010-12-23,0.4188
2010-12-29,0.1192
2011-01-04,6.5159
2011-01-05,-4.2551
2011-01-06,0.0097
2011-01-07,-2.8637
2011-01-10,1.6417000000000002
2011-01-11,2.6395
2011-01-19,-5.8485
2011-01-21,0.9784
2011-01-24,-2.3113
2011-01-26,-1.245
2011-01-28,-1.3391
2011-01-31,0.1856
2011-02-01,4.2178
2011-02-02,-2.9655
2011-02-04,-0.1099
2011-02-10,0.2515
2011-02-11,-2.6599
2011-02-14,2.534
2011-02-22,0.3508
2011-02-24,0.167
2011-02-28,0.0938
2011-03-01,2.5291
2011-03-02,-0.6142
2011-03-03,0.0051
2011-03-04,0.0766
2011-03-07,0.1684
2011-03-09,-2.3943
2011-03-14,-6.6545
2011-03-15,-5.2167
2011-03-18,0.6312
2011-03-24,12.4216
2011-03-28,0.1147
2011-04-05,-2.4323
2011-04-07,-0.2402
2011-04-08,-2.2580999999999998
2011-04-12,-5.3652
2011-04-14,1.0644
2011-04-15,4.9857
2011-04-18,-3.6203
2011-04-27,1.9912999999999998
2011-05-03,-5.0419
2011-05-04,-1.2909
2011-05-05,-1.0119
2011-05-11,0.4902
2011-05-13,3.7656
2011-05-16,-4.2997
2011-05-19,-3.2229
2011-05-25,4.6549
2011-06-02,5.4534
2011-06-14,5.5471
2011-06-27,-14.8634
2011-06-29,-0.6304
2011-07-13,2.8015
2011-07-14,0.6599
2011-07-18,2.2217000000000002
2011-07-20,4.1449
2011-08-05,-10.0296
2011-08-08,-6.2868
2011-08-09,-4.673
2011-08-11,-3.3839
2011-08-12,2.6654
2011-08-22,-9.0259
2011-08-29,5.055
2011-09-01,-7.4235
2011-09-06,-2.8211
2011-09-22,-3.976
2011-09-26,-8.3593
2011-10-03,-9.7268
2011-10-06,-12.2304
2011-10-07,0.2147
2011-10-11,6.4167
2011-11-14,4.6426
2011-11-18,0.9194
2011-11-28,-10.4873
2011-11-29,0.355
2011-12-01,-6.3797
2011-12-05,0.063
2011-12-08,-5.3751
2011-12-09,-0.6652
2011-12-28,2.5579
2012-01-27,-15.3826
2012-02-03,-3.4568
2012-02-07,1.4866
2012-02-09,8.993500000000001
2012-03-01,2.1965
2012-03-02,-3.8462
2012-03-07,-7.0588
2012-04-19,5.5696
2012-04-20,-4.3165
2012-04-23,-0.5013
2012-04-24,-5.5416
2012-05-15,-0.2667
2012-05-16,-0.5348
2012-05-18,-8.871
2012-05-23,5.3097
2012-06-01,-4.7619
2012-06-12,-14.7059
2012-06-15,9.6552
2012-06-19,6.2893
2012-06-22,-5.9172
2012-06-25,-0.6289
2012-08-10,6.1313
2012-08-28,-25.8666
2012-09-05,-34.0372
2012-09-12,9.7561
2012-09-21,-21.6667
2012-09-26,-34.7518
2012-09-27,28.2609
2012-10-10,40.5191
2012-10-11,6.3325
2012-10-12,5.6716999999999995
2012-10-17,1.4425
2012-10-18,-12.3347
2012-10-24,-0.9053
2012-10-25,7.1945
2012-11-01,-1.6335
2012-11-05,0.0361
2012-11-06,11.8008
2012-11-07,80.7618
2012-11-08,-6.8571
2012-11-09,-3.681
2012-11-12,-5.7325
2012-11-13,5.7432
2012-11-14,-3.4744
2012-11-15,-1.6963
2012-11-19,-4.5875
2012-11-20,1.9849999999999999
2012-11-23,7.6125
2012-11-28,2.2508
2012-11-29,3.7736
2012-12-06,-20.9091
2012-12-07,-6.1303
2012-12-10,5.7143
2012-12-12,10.0386
2012-12-13,-9.1228
2012-12-14,0.0
2012-12-18,-5.7915
2012-12-21,1.9723000000000002
2012-12-24,-4.7476
2012-12-27,1.0549
2013-01-07,-2.2965
2013-01-08,2.8312
2013-01-09,0.1558
2013-01-22,1.2967
2013-01-23,-2.5602
2013-01-25,0.4729
2013-01-29,-0.8891
2013-02-04,-0.3694
2013-03-13,-6.2235
2013-03-15,8.8958
2013-03-20,0.1556
2013-03-21,2.7447
2013-03-27,-0.8065
2013-04-03,-7.876
2013-04-04,1.1307
2013-04-17,-10.9899
2013-05-08,31.709600000000002
2013-05-10,-8.9556
2013-05-15,2.1972
2013-05-17,11.2
2013-05-21,-0.4946
2013-06-04,9.1053
2013-06-05,-0.7041
2013-06-06,-1.2722
2013-06-07,-5.3654
2013-07-10,3.75
2013-08-08,-17.3838
2013-08-09,-4.4271
2013-09-05,2.0163
2013-09-24,-5.2618
2013-10-02,0.592
2013-10-03,0.4484
2013-10-09,-11.607099999999999
2013-11-07,-2.3359
2013-11-11,-1.7452999999999999
2013-11-18,-6.3158
2013-11-27,8.9888
2013-12-04,1.5464
2013-12-05,0.0
2013-12-12,6.599
2013-12-23,12.857099999999999
2013-12-27,5.7753
2013-12-30,14.0863
2013-12-31,-2.1416
2014-01-03,-0.268
2014-01-07,9.5611
2014-01-08,0.0613
2014-01-09,-4.902
2014-01-10,-1.3316
2014-01-28,5.3548
2014-01-31,-7.438
2014-02-06,13.2143
2014-02-10,-1.8927
2014-02-13,0.4421
2014-02-18,4.8019
2014-02-19,-0.1145
2014-02-20,-0.6116
2014-02-21,6.7692
2014-02-24,0.8646
2014-02-25,1.2321
2014-03-05,-0.7585
2014-03-06,2.8973
2014-03-07,1.4856
2014-03-24,-7.1319
2014-03-28,5.3886
2014-04-04,7.7913
2014-04-10,4.2917
2014-04-17,10.1485
2014-04-21,-2.6264
2014-04-22,2.928
2014-04-23,-1.1211
2014-05-01,-0.4535
2014-05-05,-0.6834
2014-05-08,-1.3761
2014-05-09,-11.6279
2014-05-12,4.523
2014-05-14,6.4201
2014-05-15,-5.885
2014-05-16,-2.2938
2014-05-20,1.3668
2014-05-21,-6.3452
2014-05-22,0.0508
2014-05-23,-3.4705
2014-05-27,1.859
2014-05-28,-1.8767
2014-05-29,1.7722
2014-06-02,0.6897
2014-06-03,-1.3699
2014-06-05,-3.0903
2014-06-10,-4.8011
2014-06-12,9.2962
2014-06-13,-1.6012
2014-06-17,0.5074
2014-06-19,2.7855
2014-06-20,-0.813
2014-06-25,6.0109
2014-06-26,2.5773
2014-06-30,2.9209
2014-07-02,-4.6689
2014-07-03,2.4328
2014-07-11,-5.5
2014-07-17,-5.291
2014-07-23,-5.1676
2014-07-29,7.8976
2014-08-11,-3.9072
2014-08-15,6.5341000000000005
2014-08-22,-10.5
2014-08-25,1.6015000000000001
2014-08-26,4.9853
2014-09-09,2.7933
2014-09-11,-5.4348
2014-09-17,-2.2091
2014-09-19,-2.1488
2014-09-25,-3.9039
2014-10-08,-12.6953
2014-10-09,-9.1946
2014-10-10,6.4302
2014-10-14,7.4074
2014-10-15,-9.3103
2014-10-16,2.4002
2014-10-20,-3.7596
2014-10-29,1.3263
2014-11-04,-5.5687999999999995
2014-11-06,-8.871
2014-11-17,-5.531
2014-11-21,5.6206
2014-11-26,-7.7605
2014-11-28,-14.4231
2014-12-11,-28.441
2014-12-18,2.6987
2014-12-30,-2.15
2015-01-28,-21.875
2015-01-29,-2.0
2015-02-18,-14.6046
2015-03-06,-7.6176
2015-03-19,-48.2619
2015-04-22,31.25
2015-04-23,0.3571
2015-06-15,19.2171
2015-06-26,-14.8259
2015-07-17,-15.8879
2015-07-21,-4.4444
2015-08-17,-22.9651
2015-08-26,-27.5472
2015-10-06,47.1354
2015-12-04,0.0
2015-12-15,-33.8053
2016-01-29,-18.7166
2016-02-11,2.6316
2016-03-18,-84.6154
2016-09-29,566.6667
2016-10-05,-99.375
2016-10-06,0.0
2017-04-20,0.0
2017-06-29,-20.0
2017-12-20,0.0
2018-02-06,0.0
2018-02-07,900.0
2019-04-24,-90.0
2020-07-17,0.0
