ticker,URBN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.5794
2000-01-04,-5.4545
2000-01-05,-10.0962
2000-01-06,-38.5027
2000-01-07,-8.6957
2000-01-10,2.3810000000000002
2000-01-11,-4.186
2000-01-12,2.9126
2000-01-13,2.8302
2000-01-14,6.078
2000-01-18,-4.0
2000-01-19,1.8018
2000-01-20,0.0
2000-01-21,0.4425
2000-01-24,-3.5242
2000-01-25,-0.4566
2000-01-26,0.0
2000-01-27,0.4587
2000-01-28,-1.8265
2000-01-31,0.4651
2000-02-01,3.2407
2000-02-02,-1.7936999999999999
2000-02-03,2.2831
2000-02-04,-0.8929
2000-02-07,4.0541
2000-02-08,2.1645
2000-02-09,-1.6949
2000-02-10,-0.8621
2000-02-11,-2.6087
2000-02-14,-3.5714
2000-02-15,-0.463
2000-02-16,-6.0465
2000-02-17,-4.4554
2000-02-18,-1.5544
2000-02-22,0.0
2000-02-23,-1.0526
2000-02-24,0.0
2000-02-25,0.0
2000-02-28,1.0638
2000-02-29,-2.6316
2000-03-01,10.2703
2000-03-02,0.0
2000-03-03,-1.4706000000000001
2000-03-06,-2.4876
2000-03-07,-2.0408
2000-03-08,1.0417
2000-03-09,2.0619
2000-03-10,-1.0101
2000-03-13,0.5102
2000-03-14,0.5076
2000-03-15,-0.5051
2000-03-16,5.5838
2000-03-17,-1.4423
2000-03-20,-2.9268
2000-03-21,3.5176
2000-03-22,-0.9709
2000-03-23,9.8039
2000-03-24,1.7856999999999998
2000-03-27,0.8772
2000-03-28,0.0
2000-03-29,3.9130000000000003
2000-03-30,-1.2551999999999999
2000-03-31,0.0
2000-04-03,-2.5423999999999998
2000-04-04,-3.5869999999999997
2000-04-05,-3.9459
2000-04-06,1.4085
2000-04-07,0.9259
2000-04-10,3.211
2000-04-11,1.3333
2000-04-12,-2.6316
2000-04-13,-3.6036
2000-04-14,-2.8037
2000-04-17,-2.8846
2000-04-18,0.495
2000-04-19,-3.9409
2000-04-20,2.5641
2000-04-24,0.0
2000-04-25,1.0
2000-04-26,-10.8911
2000-04-27,0.5556
2000-04-28,-4.9724
2000-05-01,-2.907
2000-05-02,5.3892
2000-05-03,-2.8409
2000-05-04,4.0936
2000-05-05,0.0
2000-05-08,-1.1236
2000-05-09,-2.2727
2000-05-10,-2.3256
2000-05-11,1.7856999999999998
2000-05-12,0.0
2000-05-15,-2.924
2000-05-16,2.4096
2000-05-17,-4.7059
2000-05-18,0.0
2000-05-19,-0.6173
