ticker,OMVE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-03-27,1400.0
2009-03-30,66.6667
2009-03-31,184.0
2009-04-01,42.2535
2009-04-02,7.9208
2009-04-03,0.9174
2009-04-06,0.0
2009-04-08,-9.0909
2009-04-09,1.0
2009-04-14,-75.2475
2009-04-16,304.0
2009-05-21,-47.5248
2009-07-16,-81.1321
2009-07-28,0.0
2009-07-29,400.0
2009-08-18,-72.0
2009-09-14,214.2857
2010-02-01,2.2727
2010-07-13,-44.4444
2010-08-19,0.0
2010-08-25,0.0
2010-09-01,0.0
2010-09-03,0.0
2010-09-23,60.0
2010-09-27,0.0
2010-09-30,-25.0
2010-10-18,33.3333
2010-12-31,2.5
2011-01-18,0.0
2011-01-19,0.0
2011-01-20,0.0
2011-01-21,0.0
2011-01-24,2.439
2011-01-25,0.0
2011-01-26,0.0
2011-01-27,0.0
2011-01-28,0.0
2011-02-03,-14.2857
2011-02-10,-2.7778
2011-02-11,-1.4285999999999999
2011-02-14,0.0
2011-02-15,0.0
2011-02-16,15.942
2011-02-17,0.0
2011-02-18,2.5
2011-02-22,0.0
2011-02-23,0.0
2011-02-24,0.0
2011-03-01,0.0
2011-03-03,2.439
2011-03-16,-7.1429
2011-04-29,-10.2564
2011-06-02,-28.5714
2011-06-03,4.0
2011-06-06,3.8462
2011-06-07,25.9259
2011-06-08,8.8235
2011-06-09,10.8108
2011-06-10,0.0
2011-06-13,0.0
2011-06-14,2.439
2011-06-15,0.0
2011-06-16,2.3810000000000002
2011-06-17,4.6512
2011-06-20,2.2222
2011-06-21,0.0
2011-06-22,8.6957
2011-06-23,26.0
2011-06-24,15.873
2011-06-27,6.1644
2011-06-28,-3.2258
2011-06-29,-30.5333
2011-06-30,32.4376
2011-07-01,-5.7971
2011-07-05,-1.5385
2011-07-06,-3.4375
2011-07-07,-3.0744
2011-07-08,-9.015
2011-07-11,-8.2569
2011-07-12,6.0
2011-07-13,-1.8868
2011-07-14,-3.8462
2011-07-15,6.0
2011-07-18,-4.717
2011-07-19,-0.9901
2011-07-20,2.0
2011-07-21,-11.7647
2011-07-22,11.1111
2011-07-25,-2.0625
2011-07-26,0.0638
2011-07-27,-6.1224
2011-07-28,21.7391
2011-07-29,0.0
2011-08-01,-5.3571
2011-08-02,-13.2075
2011-08-03,8.6957
2011-08-04,0.8
2011-08-05,1.1905000000000001
2011-08-08,0.0
2011-08-09,0.0
2011-08-10,-3.9215999999999998
2011-08-11,0.0
2011-08-12,4.0816
