ticker,CHBU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-10-18,20.0
2007-10-19,0.0
2007-10-22,-19.4444
2007-10-23,-13.7931
2007-10-24,12.0
2007-10-25,-7.1429
2007-10-26,5.3846
2007-10-29,0.0
2007-10-30,-8.7591
2007-11-01,-4.0
2007-11-09,-16.6667
2007-11-12,3.0
2007-11-13,0.0
2007-11-19,0.0
2007-11-21,26.2136
2007-11-26,0.0
2007-11-29,-3.8462
2007-11-30,4.0
2007-12-06,-3.8462
2007-12-07,0.0
2007-12-10,-19.2
2007-12-11,23.7624
2007-12-14,-16.0
2007-12-17,19.0476
2007-12-18,0.0
2007-12-21,-20.0
2007-12-24,5.0
2007-12-26,-4.7619
2007-12-28,-38.0
2007-12-31,62.9032
2008-01-02,-1.9802
2008-01-04,-24.2424
2008-01-07,4.0
2008-01-11,26.9231
2008-01-14,-23.2323
2008-01-16,5.3947
2008-01-17,-6.367
2008-01-18,1.3333
2008-01-22,-21.0526
2008-01-23,8.3333
2008-01-28,-4.6154
2008-01-29,3.3871
2008-01-30,-6.3963
2008-01-31,0.0
2008-02-01,21.6667
2008-02-04,-27.3973
2008-02-06,0.0
2008-02-07,0.0
2008-02-08,-1.8868
2008-02-11,0.1923
2008-02-12,15.1631
2008-02-13,8.3333
2008-02-14,-12.9231
2008-02-15,-6.1837
2008-02-19,0.0
2008-02-20,0.0
2008-02-22,12.9944
2008-02-25,-5.8333
2008-02-27,-4.2478
2008-02-28,0.0
2008-02-29,10.9057
2008-03-03,-9.5
2008-03-04,0.0
2008-03-05,0.0
2008-03-10,-2.2099
2008-03-11,-3.9313000000000002
2008-03-13,-0.0245
2008-03-14,0.0
2008-03-17,0.0245
2008-03-18,0.0
2008-03-25,-17.6672
2008-03-26,30.9524
2008-03-27,27.2727
2008-03-28,-14.267900000000001
2008-03-31,-16.684
2008-04-01,0.0
2008-04-02,12.0
2008-04-03,16.0714
2008-04-04,-20.0
2008-04-07,5.9615
2008-04-08,0.0
2008-04-09,8.892900000000001
2008-04-10,8.3333
2008-04-11,-6.1538
2008-04-14,39.3443
2008-04-15,29.4118
2008-04-16,-4.5455
2008-04-17,4.7619
2008-04-18,-36.3636
2008-04-21,-15.0
2008-04-22,0.8403
2008-04-23,0.0
2008-04-24,0.0
2008-04-25,0.0
2008-04-28,0.0
2008-04-29,8.3333
2008-04-30,-7.5385
2008-05-02,0.0
2008-05-06,0.0
2008-05-07,0.0
2008-05-08,28.1198
2008-05-09,18.1818
