ticker,CEIX US Equity
2018-04-18,6.9775
2018-04-19,0.7504
2018-04-20,-2.8645
2018-04-23,-0.118
2018-04-24,-3.9268
2018-04-25,1.0449
2018-04-26,-0.7908
2018-04-27,-4.3225
2018-04-30,0.769
2018-05-01,-1.876
2018-05-02,1.5554000000000001
2018-05-03,12.6356
2018-05-04,10.7082
2018-05-07,2.8914999999999997
2018-05-08,4.5262
2018-05-09,2.2127
2018-05-10,-0.7216
2018-05-11,0.6096
2018-05-14,2.3305
2018-05-15,0.911
2018-05-16,-2.4599
2018-05-17,1.5965
2018-05-18,-0.0911
2018-05-21,1.1625
2018-05-22,-1.7801
2018-05-23,-2.4776
2018-05-24,-0.3293
2018-05-25,-2.1713
2018-05-29,4.1737
2018-05-30,1.1348
2018-05-31,0.8931
2018-06-01,3.7222
2018-06-04,-0.372
2018-06-05,3.9974
2018-06-06,-1.3728
2018-06-07,-1.6702
2018-06-08,-3.8763
2018-06-11,-0.7476
2018-06-12,-1.5065
2018-06-13,0.8111
2018-06-14,1.1034
2018-06-15,-3.9791
2018-06-18,-0.8998
2018-06-19,-2.4134
2018-06-20,0.6856
2018-06-21,-0.0973
2018-06-22,1.8256999999999999
2018-06-25,-3.4903
2018-06-26,3.1707
2018-06-27,-9.6999
2018-06-28,1.9676
2018-06-29,0.0
2018-07-02,-0.1304
2018-07-03,2.0104
2018-07-05,1.9964
2018-07-06,-3.8645
2018-07-09,1.9577
2018-07-10,-0.0256
2018-07-11,0.1793
2018-07-12,-1.9683000000000002
2018-07-13,2.8422
2018-07-16,2.8398
2018-07-17,0.6657
2018-07-18,2.7921
2018-07-19,0.1906
2018-07-20,0.4756
2018-07-23,-2.0355
2018-07-24,-0.2174
2018-07-25,-1.0896
2018-07-26,3.4516999999999998
2018-07-27,-3.0525
2018-07-30,-1.2204
2018-07-31,2.8663
2018-08-01,-0.1201
2018-08-02,11.544
2018-08-03,-3.4929
2018-08-06,-0.0894
2018-08-07,0.6261
2018-08-08,-1.4444
2018-08-09,-1.4431
2018-08-10,-0.6406
2018-08-13,-0.8289
2018-08-14,0.8358
2018-08-15,-4.2597
2018-08-16,0.4329
2018-08-17,2.2749
2018-08-20,0.6088
2018-08-21,-1.0937999999999999
2018-08-22,-1.6
2018-08-23,-0.55
2018-08-24,-0.1924
2018-08-27,1.5177
2018-08-28,-2.2544
2018-08-29,2.5734
2018-08-30,-0.8284
2018-08-31,2.3866
2018-09-04,1.3986
2018-09-05,-2.069
2018-09-06,3.615
2018-09-07,-0.3398
2018-09-10,4.501
2018-09-11,-0.4568
2018-09-12,2.7535
2018-09-13,-7.7627
2018-09-14,-4.5884
2018-09-17,0.6767
2018-09-18,0.6481
2018-09-19,-0.954
2018-09-20,1.7578
2018-09-21,-1.3725
2018-09-24,1.1516
2018-09-25,0.2609
2018-09-26,-2.2711
2018-09-27,0.1695
2018-09-28,-1.3775
2018-10-01,-0.1225
2018-10-02,0.4416
2018-10-03,-2.7113
2018-10-04,-0.703
2018-10-05,0.4804
2018-10-08,1.9123999999999999
2018-10-09,0.3704
2018-10-10,-4.674
2018-10-11,-0.3871
2018-10-12,-0.7254
2018-10-15,1.8267
2018-10-16,4.0236
2018-10-17,-0.3203
2018-10-18,0.3955
2018-10-19,-3.1019
2018-10-22,0.7114
2018-10-23,-0.3784
2018-10-24,-6.6093
2018-10-25,5.2603
2018-10-26,1.4168
2018-10-29,-0.7366
2018-10-30,-0.0768
2018-10-31,2.023
2018-11-01,-5.5221
2018-11-02,1.5409000000000002
2018-11-05,4.7096
2018-11-06,2.2489
2018-11-07,-1.5396
2018-11-08,0.273
2018-11-09,1.5347
2018-11-12,-1.7065000000000001
2018-11-13,2.4802
2018-11-14,-1.8877000000000002
2018-11-15,-4.8347
2018-11-16,-0.959
2018-11-19,-3.4808
2018-11-20,-3.9317
2018-11-21,1.2137
2018-11-23,-2.2588
2018-11-26,-2.3966
2018-11-27,0.4385
2018-11-28,1.7170999999999998
2018-11-29,-1.1445
2018-11-30,-0.5499
2018-12-03,2.5029
2018-12-04,-4.4009
2018-12-06,-1.5147
2018-12-07,-1.4777
2018-12-10,-1.5917
2018-12-11,2.6128
2018-12-12,-0.1819
2018-12-13,0.8199
2018-12-14,-1.9277
2018-12-17,-2.2727
2018-12-18,4.0855
2018-12-19,-3.6534
2018-12-20,-0.8148
2018-12-21,-5.9084
2018-12-24,-0.4365
2018-12-26,5.8685
2018-12-27,-0.892
2018-12-28,1.5751
2018-12-31,0.3481
2019-01-02,2.0498
2019-01-03,-2.6885
2019-01-04,4.033
2019-01-07,-0.9768
2019-01-08,0.6473
2019-01-09,-0.245
2019-01-10,0.1842
2019-01-11,1.6242999999999999
2019-01-14,-2.3221
2019-01-15,-1.3584
2019-01-16,2.5352
2019-01-17,3.8767
2019-01-18,0.1763
2019-01-22,-0.616
2019-01-23,2.8040000000000003
2019-01-24,-2.8711
2019-01-25,2.5717
2019-01-28,-0.3746
2019-01-29,-1.0414
2019-01-30,2.5139
2019-01-31,1.3117
2019-02-01,-1.9139
2019-02-04,1.2912
2019-02-05,0.0567
2019-02-06,-1.6987999999999999
2019-02-07,-1.0945
2019-02-08,-3.2324
2019-02-11,3.7918
2019-02-12,-0.7248
2019-02-13,3.3002000000000002
2019-02-14,1.3571
2019-02-15,0.5579
2019-02-19,1.0818
2019-02-20,1.7563
2019-02-21,0.863
2019-02-22,-0.4278
2019-02-25,-0.725
2019-02-26,0.7844
2019-02-27,2.8449
2019-02-28,-0.9656
2019-03-01,1.1067
2019-03-04,-1.9807000000000001
2019-03-05,-0.5318
2019-03-06,-5.1323
2019-03-07,-3.4375999999999998
2019-03-08,-1.7508
2019-03-11,4.4253
2019-03-12,2.8157
2019-03-13,0.7192
2019-03-14,0.9338
2019-03-15,1.7143000000000002
2019-03-18,0.5083
2019-03-19,0.0532
2019-03-20,-1.6494
2019-03-21,-1.5688
2019-03-22,-3.2152
2019-03-25,-2.8677
2019-03-26,-0.4385
2019-03-27,-2.3487999999999998
2019-03-28,1.7739
2019-03-29,1.0931
2019-04-01,-0.1169
2019-04-02,-2.6330999999999998
2019-04-03,-2.0733
2019-04-04,2.1172
2019-04-05,0.5409
2019-04-08,0.1793
2019-04-09,-0.2685
2019-04-10,1.8546
2019-04-11,-0.9398
2019-04-12,1.0969
2019-04-15,-1.1144
2019-04-16,1.9573
2019-04-17,-2.1524
2019-04-18,-1.2187999999999999
2019-04-22,1.8056
2019-04-23,1.5371000000000001
2019-04-24,0.0
2019-04-25,-2.9403
2019-04-26,2.2196
2019-04-29,-0.6162
2019-04-30,0.0886
2019-05-01,-3.5693
2019-05-02,-2.6614
2019-05-03,3.4569
2019-05-06,0.7898
2019-05-07,-3.8879
2019-05-08,-2.3205
2019-05-09,-1.573
2019-05-10,3.1311
2019-05-13,-6.0721
2019-05-14,0.8754
2019-05-15,-0.1335
2019-05-16,0.2005
2019-05-17,-3.3689
2019-05-20,-0.7939
2019-05-21,0.9047
2019-05-22,-2.931
2019-05-23,-2.9485
2019-05-24,-0.2928
2019-05-28,-0.4405
2019-05-29,-1.3274
2019-05-30,-1.3453
2019-05-31,-0.6818
2019-06-03,1.7925
2019-06-04,2.81
2019-06-05,-3.6443
2019-06-06,-0.1135
2019-06-07,0.7573
2019-06-10,-0.4134
2019-06-11,1.4717
2019-06-12,-3.9048
2019-06-13,-1.1997
2019-06-14,-1.6843
2019-06-17,1.2749
2019-06-18,2.4784
2019-06-19,1.3052000000000001
2019-06-20,1.0989
2019-06-21,2.2114
2019-06-24,-3.1903
2019-06-25,-4.4697
2019-06-26,1.3085
2019-06-27,1.9569
2019-06-28,2.1497
2019-07-01,0.3382
2019-07-02,-4.7940000000000005
2019-07-03,1.1015
2019-07-05,0.9339
2019-07-08,-0.4626
2019-07-09,-0.9295
2019-07-10,-0.0782
2019-07-11,-1.4476
2019-07-12,0.4764
2019-07-15,-3.0818
2019-07-16,-0.4077
2019-07-17,-0.5321
2019-07-18,-4.1975
2019-07-19,1.4605000000000001
2019-07-22,-1.9898
2019-07-23,-0.6911
2019-07-24,1.4788999999999999
2019-07-25,-4.1149000000000004
2019-07-26,-0.1788
2019-07-29,-2.4183
2019-07-30,0.8261
2019-07-31,-2.1848
2019-08-01,-3.9553000000000003
2019-08-02,-2.2771
2019-08-05,-5.1562
2019-08-06,-1.9864000000000002
2019-08-07,-3.0933
2019-08-08,-0.1651
2019-08-09,-1.9846
2019-08-12,-2.1935000000000002
2019-08-13,-0.575
2019-08-14,-2.2556
2019-08-15,-1.5385
2019-08-16,3.6659
2019-08-19,4.6377
2019-08-20,-1.0526
2019-08-21,-1.2318
2019-08-22,-3.288
2019-08-23,-3.7515
2019-08-26,0.9744
2019-08-27,-2.5935
2019-08-28,1.4241
2019-08-29,2.0757
2019-08-30,0.2392
2019-09-03,-2.4463
2019-09-04,1.9572
2019-09-05,-0.4199
2019-09-06,-0.1205
2019-09-09,5.4282
2019-09-10,5.9497
2019-09-11,-0.7019
2019-09-12,-5.2746
2019-09-13,-0.9759
2019-09-16,1.1014
2019-09-17,0.0
2019-09-18,-3.0963
2019-09-19,-1.1243
2019-09-20,-1.9748999999999999
2019-09-23,0.5495
2019-09-24,-5.6466
2019-09-25,2.3810000000000002
2019-09-26,-1.1314
2019-09-27,-1.5257
2019-09-30,0.9038
2019-10-01,-6.7818000000000005
2019-10-02,-0.2745
2019-10-03,0.9635
2019-10-04,-0.0682
2019-10-07,-1.9100000000000001
2019-10-08,-2.5035
2019-10-09,2.5678
2019-10-10,2.5035
2019-10-11,4.749
2019-10-14,-0.7772
2019-10-15,0.3916
2019-10-16,-0.065
2019-10-17,-2.2772
2019-10-18,-4.7936
2019-10-21,1.3986
2019-10-22,1.0345
2019-10-23,2.3891
2019-10-24,-2.4
2019-10-25,-0.9563
2019-10-28,0.3448
2019-10-29,-3.7113
2019-10-30,-3.3547000000000002
2019-10-31,-2.2895
2019-11-01,1.9651999999999998
2019-11-04,3.2617
2019-11-05,-2.1536
2019-11-06,-4.6955
2019-11-07,2.2325
2019-11-08,-0.2259
2019-11-11,-4.0755
2019-11-12,-3.5404999999999998
2019-11-13,-2.1207
2019-11-14,-1.5
2019-11-15,3.7225
2019-11-18,-1.3051
2019-11-19,-0.0826
2019-11-20,-1.2407
2019-11-21,2.3451
2019-11-22,3.6007
2019-11-25,4.5024
2019-11-26,-0.6047
2019-11-27,0.2281
2019-11-29,-3.1866
2019-12-02,-1.2539
2019-12-03,0.873
2019-12-04,0.1574
2019-12-05,0.4713
2019-12-06,2.502
2019-12-09,1.7544
2019-12-10,0.1499
2019-12-11,0.0
2019-12-12,6.2874
2019-12-13,-4.2254
2019-12-16,7.5735
2019-12-17,0.0
2019-12-18,1.5038
2019-12-19,-2.2222
2019-12-20,0.4132
2019-12-23,1.166
2019-12-24,0.5424
2019-12-26,0.2697
2019-12-27,-0.2017
2019-12-30,-2.4933
2019-12-31,0.2764
2020-01-02,1.1027
2020-01-03,-1.2952
2020-01-06,-3.7983000000000002
2020-01-07,-3.0869
2020-01-08,-8.0
2020-01-09,-3.3816
2020-01-10,-3.6667
2020-01-13,1.0381
2020-01-14,2.226
2020-01-15,-1.005
2020-01-16,-2.8765
2020-01-17,-3.3101
2020-01-21,-6.2162
2020-01-22,-3.9385
2020-01-23,-1.6
2020-01-24,-2.7439
2020-01-27,-6.4786
2020-01-28,-4.0223
2020-01-29,-1.2806
2020-01-30,-0.1179
2020-01-31,-4.0142
2020-02-03,-0.123
2020-02-04,0.4926
2020-02-05,26.5931
2020-02-06,-5.9051
2020-02-07,-3.3951000000000002
2020-02-10,2.0234
2020-02-11,-18.0585
2020-02-12,-11.0828
2020-02-13,8.8825
2020-02-14,-7.3684
2020-02-18,-11.7898
2020-02-19,2.5765000000000002
2020-02-20,-5.1805
2020-02-21,-2.649
2020-02-24,3.5714
2020-02-25,-2.2989
2020-02-26,-6.7227
2020-02-27,0.7207
2020-02-28,1.7889
2020-03-02,-11.9508
2020-03-03,9.1816
2020-03-04,11.3346
2020-03-05,3.9409
2020-03-06,-0.316
2020-03-09,-10.1426
2020-03-10,-1.0582
2020-03-11,-5.1693
2020-03-12,-15.7895
2020-03-13,22.0982
2020-03-16,0.9141
2020-03-17,50.0
2020-03-18,-12.1981
2020-03-19,2.0633
2020-03-20,-13.8814
2020-03-23,-30.9859
2020-03-24,9.0703
2020-03-25,-11.0187
2020-03-26,0.9346
2020-03-27,-1.3889
2020-03-30,-11.5023
2020-03-31,-2.122
2020-04-01,4.336
2020-04-02,5.7143
2020-04-03,8.5995
2020-04-06,3.1673999999999998
2020-04-07,-13.1579
2020-04-08,8.5859
2020-04-09,27.6744
2020-04-13,4.0073
2020-04-14,4.7285
2020-04-15,-9.0301
2020-04-16,-10.4779
2020-04-17,7.3922
2020-04-20,-1.3384
2020-04-21,3.6822
2020-04-22,8.411200000000001
2020-04-23,-13.4483
2020-04-24,-5.1793
2020-04-27,4.6218
2020-04-28,12.8514
2020-04-29,6.7616
2020-04-30,26.5
2020-05-01,-8.9592
2020-05-04,2.3155
2020-05-05,-6.082
2020-05-06,-7.3795
2020-05-07,-4.5527999999999995
2020-05-08,22.3169
2020-05-11,3.2033
2020-05-12,-4.8583
2020-05-13,-11.2057
2020-05-14,-0.9585
2020-05-15,-3.7096999999999998
2020-05-18,15.0754
2020-05-19,-0.8734
2020-05-20,7.1953
2020-05-21,-4.5205
2020-05-22,-0.5739
2020-05-26,0.8658
2020-05-27,4.721
2020-05-28,3.6885
2020-05-29,-10.2767
2020-06-01,-0.4405
2020-06-02,-4.4248
2020-06-03,3.3951000000000002
2020-06-04,8.3582
2020-06-05,12.1212
2020-06-08,20.3931
2020-06-09,-3.8776
2020-06-10,-5.7325
2020-06-11,-18.5811
2020-06-12,-2.213
2020-06-15,-0.8487
2020-06-16,5.8488
2020-06-17,-12.8032
2020-06-18,-5.5641
2020-06-19,-0.491
2020-06-22,-8.0592
2020-06-23,0.7156
2020-06-24,-6.0391
2020-06-25,6.4272
2020-06-26,-9.2362
2020-06-29,2.7397
2020-06-30,-3.4286
2020-07-01,-1.1834
2020-07-02,3.1936
2020-07-06,4.2553
2020-07-07,-3.525
2020-07-08,2.8846
2020-07-09,-3.7382999999999997
2020-07-10,4.8544
2020-07-13,-2.2222
2020-07-14,2.2727
2020-07-15,4.2593
2020-07-16,1.7762
2020-07-17,2.2688
2020-07-20,-5.6314
2020-07-21,0.9042
2020-07-22,-1.6129
2020-07-23,2.1858
2020-07-24,-3.9215999999999998
2020-07-27,2.9685
2020-07-28,-1.2612999999999999
2020-07-29,9.854
2020-07-30,-1.6611
2020-07-31,-0.6757
