ticker,GDDY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-04-01,30.75
2015-04-02,1.3384
2015-04-06,-2.6414999999999997
2015-04-07,-2.1705
2015-04-08,-0.3566
2015-04-09,4.6521
2015-04-10,-3.9134
2015-04-13,0.3163
2015-04-14,1.6949
2015-04-15,-2.6357
2015-04-16,-1.3535
2015-04-17,1.5335
2015-04-20,-0.0795
2015-04-21,-1.432
2015-04-22,-0.0404
2015-04-23,1.1304
2015-04-24,2.3154
2015-04-27,2.0679
2015-04-28,-3.8609
2015-04-29,-1.0735999999999999
2015-04-30,0.7637
2015-05-01,3.5501
2015-05-04,0.077
2015-05-05,-2.1555
2015-05-06,-3.4618
2015-05-07,1.1002
2015-05-08,0.2821
2015-05-11,3.2154
2015-05-12,4.2445
2015-05-13,-1.0086
2015-05-14,-1.0189
2015-05-15,1.0675
2015-05-18,-1.0562
2015-05-19,-1.1056
2015-05-20,1.6962000000000002
2015-05-21,-2.9568
2015-05-22,1.9531
2015-05-26,1.2261
2015-05-27,2.1196
2015-05-28,-1.1861
2015-05-29,1.0128
2015-06-01,0.5941
2015-06-02,1.9933999999999998
2015-06-03,4.6326
2015-06-04,0.0346
2015-06-05,-0.7953
2015-06-08,1.4291
2015-06-09,1.3746
2015-06-10,2.2373
2015-06-11,-1.5584
2015-06-12,-1.3809
2015-06-15,0.444
2015-06-16,3.5702
2015-06-17,0.2626
2015-06-18,2.6523
2015-06-19,1.4354
2015-06-22,-1.3836
2015-06-23,1.4668
2015-06-24,-1.1314
2015-06-25,-1.4304000000000001
2015-06-26,-4.7404
2015-06-29,-4.6039
2015-06-30,0.0355
2015-07-01,0.3547
2015-07-02,-4.065
2015-07-06,0.479
2015-07-07,-1.6135000000000002
2015-07-08,-2.7954
2015-07-09,2.0322
2015-07-10,1.3905
2015-07-13,-1.2231
2015-07-14,1.1257
2015-07-15,-1.9295
2015-07-16,0.9837
2015-07-17,-1.4987
2015-07-20,1.1792
2015-07-21,0.188
2015-07-22,1.2383
2015-07-23,-0.2595
2015-07-24,-1.375
2015-07-27,-1.8839000000000001
2015-07-28,4.1475
2015-07-29,0.7006
2015-07-30,1.245
2015-07-31,2.8571
2015-08-03,-0.1758
2015-08-04,0.6692
2015-08-05,3.1141
2015-08-06,-11.0282
2015-08-07,0.4577
2015-08-10,-0.4556
2015-08-11,-0.8391
2015-08-12,1.2692
2015-08-13,-0.8735
2015-08-14,0.4215
2015-08-17,4.5403
2015-08-18,-0.6569
2015-08-19,-0.8082
