ticker,APLO US Equity
2013-01-04,-3.012
2013-01-09,1.8634
2013-01-11,8.5366
2013-01-16,-7.8652
2013-01-31,1.2195
2013-07-22,0.0
2013-07-29,2.1161
2013-08-02,-2.4096
2013-08-09,0.0
2013-08-22,1.2346
2013-08-26,0.0
2013-10-02,0.0
2013-10-10,1.0599
2013-10-21,-1.0488
2013-10-28,0.0
2014-01-15,0.9723
2014-02-10,2.4691
2014-03-20,-0.0975
2014-04-30,-0.6098
2014-05-14,0.6135
2014-05-19,0.6098
2014-06-06,0.0
2014-06-10,0.0
2014-07-09,-0.0981
2014-09-05,0.6135
2014-09-12,10.8777
2014-09-18,0.0003
2014-12-11,-2.2222
2015-01-14,-3.5148
2015-02-03,2.3810000000000002
2015-02-04,-2.3256
2015-02-06,1.1905000000000001
2015-02-12,-8.2353
2015-02-19,2.5641
2015-02-20,0.0
2015-03-09,-1.2488
2015-03-11,-0.0013
2015-03-30,2.4853
2015-04-16,0.0
2015-05-07,0.0
2015-05-20,-0.625
2015-05-22,0.1258
2015-05-26,-1.7337
2015-06-02,0.4858
2015-06-03,0.0
2015-06-04,-0.6107
2015-06-05,-0.1536
2015-07-13,1.2198
2015-08-05,-0.2564
2015-08-12,-2.9563
2015-08-13,1.9868000000000001
2015-08-14,-2.4675000000000002
2015-08-17,2.5300000000000002
2015-08-24,23.2987
2015-08-26,-5.2033
2015-08-27,-4.4444
2015-08-28,4.6512
2015-09-03,0.5556
2015-09-29,0.4913
2015-10-01,0.0
2015-10-21,-6.6667
2015-10-29,-7.1429
2015-12-03,0.0
2016-01-06,3.8681
2016-01-15,2.2244
2016-02-03,-2.2005
2016-02-12,0.0
2016-02-16,0.0
2016-02-29,0.0
2016-03-16,3.7449
2016-03-24,-2.4878
2016-03-28,0.0
2016-03-29,0.0
2016-03-31,0.0
2016-04-06,0.05
2016-04-19,4.975
2016-06-02,4.763
2016-06-27,1.1262
2016-07-13,0.0
2016-07-27,-8.5227
2016-08-01,4.9689
2016-09-13,-1.7751000000000001
2016-09-21,-1.2677
2016-12-06,4.9383
2016-12-14,0.0
2016-12-15,-1.1529
2016-12-16,10.6641
2016-12-19,-5.4348
2017-01-27,-1.7241
2017-01-30,2.9237
2017-03-23,-3.4702
2017-07-05,4.8181
2017-07-06,0.0
2017-08-03,-2.2983000000000002
2017-08-08,1.9525000000000001
2017-08-10,1.5228000000000002
2017-08-21,0.0
2017-09-07,-1.1364
2017-09-28,5.0918
2017-10-18,-1.5487
2018-01-22,1.1364
2018-01-23,12.3596
2018-02-28,-4.0
2018-03-02,2.0833
2018-03-15,1.0204
2018-04-23,-6.1224
2018-06-01,0.0
2018-06-08,0.0
2018-06-15,0.0
2018-06-21,-7.3407
2018-06-26,0.8065
2018-07-05,1.1764999999999999
2018-07-11,1.7442
2018-07-20,9.7143
2018-09-24,1.0526
2018-11-19,0.0
2018-12-13,-4.1667
2018-12-19,-0.5276
2019-01-18,-0.5525
2019-01-22,0.0
2019-01-29,-2.2222
2019-02-15,0.0
2019-03-13,2.2727
2019-03-14,4.4667
2019-03-21,-6.4516
2019-04-17,-3.4483
2019-05-20,-1.1905000000000001
2019-05-22,0.6024
2019-05-29,0.5988
2019-06-10,-2.3810000000000002
2019-06-12,0.0
2019-06-13,0.0
2019-06-14,0.0
2019-06-17,-0.9512
2019-06-20,-0.1247
2019-06-25,-0.1248
2019-06-26,2.475
2019-07-05,0.0488
2019-07-17,-0.0244
2019-09-10,1.2195
2019-09-16,0.1205
2019-09-18,-0.0975
2019-09-24,0.6098
2019-09-25,-0.7273
2019-09-30,0.0
2019-10-08,0.1221
2019-10-24,-2.8049
2019-11-05,0.3764
2019-11-12,0.0
2019-11-13,-0.25
2019-11-20,0.2506
2019-11-25,-2.25
2019-11-29,2.2762000000000002
2019-12-05,0.0
2019-12-11,0.6502
2019-12-12,1.8634
2019-12-18,1.2846
2019-12-19,-0.122
2019-12-27,-2.3199
2019-12-30,-2.25
2020-01-07,2.3018
2020-01-13,0.125
2020-01-21,0.4994
2020-01-24,9.3168
2020-01-27,0.0
2020-01-29,0.1136
2020-01-30,1.7026
2020-01-31,0.4464
2020-02-05,-7.1111
2020-02-26,0.4785
2020-03-06,2.9762
2020-03-12,-7.5145
2020-03-24,1.3171
2020-05-06,1.875
2020-05-28,7.9755
2020-06-15,-6.8182
2020-06-29,1.2846
2020-07-09,2.439
2020-07-16,0.0
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,0.0
2020-07-27,0.0
2020-07-28,0.5952
2020-07-29,0.0
