ticker,APLO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-04-10,-0.9165
2003-05-20,5.0
2003-10-24,9.1438
2003-11-12,-3.3333
2004-02-13,1.7736
2004-02-19,-0.0229
2004-02-25,0.0
2004-02-27,0.0
2004-03-30,0.6711
2004-06-07,-3.4483
2005-02-09,8.5884
2005-07-18,3.0093
2005-07-26,4.4944
2006-04-28,1.1111
2006-05-25,2.1978
2006-06-19,0.0
2006-08-07,0.8677
2006-08-16,-3.2258
2007-04-23,-3.3149
2007-04-26,-3.5714
2007-04-27,1.2346
2007-06-20,-3.9172000000000002
2007-09-10,0.0
2008-04-30,73.7968
2008-05-07,-38.4615
2008-06-16,0.375
2008-06-24,3.1966
2008-07-15,1.2195
2008-08-15,0.0
2008-09-15,1.0224
2008-09-24,0.0
2008-10-15,-3.6145
2008-11-07,82.5
2008-11-11,-45.0685
2009-01-23,268.8629
2009-02-24,-6.8966
2009-08-28,-69.9985
2009-08-31,0.6211
2009-09-25,61.2346
2009-10-29,-30.7692
2009-10-30,-12.1111
2009-11-02,0.0
2009-11-03,-3.9191000000000003
2009-11-04,5.2632
2009-11-12,0.125
2009-11-17,0.2497
2009-11-18,-0.3736
2009-11-24,1.25
2009-11-30,0.0
2009-12-16,0.3704
2009-12-17,1.968
2009-12-22,0.0
2010-02-01,9.356
2010-02-09,-10.8889
2010-02-24,0.0
2010-03-12,0.0
2010-03-16,0.0
2010-03-22,1.7588
2010-05-18,1.3086
2010-06-16,-4.8257
2010-06-21,2.4328
2010-07-20,164.4836
2011-05-09,-65.1375
2011-05-10,3.4483
2011-05-13,-3.3333
2011-05-16,4.8276
2011-05-19,5.2632
2011-05-27,-8.75
2011-06-06,0.0
2011-06-07,2.7397
2011-06-14,-1.3333
2011-06-16,2.7027
2011-06-24,-1.3158
2011-07-18,-3.0695
2011-07-25,-1.3889
2011-08-02,-0.7042
2011-08-05,1.8439999999999999
2011-08-08,-13.649000000000001
2011-08-09,6.7097
2011-08-29,-0.2418
2011-09-21,-7.9755
2011-09-27,5.0
2011-11-28,19.0476
2012-01-06,5.5256
2012-02-09,14.9425
2012-03-20,-7.5112
2012-03-22,-1.697
2012-03-28,-0.1233
2012-04-05,-1.2346
2012-04-10,0.0
2012-04-19,2.5
2012-05-01,-2.439
2012-05-16,-0.625
2012-05-21,0.0
2012-07-12,6.7344
2012-07-20,0.0
2012-08-29,-3.5714
2012-09-04,0.0
2012-09-28,3.4913
2012-10-31,-2.4096
2012-12-17,3.5688
