ticker,NVGS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-01-16,0.0
2007-01-18,0.0
2007-02-02,11.5612
2007-02-28,0.6051
2007-03-01,-0.7519
2007-03-06,0.7576
2007-03-09,0.7519
2007-03-29,-0.3731
2007-04-04,0.3745
2007-04-16,2.9851
2007-04-18,0.0
2007-04-30,0.0
2007-05-14,3.2609
2007-05-22,3.8596
2007-09-21,3.3784
2007-10-02,0.6536
2007-10-30,0.6494
2007-11-30,6.1224
2007-12-07,-3.8462
2007-12-11,0.0
2007-12-14,1.3333
2008-01-29,0.0
2008-01-31,-0.9868
2008-02-05,1.3289
2008-02-14,-1.3115
2008-02-20,1.6611
2008-03-10,-0.5229
2008-03-26,-5.0591
2008-04-23,3.4602
2008-05-13,1.0033
2008-05-15,-0.6623
2008-05-28,0.0
2008-05-29,0.2667
2008-06-13,-0.266
2008-06-17,0.4
2008-06-18,0.2656
2008-06-24,-0.6623
2008-07-01,0.3333
2008-07-09,-0.3322
2008-09-15,-0.6667
2009-03-05,-67.7852
2009-03-10,0.0
2009-03-16,38.5417
2009-03-18,20.3008
2010-01-08,-9.75
2010-01-11,-16.0665
2010-01-12,5.6106
2010-01-27,-5.3125
2010-01-29,-4.2244
2010-02-05,0.4824
2010-02-18,-12.5514
2010-02-22,15.6863
2010-03-19,15.2542
2010-03-25,-11.7647
2010-04-14,-3.3333
2010-05-04,24.1379
2010-10-20,-12.293
2010-10-22,-4.96
2010-10-25,-4.0404
2010-10-26,7.0175
2010-11-05,1.6393
2010-11-29,-2.5691
2010-12-02,1.8024
2010-12-07,0.0
2010-12-28,3.2787
2010-12-29,7.9365
2010-12-30,-5.8824
2011-01-05,1.5625
2011-02-10,4.6154
2011-02-16,4.4118
2011-02-24,2.8169
2011-02-25,4.1096
2011-03-29,22.6667
2011-03-30,0.0
2011-04-05,8.6957
2011-04-07,3.5
2011-04-08,1.4493
2011-04-13,0.0
2011-04-19,5.7143
2011-04-26,5.4054
2011-04-29,3.4188
2011-07-22,0.0
2011-08-10,-3.4276
2011-08-31,-1.9097
2011-11-23,-4.4248
2011-11-30,0.0
2011-12-02,2.7778
2011-12-13,-0.9009
2011-12-14,0.9091
2011-12-20,1.8018
2012-01-12,1.3274
2012-01-24,-1.8340999999999998
2012-01-25,0.1779
2012-01-26,1.2433
2012-01-27,0.0
2012-01-30,-0.4386
2012-03-08,-1.1454
2012-03-15,-0.1783
2012-03-16,0.3571
2012-03-28,3.2028
2012-04-02,1.7241
