ticker,MRVL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-06-27,277.5
2000-06-28,-4.0011
2000-06-29,1.6383999999999999
2000-06-30,3.1673999999999998
2000-07-03,-3.5088
2000-07-05,-6.25
2000-07-06,-11.7576
2000-07-07,5.2198
2000-07-10,4.1775
2000-07-11,-3.0075
2000-07-12,20.155
2000-07-13,3.871
2000-07-14,-8.4886
2000-07-17,7.1267
2000-07-18,6.019
2000-07-19,5.3785
2000-07-20,3.4026
2000-07-21,-9.9634
2000-07-24,-10.6599
2000-07-25,2.9545
2000-07-26,-6.9536
2000-07-27,-8.3037
2000-07-28,2.458
2000-07-31,-7.702
2000-08-01,-5.4719999999999995
2000-08-02,6.5123
2000-08-03,16.5761
2000-08-04,7.6923
2000-08-07,-4.7619
2000-08-08,-1.8182
2000-08-09,-2.5463
2000-08-10,-1.1876
2000-08-11,-0.2404
2000-08-14,-3.8554
2000-08-15,2.2556
2000-08-16,7.598
2000-08-17,-3.6446
2000-08-18,-1.2116
2000-08-21,5.2946
2000-08-22,1.5909
2000-08-23,-4.2506
2000-08-24,3.0374
2000-08-25,0.4535
2000-08-28,5.6433
2000-08-29,16.0256
2000-08-30,3.4991
2000-08-31,1.6014
2000-09-01,0.5254
2000-09-05,4.3554
2000-09-06,10.8514
2000-09-07,15.0602
2000-09-08,-0.6545
2000-09-11,-1.054
2000-09-12,5.2597
2000-09-13,2.7198
2000-09-14,-1.4778
2000-09-15,-2.9375
2000-09-18,-7.405
2000-09-19,0.4172
2000-09-20,3.6010999999999997
2000-09-21,-1.6042999999999998
2000-09-22,-2.8533
2000-09-25,-3.1469
2000-09-26,-6.2816
2000-09-27,-6.6256
2000-09-28,2.6403
2000-09-29,-0.8039
2000-10-02,2.7553
2000-10-03,-2.0505
2000-10-04,-3.7037
2000-10-05,1.6722000000000001
2000-10-06,-4.1118
2000-10-09,9.434
2000-10-10,0.1567
2000-10-11,3.9124
2000-10-12,1.8824999999999998
2000-10-13,7.3171
2000-10-16,-9.9174
2000-10-17,-30.1988
2000-10-18,-11.391
2000-10-19,9.3943
2000-10-20,9.3785
2000-10-23,-1.343
2000-10-24,-1.1518
2000-10-25,-8.4746
2000-10-26,-5.0926
2000-10-27,5.6098
2000-10-30,-3.2333
2000-10-31,6.4439
2000-11-01,-6.7265
2000-11-02,2.1635
2000-11-03,-0.2353
2000-11-06,1.6509
2000-11-07,-9.3968
2000-11-08,-0.8963
2000-11-09,0.2584
2000-11-10,-5.2835
2000-11-13,1.3605
