ticker,PTPF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-01-07,0.0
2014-01-08,0.0
2014-01-09,20.0
2014-01-10,16.6667
2014-01-13,-5.7143
2014-01-14,15.1515
2014-01-15,5.2632
2014-01-16,2.5
2014-01-17,7.3171
2014-01-21,0.0
2014-01-22,18.1818
2014-01-23,-5.7692
2014-01-27,6.1224
2014-01-28,1.9231
2014-01-29,-1.8868
2014-01-30,1.9231
2014-02-03,-1.8868
2014-02-04,0.1923
2014-02-06,1.7274
2014-02-07,-1.8868
2014-02-13,3.8462
2014-02-14,1.8519
2014-02-18,0.0
2014-02-19,0.0
2014-02-20,-3.6364
2014-02-21,5.6604
2014-02-24,0.0
2014-02-25,-3.5714
2014-02-26,0.0
2014-02-27,3.7037
2014-02-28,0.0
2014-03-03,0.0
2014-03-04,1.7856999999999998
2014-03-05,-8.7719
2014-03-06,9.6154
2014-03-07,5.2632
2014-03-10,0.8333
2014-03-11,2.4793
2014-03-12,6.4516
2014-03-13,0.0
2014-03-14,-18.1818
2014-03-17,-3.7037
2014-03-18,1.9231
2014-03-19,-5.6604
2014-03-20,0.0
2014-03-21,4.0
2014-03-24,1.9231
2014-03-25,0.0
2014-03-26,0.0
2014-03-27,-0.9434
2014-03-28,2.8571
2014-03-31,1.8519
2014-04-01,0.0
2014-04-02,-6.3636
2014-04-03,6.7961
2014-04-04,0.0
2014-04-07,-9.0909
2014-04-08,12.0
2014-04-09,-1.7856999999999998
2014-04-10,-5.4545
2014-04-11,9.6154
2014-04-14,-3.5088
2014-04-15,-14.5455
2014-04-16,-8.5106
2014-04-17,-2.3256
2014-04-21,7.1429
2014-04-22,-4.4444
2014-04-23,0.0291
2014-04-24,3.066
2014-04-25,7.6413
2014-04-28,-6.8762
2014-04-29,1.2658
2014-04-30,2.2222
2014-05-01,-2.1739
2014-05-02,-4.4444
2014-05-05,-13.9535
2014-05-06,0.5405
2014-05-07,10.2487
2014-05-08,12.2524
2014-05-09,-10.725
2014-05-12,21.6241
2014-05-13,-7.952
2014-05-14,-3.7897
2014-05-15,-6.9321
2014-05-16,6.8416
2014-05-19,0.9087
2014-05-20,0.0
2014-05-21,-5.4453
2014-05-22,0.0
2014-05-23,-1.9048
2014-05-27,7.0388
2014-05-28,13.3787
2014-05-29,-7.0
2014-05-30,6.9624
2014-06-02,-2.3875
2014-06-03,6.0505
2014-06-04,-4.37
2014-06-05,-1.4217
2014-06-06,3.0131
2014-06-09,0.0
2014-06-10,-8.0
