ticker,PTPF US Equity
2014-06-11,3.2609
2014-06-13,5.2632
2014-06-16,-5.5
2014-06-18,6.8519
2014-06-19,-4.4318
2014-06-20,-0.5181
2014-06-23,-7.2917
2014-06-24,0.0
2014-06-25,0.0
2014-06-27,1.1236
2014-06-30,-1.8889
2014-07-01,-1.8969
2014-07-02,-4.8773
2014-07-03,0.0303
2014-07-07,0.0
2014-07-08,6.9305
2014-07-10,-5.8006
2014-07-11,-6.5643
2014-07-14,-4.6084
2014-07-16,6.2162
2014-07-18,0.0
2014-07-22,-0.7634
2014-07-23,-16.5385
2014-07-24,25.9601
2014-07-25,2.439
2014-07-28,-10.7143
2014-07-29,-6.6333
2014-07-30,0.0179
2014-07-31,-0.0535
2014-08-01,7.1429
2014-08-06,0.0
2014-08-08,-11.3333
2014-08-11,-7.5188
2014-08-12,18.6992
2014-08-13,-1.5068000000000001
2014-08-18,-6.6759
2014-08-19,11.7735
2014-08-22,-17.3333
2014-08-25,9.6774
2014-08-27,8.8235
2014-08-28,-16.1824
2014-08-29,-0.0403
2014-09-02,-1.6129
2014-09-05,0.0
2014-09-08,4.0984
2014-09-09,4.8819
2014-09-10,11.1111
2014-09-12,-2.7027
2014-09-16,2.7778
2014-09-17,18.9189
2014-09-18,-4.5455
2014-09-19,7.1429
2014-09-22,-2.2222
2014-09-24,-9.0483
2014-09-25,12.4473
2014-09-26,13.3333
2014-09-29,-1.9607999999999999
2014-09-30,2.0
2014-10-01,-6.8627
2014-10-02,-1.0526
2014-10-03,-21.2766
2014-10-06,20.2365
2014-10-07,-1.1239
2014-10-09,-9.0651
2014-10-13,-5.0
2014-10-14,0.0
2014-10-16,-8.5526
2014-10-20,-12.2302
2014-10-21,4.2623
2014-10-23,0.0
2014-10-24,-4.0881
2014-10-27,0.0
2014-10-29,-18.0328
2014-10-30,20.0
2014-10-31,0.0
2014-11-04,-3.0
2014-11-06,-27.8351
2014-11-07,-11.9048
2014-11-10,62.1622
2014-11-12,0.0
2014-11-14,-25.0
2014-11-17,0.0
2014-11-18,0.0
2014-11-25,0.0
2014-11-28,0.0
2014-12-01,0.0
2014-12-04,-2.2222
2014-12-05,-30.4545
2014-12-08,-1.9607999999999999
2014-12-09,-11.3333
2014-12-11,16.9173
2014-12-15,15.7556
2014-12-16,11.3542
2014-12-24,-10.1964
2014-12-26,-16.6667
2014-12-29,0.0
2014-12-30,-6.6667
2014-12-31,-14.2857
2015-01-02,12.5
2015-01-06,48.1481
2015-01-07,-32.5
2015-01-08,10.0463
2015-01-09,-11.8216
2015-01-13,-0.7634
2015-01-15,-17.9808
2015-01-16,12.4267
2015-01-21,-11.0532
2015-01-26,12.4267
2015-01-28,-8.2377
2015-02-02,0.0
2015-02-03,-9.0909
2015-02-06,6.625
2015-02-10,-26.8464
2015-02-11,15.3846
2015-02-12,16.6667
2015-02-13,0.0
2015-02-17,0.0
2015-02-18,-14.2857
2015-02-19,-13.3333
2015-02-23,-19.2308
2015-02-25,0.0
2015-03-02,0.0
2015-03-04,0.0
2015-03-06,0.0
2015-03-09,0.0
2015-03-16,-47.619
2015-03-19,0.0
2015-03-26,0.0
2015-04-02,0.0
2015-04-08,0.0
2015-04-09,0.0
2015-04-16,0.0
2015-04-21,0.0
2015-04-23,5.1136
2015-04-28,43.7838
2015-04-29,0.2506
2015-05-01,50.0
2015-05-04,6.6667
2015-05-06,-18.75
2015-05-08,7.6923
2015-05-21,7.1429
2015-06-10,-20.0
2015-06-11,0.0
2015-06-18,0.0
2015-06-23,0.0
2015-06-24,0.0
2015-07-07,0.0
2015-07-14,0.0
2015-07-17,-8.3333
2015-07-20,0.0
2015-07-30,0.0
2015-07-31,0.0
2015-08-26,0.0
2015-08-28,81.8182
2015-09-11,-10.0
2015-09-15,-11.1111
2015-09-18,-7.5
2015-09-24,-45.9459
2015-09-25,-25.0
2015-10-05,0.0
2015-10-20,-16.6667
2015-10-27,-20.0
2015-11-27,5.0
2015-11-30,-16.6667
2015-12-04,10.0
2015-12-21,-58.4416
2015-12-22,0.0
2015-12-28,87.5
2015-12-31,0.0
2016-02-09,0.0
2016-03-04,-33.3333
2016-03-11,-20.0
2016-03-28,43.75
2016-03-31,30.4348
2016-04-11,0.0
2016-04-22,-0.8333
2016-04-28,-46.2185
2016-05-02,87.5
2016-06-10,0.0
2016-07-06,10.0
2016-07-12,-51.5152
2016-07-20,-7.0313
2016-07-21,74.7899
2016-07-22,-30.7692
2016-07-26,6.25
2016-07-27,-21.5686
2016-07-28,0.0
2016-08-05,60.0
2016-08-12,-37.5
2016-08-17,66.6667
2016-09-16,-40.0
2016-10-14,-20.0
2016-10-24,-33.3333
2016-11-03,0.0
2016-11-18,0.0
2016-12-01,-7.8125
2016-12-19,171.1864
2016-12-30,-70.0
2017-01-17,4.1667
2017-03-01,2.0
2017-03-15,56.8627
2017-03-23,200.0
2017-04-07,-33.3333
2017-05-02,1.25
2017-05-08,-1.2346
2017-05-12,10.625
2017-05-30,75.1412
2017-06-16,-1.8839000000000001
2017-06-19,57.7591
2017-07-07,-58.9863
2017-07-14,0.0
2017-08-03,-34.9593
2017-08-11,0.0
2017-08-23,142.5
2017-08-25,-58.2474
2017-09-01,72.8395
2017-09-05,42.8571
2017-09-07,-0.5
2017-09-14,-29.6482
2017-10-23,-3.5714
2017-10-25,0.0
2017-11-01,-26.0
2017-12-08,100.2002
2017-12-15,-65.0
2017-12-18,0.0
2018-01-08,3.1429
2018-01-16,-3.0471
2018-01-19,92.8571
2018-01-22,0.0
2018-01-23,-48.1481
2018-01-29,92.8571
2018-03-08,-48.1481
2018-03-15,42.8571
2018-03-26,0.0
2018-03-29,-30.0
2018-04-02,0.0
2018-04-03,92.8571
2018-04-09,-1.4815
2018-04-17,27.8195
2018-04-18,-11.7647
2018-04-19,-26.6667
2018-04-27,0.0
2018-05-01,9.0909
2018-05-08,-29.1667
2018-05-09,134.1176
2018-06-19,0.0
2018-06-21,0.0
2018-06-27,0.0
2018-07-05,-25.1256
2018-07-06,-57.7181
2018-07-31,-1.5873
2018-09-06,12.9032
2018-09-12,160.0
2018-09-21,-17.5824
2018-09-26,0.0
2018-10-08,0.0
2018-10-09,0.0
2018-10-12,0.0
2018-10-17,56.0
2018-10-18,-5.9829
2018-10-19,-3.6364
2018-10-23,-0.9434
2018-10-24,9.5238
2018-10-25,-13.0435
2018-11-01,-15.0
2018-11-05,0.0
2018-11-13,12.9412
2018-11-28,-32.2917
2018-12-07,0.0
2018-12-14,0.0
2018-12-21,0.0
2019-01-04,-7.6923
2019-01-23,0.0
2019-01-25,-30.8333
2019-02-06,20.4819
2019-02-07,-20.0
2019-03-05,6.25
2019-04-02,0.0
2019-04-04,0.0
2019-04-12,0.0
2019-04-15,2.9412000000000003
2019-05-03,-8.5714
2019-05-14,0.0
2019-06-05,0.0
2019-06-20,0.0
2019-07-03,-12.5
2019-08-06,75.0
2019-08-26,-34.6939
2019-09-05,0.0
2019-09-11,-10.0
2019-09-17,0.0
2019-10-03,0.0
2019-10-25,0.0
2019-11-12,4.1667
2019-11-15,0.0
2020-01-09,0.0
2020-01-21,0.0
2020-02-19,21.6667
2020-03-11,-17.8082
2020-03-25,-4.0
2020-04-07,-2.7778
2020-04-09,0.0
2020-06-02,-28.5714
2020-06-08,-30.0
2020-06-09,0.0
2020-06-23,0.0
2020-07-07,164.2857
