ticker,ELMD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-08-13,-0.5
2010-08-16,-4.5226
2010-08-17,1.3158
2010-08-18,-1.5584
2010-08-19,-1.847
2010-08-20,-10.7527
2010-08-23,0.6024
2010-08-24,2.9939999999999998
2010-08-25,-4.0698
2010-08-26,0.303
2010-08-27,4.5317
2010-08-30,-3.1792
2010-08-31,8.6567
2010-09-02,-3.8462
2010-09-03,0.2857
2010-09-07,-0.2849
2010-09-08,4.5714
2010-09-09,-1.6393
2010-09-10,-1.3889
2010-09-13,1.1268
2010-09-14,1.1142
2010-09-15,0.551
2010-09-16,0.274
2010-09-17,-0.2732
2010-09-20,0.5479
2010-09-21,-4.0872
2010-09-22,-1.7045
2010-09-23,4.0462
2010-09-24,0.0
2010-09-27,-1.6667
2010-09-28,-2.5423999999999998
2010-09-29,1.4493
2010-09-30,6.0
2010-10-04,-2.965
2010-10-05,1.3889
2010-10-06,-3.5582000000000003
2010-10-07,0.0
2010-10-08,0.5646
2010-10-11,-1.1299
2010-10-12,2.5679
2010-10-13,-5.0071
2010-10-14,4.6882
2010-10-15,-2.2409
2010-10-18,-1.7191999999999998
2010-10-19,-2.3324
2010-10-20,1.194
2010-10-21,3.2448
2010-10-25,-1.4285999999999999
2010-10-26,1.4493
2010-10-27,1.4285999999999999
2010-10-28,-1.4085
2010-11-01,-0.2857
2010-11-03,2.8689
2010-11-04,2.7819000000000003
2010-11-05,-0.542
2010-11-08,0.0
2010-11-09,-0.4087
2010-11-10,-4.788
2010-11-11,-2.2989
2010-11-12,2.9412000000000003
2010-11-15,-2.8571
2010-11-16,4.7059
2010-11-17,-8.7079
2010-11-18,4.6154
2010-11-19,3.8235
2010-11-23,-3.6827
2010-11-24,0.0
2010-11-26,5.2941
2010-11-29,0.5587
2010-12-01,-0.5556
2010-12-02,-0.2793
2010-12-03,-1.9607999999999999
2010-12-06,-0.8571
2010-12-08,2.8818
2010-12-09,-7.2829
2010-12-10,1.2085
2010-12-13,1.4925
2010-12-14,3.8235
2010-12-15,-0.8499
2010-12-16,0.8571
2010-12-17,-3.1161
2010-12-20,-1.462
2010-12-21,0.2967
2010-12-23,-0.8876
2010-12-27,0.8955
2010-12-28,0.2959
2010-12-29,-2.6549
2010-12-30,-1.2121
2010-12-31,8.8957
2011-01-03,-6.4789
2011-01-04,-0.9036
2011-01-05,-1.8237
2011-01-06,4.644
2011-01-07,-4.7337
2011-01-10,-1.8634
2011-01-11,-0.3165
2011-01-12,-1.2738
