ticker,PLYM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-06-09,-3.2105
2017-06-12,-0.4894
2017-06-13,-0.3825
2017-06-14,-1.2617
2017-06-15,0.5556
2017-06-16,1.8784999999999998
2017-06-19,-2.115
2017-06-20,0.277
2017-06-21,-0.2652
2017-06-22,-0.1773
2017-06-23,1.4428
2017-06-26,0.2735
2017-06-27,-1.8003
2017-06-28,1.3333
2017-06-29,-1.0417
2017-06-30,3.8781
2017-07-03,0.0
2017-07-05,1.6800000000000002
2017-07-06,-1.3158
2017-07-07,0.5333
2017-07-10,-4.5093
2017-07-11,1.1111
2017-07-12,-1.044
2017-07-13,-0.6108
2017-07-14,0.5587
2017-07-17,-2.7222
2017-07-18,-0.9709
2017-07-19,-0.519
2017-07-20,-2.029
2017-07-21,1.1982
2017-07-24,1.4472
2017-07-25,6.3401
2017-07-26,-4.878
2017-07-27,1.1396
2017-07-28,-0.2817
2017-07-31,-0.8475
2017-08-01,3.7037
2017-08-02,-1.3736
2017-08-03,-2.2841
2017-08-04,-0.2281
2017-08-07,-0.8571
2017-08-08,-1.6709
2017-08-09,0.527
2017-08-10,0.1166
2017-08-11,-0.6989
2017-08-14,0.8798
2017-08-15,2.7035
2017-08-16,0.9907
2017-08-17,-1.065
2017-08-18,2.7195
2017-08-21,-1.2686
2017-08-22,-1.6760000000000002
2017-08-23,5.1136
2017-08-24,-4.8108
2017-08-25,2.7824999999999998
2017-08-28,-2.6519
2017-08-29,2.1566
2017-08-30,-2.1667
2017-08-31,2.7824999999999998
2017-09-01,-1.2155
2017-09-05,0.5034
2017-09-06,1.6694
2017-09-07,-0.3831
2017-09-08,-1.6484
2017-09-11,3.352
2017-09-12,2.7027
2017-09-13,-4.2105
2017-09-14,0.5495
2017-09-15,-4.0437
2017-09-18,1.7654
2017-09-19,0.4477
2017-09-20,1.8942
2017-09-21,0.8748
2017-09-22,-2.168
2017-09-25,0.277
2017-09-26,0.442
2017-09-27,0.0
2017-09-28,2.4477
2017-09-29,-0.2192
2017-10-02,0.2197
2017-10-03,-0.9863
2017-10-04,0.9961
2017-10-05,0.1644
2017-10-06,-1.198
2017-10-09,1.3294000000000001
2017-10-10,0.3218
2017-10-11,0.3268
2017-10-12,-0.8686
2017-10-13,0.0548
2017-10-16,1.2042
2017-10-17,-0.4813
2017-10-18,-0.9293
2017-10-19,0.4388
2017-10-20,-0.6554
2017-10-23,-1.0445
2017-10-24,-0.375
2017-10-25,1.7147999999999999
2017-10-26,0.7675
