ticker,MDBS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-03-07,-82.2222
2007-04-02,87.5
2007-04-04,0.0
2007-04-16,-20.0
2007-04-27,0.0
2007-05-03,-33.3333
2007-07-05,25.0
2007-07-17,0.0
2007-08-30,10.0
2007-09-17,0.0
2007-11-13,-27.2727
2007-12-24,0.0
2008-01-24,0.0
2008-01-30,-12.5
2008-04-09,14.2857
2008-12-05,-37.5
2008-12-12,300.0
2008-12-18,-25.0
2008-12-23,0.0
2009-02-10,0.0
2009-02-12,-6.6667
2009-02-18,-14.2857
2009-03-06,-16.6667
2009-03-09,20.0
2009-03-10,-33.3333
2009-03-11,25.0
2009-03-20,0.0
2009-03-23,-20.0
2009-03-24,25.0
2009-03-25,-30.0
2009-03-26,-42.8571
2009-03-27,0.0
2009-03-30,-25.0
2009-03-31,0.0
2009-04-01,33.3333
2009-04-02,0.0
2009-04-03,25.0
2009-04-06,0.0
2009-04-07,20.0
2009-04-08,16.6667
2009-04-09,-28.5714
2009-04-13,40.0
2009-04-14,-28.5714
2009-04-15,10.0
2009-04-16,-9.0909
2009-04-17,-20.0
2009-04-20,0.0
2009-04-21,0.0
2009-04-22,0.0
2009-04-23,-25.0
2009-04-27,33.3333
2009-04-28,-50.0
2009-04-29,0.0
2009-04-30,0.0
2009-05-01,50.0
2009-05-04,-16.6667
2009-05-05,0.0
2009-05-06,60.0
2009-05-07,7.5
2009-05-08,-6.9767
2009-05-11,-10.0
2009-05-12,8.3333
2009-05-13,-10.2564
2009-05-14,-28.5714
2009-05-15,0.0
2009-05-18,-30.0
2009-05-19,-28.5714
2009-05-20,28.0
2009-05-21,12.5
2009-05-22,-44.4444
2009-05-26,0.0
2009-05-27,-5.0
2009-05-28,-5.2632
2009-05-29,85.4167
2009-06-01,0.0
2009-06-02,-28.0899
2009-06-03,-29.1667
2009-06-04,-11.7647
2009-06-05,-60.0
2009-06-08,116.6667
2009-06-09,0.0
2009-06-10,0.0
2009-06-11,-15.3846
2009-06-12,-9.0909
2009-06-15,17.5
2009-06-16,70.2128
2009-06-17,-10.0
2009-06-18,-11.1111
2009-06-19,12.5
2009-06-22,-27.7778
2009-06-23,15.3846
2009-06-24,-20.0
2009-06-25,0.0
2009-06-26,33.3333
2009-06-29,1.5625
2009-06-30,10.7692
2009-07-01,1.3889
2009-07-02,4.1096
2009-07-06,-10.526299999999999
2009-07-07,0.0
2009-07-08,17.647100000000002
2009-07-09,0.0
2009-07-10,-10.0
2009-07-13,0.0
