ticker,FAFL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-12-14,-50.0
2006-02-15,25.0
2006-05-23,-20.0
2006-05-24,25.0
2006-11-30,30.0
2006-12-04,-15.3846
2006-12-08,27.2727
2006-12-11,6.8571
2006-12-14,-1.0695000000000001
2006-12-26,40.5405
2006-12-27,0.9615
2006-12-28,0.0
2006-12-29,0.0
2007-01-04,-28.5714
2007-03-30,46.6667
2007-05-17,-4.5455
2007-06-29,5.7143
2007-08-29,0.0
2007-09-19,0.0
2007-10-09,-0.9009
2007-10-15,-18.1818
2007-10-23,11.1111
2007-10-31,-1.0
2007-11-21,-17.1717
2007-12-10,9.7561
2008-01-07,11.1111
2008-03-12,15.0
2008-04-10,-17.3913
2008-05-21,-49.4737
2008-06-26,35.4167
2008-06-27,0.0
2008-12-18,-93.8462
2008-12-19,-80.0
2008-12-22,-25.0
2008-12-30,1600.0
2009-01-05,0.0
2009-02-10,-31.3725
2009-02-20,0.0
2009-02-24,0.0
2009-04-03,0.0
2009-04-08,0.0
2009-04-09,0.0
2009-04-16,0.0
2009-07-28,-54.2857
2009-08-28,-43.75
2009-08-31,11.1111
2009-09-01,0.0
2009-09-04,-70.0
2009-09-11,0.0
2009-10-28,-33.3333
2010-02-04,-50.0
2010-02-16,-75.0
2010-05-13,-15.0
2010-06-23,8.8235
2010-08-10,-8.1081
2010-08-11,0.0
2010-08-30,0.0
2010-09-29,370.5882
2010-12-20,-88.125
2010-12-23,0.0
2011-01-07,0.0
2011-05-17,0.0
2012-03-13,0.0
2012-05-03,0.0
2013-11-15,321.0526
2014-06-17,100.0
2014-08-13,0.0
2015-10-06,0.0
2015-12-18,0.0
2016-01-22,0.0
2016-04-04,0.0
2016-10-31,400.0
2016-11-03,-15.375
2018-07-24,-5.4653
2019-06-07,12.5
2019-10-01,-11.1111
2019-10-07,-25.0
2020-01-24,0.0
2020-01-28,-33.3333
2020-04-01,50.0
2020-04-17,0.0
2020-06-22,166.6667
2020-06-23,-62.5
2020-06-29,66.6667
2020-07-01,-20.0
2020-07-06,22.1875
