ticker,DNLI US Equity
2018-05-01,0.8117
2018-05-02,0.2684
2018-05-03,-2.8373
2018-05-04,4.573
2018-05-07,1.5279
2018-05-08,-2.8542
2018-05-09,4.0064
2018-05-10,5.2902000000000005
2018-05-11,-5.1707
2018-05-14,-3.8066
2018-05-15,2.5667999999999997
2018-05-16,-1.7205
2018-05-17,0.7427
2018-05-18,3.8968
2018-05-21,-0.0507
2018-05-22,1.4199
2018-05-23,1.7
2018-05-24,-1.7699
2018-05-25,-0.2503
2018-05-29,4.3151
2018-05-30,-0.2886
2018-05-31,-7.2359
2018-06-01,-2.0281
2018-06-04,10.4034
2018-06-05,1.0577
2018-06-06,-5.7564
2018-06-07,-8.3291
2018-06-08,-1.1013
2018-06-11,2.1158
2018-06-12,2.2356
2018-06-13,0.9067
2018-06-14,-5.3911
2018-06-15,0.0
2018-06-18,-1.6200999999999999
2018-06-19,-1.9306999999999999
2018-06-20,2.8952
2018-06-21,-4.3331
2018-06-22,5.5294
2018-06-25,-4.4593
2018-06-26,-0.3501
2018-06-27,-2.5176
2018-06-28,-6.0661
2018-06-29,-2.4936
2018-07-02,1.9016
2018-07-03,-3.0245
2018-07-05,3.1188
2018-07-06,2.3166
2018-07-09,-2.7044
2018-07-10,-1.6806999999999999
2018-07-11,-2.0381
2018-07-12,-0.9396
2018-07-13,-1.8293
2018-07-16,-3.0366
2018-07-17,-0.3559
2018-07-18,0.0
2018-07-19,0.0
2018-07-20,-3.8571
2018-07-23,3.7147
2018-07-24,-3.2951
2018-07-25,2.8889
2018-07-26,-3.7437
2018-07-27,-5.5348
2018-07-30,-1.346
2018-07-31,1.0433
2018-08-01,1.112
2018-08-02,9.9764
2018-08-03,-1.0
2018-08-06,8.2251
2018-08-07,4.2
2018-08-08,-3.071
2018-08-09,0.9901
2018-08-10,-1.4379
2018-08-13,-1.5252
2018-08-14,1.3468
2018-08-15,0.7309
2018-08-16,6.6623
2018-08-17,-2.6592000000000002
2018-08-20,1.1436
2018-08-21,1.005
2018-08-22,1.8657
2018-08-23,1.0379
2018-08-24,-0.7251
2018-08-27,2.3737
2018-08-28,4.9346
2018-08-29,2.0963
2018-08-30,5.8824
2018-08-31,2.8826
2018-09-04,-1.1717
2018-09-05,2.6804
2018-09-06,-2.761
2018-09-07,-8.4667
2018-09-10,3.3277
2018-09-11,0.655
2018-09-12,-0.3796
2018-09-13,-1.1976
2018-09-14,7.438
2018-09-17,-3.9487
2018-09-18,9.3967
2018-09-19,-0.3416
2018-09-20,2.2527
2018-09-21,0.1916
2018-09-24,-0.8604
2018-09-25,2.4108
2018-09-26,0.7062
2018-09-27,-0.748
2018-09-28,2.4023
2018-10-01,-0.874
2018-10-02,0.9281
2018-10-03,-2.5286999999999997
2018-10-04,-8.7264
2018-10-05,0.155
2018-10-08,-5.3664
2018-10-09,-2.7808
2018-10-10,-4.6551
2018-10-11,-2.7647
2018-10-12,2.4803
2018-10-15,0.3542
2018-10-16,5.2941
2018-10-17,-3.1844
2018-10-18,-4.9625
2018-10-19,1.3357999999999999
2018-10-22,-7.1899
2018-10-23,-1.0975
2018-10-24,-9.3995
2018-10-25,6.0519
2018-10-26,-3.8723
2018-10-29,1.3428
2018-10-30,-0.2789
2018-10-31,1.1888
2018-11-01,12.8542
2018-11-02,3.9192
2018-11-05,-1.0607
2018-11-06,1.7271999999999998
2018-11-07,1.6979
2018-11-08,-0.1151
2018-11-09,-3.8617
2018-11-12,-0.06
2018-11-13,3.5993
2018-11-14,1.2739
2018-11-15,7.3756
2018-11-16,2.3962
2018-11-19,-5.3562
2018-11-20,1.8132000000000001
2018-11-21,2.5364
2018-11-23,-1.2105
2018-11-26,0.7459
2018-11-27,-1.6393
2018-11-28,3.4946
2018-11-29,0.9351
2018-11-30,-1.3381
2018-12-03,-5.06
2018-12-04,-2.8022
2018-12-06,7.0661
2018-12-07,3.3263
2018-12-10,3.3725
2018-12-11,1.0381
2018-12-12,1.5166
2018-12-13,-1.6867
2018-12-14,1.8136999999999999
2018-12-17,-5.1517
2018-12-18,3.9594
2018-12-19,-2.2949
2018-12-20,-3.5982
2018-12-21,-4.5619
2018-12-24,-0.7061
2018-12-26,8.5886
2018-12-27,-1.8639999999999999
2018-12-28,2.0021
2018-12-31,3.9758
2019-01-02,-6.4376
2019-01-03,-3.9317
2019-01-04,9.37
2019-01-07,-2.3141
2019-01-08,2.0665
2019-01-09,-0.7407
2019-01-10,0.398
2019-01-11,3.5183
2019-01-14,-3.303
2019-01-15,3.9604
2019-01-16,0.8095
2019-01-17,-0.803
2019-01-18,2.6189999999999998
2019-01-22,0.6032
2019-01-23,-2.4446
2019-01-24,1.3712
2019-01-25,1.9123
2019-01-28,-2.1968
2019-01-29,-11.9326
2019-01-30,0.4251
2019-01-31,0.8466
2019-02-01,-2.0986
2019-02-04,2.6795
2019-02-05,-1.8267
2019-02-06,-1.9139
2019-02-07,-2.4932
2019-02-08,0.7782
2019-02-11,7.1704
2019-02-12,4.8893
2019-02-13,-1.9627
2019-02-14,1.4014
2019-02-15,3.5044
2019-02-19,2.3844
2019-02-20,-1.9562
2019-02-21,-1.1401
2019-02-22,3.2196
2019-02-25,2.5140000000000002
2019-02-26,1.1807
2019-02-27,-1.6606999999999998
2019-02-28,-0.6846
2019-03-01,5.1471
2019-03-04,-3.8024
2019-03-05,-1.0904
2019-03-06,-5.7878
2019-03-07,1.4139
2019-03-08,-0.9135
2019-03-11,5.8224
2019-03-12,1.7882
2019-03-13,9.7748
2019-03-14,1.149
2019-03-15,-0.9331
2019-03-18,0.0819
2019-03-19,-9.1244
2019-03-20,-1.5758999999999999
2019-03-21,-7.0448
2019-03-22,-4.2815
2019-03-25,5.3985
2019-03-26,2.9268
2019-03-27,-0.237
2019-03-28,6.2708
2019-03-29,3.7997
2019-04-01,3.876
2019-04-02,6.3018
2019-04-03,3.6271
2019-04-04,-2.3711
2019-04-05,4.4333
2019-04-08,3.0269
2019-04-09,-0.0717
2019-04-10,0.8964
2019-04-11,-2.0611
2019-04-12,1.1974
2019-04-15,-2.223
2019-04-16,-1.7968
2019-04-17,-2.1658
2019-04-18,-3.9313000000000002
2019-04-22,-1.3111
2019-04-23,-2.1739
2019-04-24,-0.4938
2019-04-25,0.3722
2019-04-26,1.8129
2019-04-29,-0.9308
2019-04-30,-0.0408
2019-05-01,-2.6972
2019-05-02,1.764
2019-05-03,1.6508
2019-05-06,-0.4872
2019-05-07,-4.1208
2019-05-08,0.1277
2019-05-09,-4.8873999999999995
2019-05-10,-0.3128
2019-05-13,-6.7234
2019-05-14,-1.4897
2019-05-15,5.3171
2019-05-16,-4.2149
2019-05-17,0.1934
2019-05-20,-0.5792
2019-05-21,2.5243
2019-05-22,-1.6572
2019-05-23,-0.8185
2019-05-24,0.6311
2019-05-28,-0.6753
2019-05-29,-2.9626
2019-05-30,-2.4024
2019-05-31,-2.2051
2019-06-03,0.1049
2019-06-04,2.2001
2019-06-05,-2.4603
2019-06-06,-2.7851
2019-06-07,2.973
2019-06-10,-2.2047
2019-06-11,1.5030000000000001
2019-06-12,0.6346
2019-06-13,0.0525
2019-06-14,-1.7332
2019-06-17,4.4896
2019-06-18,1.023
2019-06-19,0.8608
2019-06-20,1.9076
2019-06-21,-0.936
2019-06-24,-2.3869
2019-06-25,2.9036999999999997
2019-06-26,-2.0792
2019-06-27,3.8423
2019-06-28,1.0711
2019-07-01,0.2408
2019-07-02,-1.4416
2019-07-03,6.1921
2019-07-05,-4.6832
2019-07-08,-3.9981
2019-07-09,3.713
2019-07-10,-0.3387
2019-07-11,-1.8447
2019-07-12,-1.0386
2019-07-15,3.0985
2019-07-16,-2.9569
2019-07-17,0.2997
2019-07-18,3.5857
2019-07-19,0.0962
2019-07-22,-2.1134
2019-07-23,-0.8342
2019-07-24,2.4245
2019-07-25,-0.7729
2019-07-26,3.1159
2019-07-29,-0.2361
2019-07-30,3.7388
2019-07-31,-2.6004
2019-08-01,-4.9649
2019-08-02,-6.2592
2019-08-05,-1.4196
2019-08-06,2.1867
2019-08-07,-1.5135999999999998
2019-08-08,1.2189
2019-08-09,3.4555
2019-08-12,-4.5547
2019-08-13,-0.106
2019-08-14,-2.6008
2019-08-15,-3.9782
2019-08-16,3.0647
2019-08-19,3.5793
2019-08-20,0.0532
2019-08-21,-1.3284
2019-08-22,-2.531
2019-08-23,-1.7127
2019-08-26,2.3047
2019-08-27,-1.0989
2019-08-28,3.1111
2019-08-29,0.431
2019-08-30,-3.4335
2019-09-03,-5.2222
2019-09-04,0.4103
2019-09-05,4.8453
2019-09-06,-2.2272
2019-09-09,4.2141
2019-09-10,3.3333
2019-09-11,3.8604000000000003
2019-09-12,-3.0041
2019-09-13,-1.2073
2019-09-16,4.8353
2019-09-17,-3.6493
2019-09-18,-3.2088
2019-09-19,-1.0326
2019-09-20,-0.6041
2019-09-23,-1.768
2019-09-24,-1.9123
2019-09-25,-0.6881
2019-09-26,-8.6605
2019-09-27,0.1264
2019-09-30,-3.2828
2019-10-01,0.2611
2019-10-02,-0.7161
2019-10-03,1.7705
2019-10-04,-0.2577
2019-10-07,1.2274
2019-10-08,-2.8079
2019-10-09,-2.7577
2019-10-10,2.6334
2019-10-11,1.1842
2019-10-14,-2.5358
2019-10-15,0.4003
2019-10-16,-1.8605
2019-10-17,2.5051
2019-10-18,-4.8877
2019-10-21,5.3472
2019-10-22,5.6691
2019-10-23,-4.0549
2019-10-24,-1.1053
2019-10-25,6.5089
2019-10-28,-3.1481
2019-10-29,-1.2747
2019-10-30,0.7747
2019-10-31,0.3844
2019-11-01,2.425
2019-11-04,-1.6199
2019-11-05,4.6548
2019-11-06,-1.6036000000000001
2019-11-07,-4.551
2019-11-08,-4.5103
2019-11-11,0.2024
2019-11-12,1.1448
2019-11-13,0.8655
2019-11-14,-0.9901
2019-11-15,0.9333
2019-11-18,0.7266
2019-11-19,4.7213
2019-11-20,4.258
2019-11-21,1.982
2019-11-22,5.3592
2019-11-25,0.6149
2019-11-26,-4.0
2019-11-27,2.228
2019-11-29,0.7076
2019-12-02,-4.7780000000000005
2019-12-03,4.634
2019-12-04,2.426
2019-12-05,0.1377
2019-12-06,0.44
2019-12-09,-0.0548
2019-12-10,-0.6027
2019-12-11,-0.2205
2019-12-12,3.4807
2019-12-13,0.9076
2019-12-16,0.4233
2019-12-17,0.1581
2019-12-18,-2.7354000000000003
2019-12-19,8.1125
2019-12-20,-0.3502
2019-12-23,-0.5522
2019-12-24,-1.9182000000000001
2019-12-26,-2.0072
2019-12-27,-3.9916
2019-12-30,-5.5252
2019-12-31,0.8686
2020-01-02,-5.9127
2020-01-03,-1.4643
2020-01-06,7.0588
2020-01-07,8.7334
2020-01-08,2.4468
2020-01-09,-0.675
2020-01-10,-2.3001
2020-01-13,-5.939
2020-01-14,29.3515
2020-01-15,-9.4767
2020-01-16,7.4083
2020-01-17,1.1307
2020-01-21,-1.5653000000000001
2020-01-22,6.3153
2020-01-23,6.4103
2020-01-24,-1.004
2020-01-27,13.5091
2020-01-28,-11.2223
2020-01-29,0.5636
2020-01-30,-6.8054
2020-01-31,-0.5155
2020-02-03,-1.8566
2020-02-04,-0.088
2020-02-05,4.2272
2020-02-06,7.5201
2020-02-07,-1.3752
2020-02-10,-1.1554
2020-02-11,-0.8867
2020-02-12,3.3754
2020-02-13,0.4327
2020-02-14,-0.4309
2020-02-18,3.1078
2020-02-19,-0.0382
2020-02-20,-5.458
2020-02-21,-1.2919
2020-02-24,-7.1984
2020-02-25,-2.6884
2020-02-26,-2.038
2020-02-27,-12.0666
2020-02-28,3.9432
2020-03-02,0.5564
2020-03-03,-2.1127
2020-03-04,3.0319
2020-03-05,-2.9925
2020-03-06,-6.5296
2020-03-09,-4.5655
2020-03-10,3.6888
2020-03-11,-6.1701
2020-03-12,-11.0782
2020-03-13,8.0613
2020-03-16,-12.4538
2020-03-17,16.4789
2020-03-18,-0.6046
2020-03-19,8.3942
2020-03-20,-4.3771
2020-03-23,-1.7019
2020-03-24,8.0597
2020-03-25,-0.3315
2020-03-26,6.929
2020-03-27,-1.9181
2020-03-30,4.1226
2020-03-31,-11.1168
2020-04-01,-8.5665
2020-04-02,8.9319
2020-04-03,-1.3761
2020-04-06,8.9535
2020-04-07,-5.7097
2020-04-08,5.6593
2020-04-09,4.767
2020-04-13,-2.1984
2020-04-14,6.9524
2020-04-15,-2.1994
2020-04-16,-3.2984
2020-04-17,5.9432
2020-04-20,0.0488
2020-04-21,3.5592
2020-04-22,-1.4595
2020-04-23,3.5834
2020-04-24,5.0277
2020-04-27,3.9087
2020-04-28,-2.071
2020-04-29,0.259
2020-04-30,-5.8975
2020-05-01,-0.2745
2020-05-04,6.4679
2020-05-05,5.084
2020-05-06,3.608
2020-05-07,-5.5797
2020-05-08,0.1257
2020-05-11,4.5207
2020-05-12,-4.5254
2020-05-13,-0.9228
2020-05-14,-2.3285
2020-05-15,-1.8205
2020-05-18,4.415
2020-05-19,-2.4524
2020-05-20,5.8084
2020-05-21,0.3277
2020-05-22,3.92
2020-05-26,1.8075
2020-05-27,5.6735
2020-05-28,0.1461
2020-05-29,1.4953
2020-06-01,0.9702
2020-06-02,1.1032
2020-06-03,1.4432
2020-06-04,-6.3151
2020-06-05,-3.963
2020-06-08,0.5785
2020-06-09,-1.4187
2020-06-10,0.0778
2020-06-11,-2.293
2020-06-12,-1.7104
2020-06-15,3.8446
2020-06-16,4.053
2020-06-17,-2.0974
2020-06-18,-0.4591
2020-06-19,-9.2621
2020-06-22,5.4638
2020-06-23,5.261
2020-06-24,-4.731
2020-06-25,2.9636
2020-06-26,-7.429
2020-06-29,-0.4202
2020-06-30,2.0253
2020-07-01,4.3838
2020-07-02,0.832
2020-07-06,0.1965
2020-07-07,4.4314
2020-07-08,1.7649
2020-07-09,-1.0332
2020-07-10,-3.3184
2020-07-13,-4.3193
2020-07-14,3.9903
2020-07-15,4.6899
2020-07-16,-4.1836
2020-07-17,2.3184
2020-07-20,6.6843
2020-07-21,-12.5841
2020-07-22,-1.0731
2020-07-23,-4.1752
2020-07-24,-1.1961
2020-07-27,1.297
2020-07-28,1.3658000000000001
2020-07-29,-0.2105
2020-07-30,1.1814
2020-07-31,-2.3353
