ticker,MTH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.7471
2000-01-04,-4.878
2000-01-05,1.9231
2000-01-06,-0.6289
2000-01-07,-0.6329
2000-01-10,0.6369
2000-01-11,-5.0633
2000-01-12,6.6667
2000-01-13,-1.25
2000-01-14,0.0
2000-01-18,-1.2658
2000-01-19,-3.2051
2000-01-20,-4.6358
2000-01-21,-1.3889
2000-01-24,5.6338
2000-01-25,6.6667
2000-01-26,-1.25
2000-01-27,-0.6329
2000-01-28,1.9108
2000-01-31,1.875
2000-02-01,3.0675
2000-02-02,0.0
2000-02-03,0.0
2000-02-04,2.3810000000000002
2000-02-07,2.3256
2000-02-08,1.1364
2000-02-09,0.0
2000-02-10,-1.6854
2000-02-11,-0.5714
2000-02-14,1.1494
2000-02-15,0.0
2000-02-16,0.0
2000-02-17,1.1364
2000-02-18,-1.1236
2000-02-22,1.7045
2000-02-23,-1.6760000000000002
2000-02-24,1.1364
2000-02-25,-1.1236
2000-02-28,2.8409
2000-02-29,0.0
2000-03-01,-3.3149
2000-03-02,0.5714
2000-03-03,3.4091
2000-03-06,-3.2967
2000-03-09,-2.2727
2000-03-10,0.5814
2000-03-13,0.578
2000-03-14,0.0
2000-03-15,-0.5747
2000-03-16,0.578
2000-03-17,2.2989
2000-03-20,2.2472
2000-03-21,-4.3956
2000-03-22,2.2989
2000-03-23,0.0
2000-03-24,-0.5618
2000-03-27,-0.565
2000-03-28,0.0
2000-03-29,-1.1364
2000-03-30,0.0
2000-03-31,-8.046
2000-04-03,0.0
2000-04-04,0.0
2000-04-05,0.0
2000-04-06,0.0
2000-04-07,2.5
2000-04-10,7.3171
2000-04-11,2.2727
2000-04-12,-4.4444
2000-04-13,3.4884
2000-04-14,-3.3708
2000-04-17,-2.3256
2000-04-18,-1.1905000000000001
2000-04-19,-3.012
2000-04-20,0.0
2000-04-24,0.0
2000-04-25,14.2857
2000-04-26,-5.9783
2000-04-27,0.578
2000-04-28,1.1494
2000-05-01,7.9545
2000-05-02,-1.5789
2000-05-03,-1.6042999999999998
2000-05-04,0.0
2000-05-05,0.0
2000-05-08,0.0
2000-05-09,2.1739
2000-05-10,-1.5957
2000-05-11,0.5405
2000-05-12,-0.5376
2000-05-15,-0.5405
2000-05-16,1.087
2000-05-17,2.1505
2000-05-18,-1.0526
2000-05-19,-1.5957
2000-05-22,0.0
2000-05-23,1.0811
2000-05-24,-2.1390000000000002
2000-05-25,0.0
2000-05-26,-7.6503
